round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_prevalence,fed_auprc_lift,fed_brier,fed_f1_best,fed_f1,fed_f1_best_threshold,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
43.0,8.987245606876773,787.9051142133429,51.10784,51.10784,0.0,0.3738682376726791,0.10991501416430595,2.2810183005986606,0.23278416843537147,0.33176604280854355,0.3017560307149458,0.6026979985779698,0.24477481181942667,0.7012131047047745,0.3558176547594624,0.08194688707218505,0.7194885988675407,0.20306018987925153,0.20450951154489178,0.4350130558013916,0.4011197527726635,0.26290897610155284,0.11389601892395189,0.0,0.0,,
44.0,8.604770109907923,678.8121369097901,51.10784,51.10784,0.0,0.376184696418743,0.10991501416430595,2.318006462337148,0.2339981082364838,0.3376310127823886,0.30595337735301986,0.5975343825796845,0.24701894646970013,0.7049764078571312,0.3558176547594624,0.08194688707218505,0.7194885988675407,0.20306018987925153,0.20450951154489178,0.4350130558013916,0.4011197527726635,0.26290897610155284,0.11389601892395189,0.0,0.0,,
45.0,9.269082628970258,762.8511237241362,54.7584,54.7584,0.9971592150692714,0.37949127410994343,0.10991501416430595,2.084723688529521,0.2382296937262904,0.3138090849326672,0.28286300779086615,0.5840800300648576,0.2254257851699284,0.6819943266532462,0.35435849235705763,0.0819424516696796,0.7194496563079381,0.18895595350925326,0.20450951154489178,0.4785534143447876,0.39697030243200904,0.25945291436332557,0.11389601892395189,0.006229300473967887,1.307374256895855,0.00424520994636556,0.007891248177861644
46.0,9.256670418431089,741.1485452223784,54.7584,54.7584,0.0,0.3725998762327807,0.10991501416430595,2.1515272166308,0.23217577672723033,0.31982522429046484,0.29555774970286663,0.5701582342057921,0.23211553187281037,0.6872379465326734,0.35435849235705763,0.0819424516696796,0.7194496563079381,0.18895595350925326,0.20450951154489178,0.4785534143447876,0.39697030243200904,0.25945291436332557,0.11389601892395189,0.0,0.0,,
47.0,8.999798419521891,770.8985040146777,54.7584,54.7584,0.0,0.37892767794108967,0.10991501416430595,2.2977155268970724,0.23663544876264256,0.3357284471081722,0.2984201409305318,0.5973679395734345,0.24561291479865427,0.6975162527394607,0.35435849235705763,0.0819424516696796,0.7194496563079381,0.18895595350925326,0.20450951154489178,0.4785534143447876,0.39697030243200904,0.25945291436332557,0.11389601892395189,0.0,0.0,,
48.0,8.600220467632198,811.8477886036987,54.7584,54.7584,0.0,0.3678142791954571,0.10991501416430595,2.3826133291430653,0.22756649171900892,0.34087866486231505,0.3108470398083085,0.5686079930219778,0.25237130504912325,0.7047533065318212,0.35435849235705763,0.0819424516696796,0.7194496563079381,0.18895595350925326,0.20450951154489178,0.4785534143447876,0.39697030243200904,0.25945291436332557,0.11389601892395189,0.0,0.0,,
49.0,9.30478186205101,777.5322219911304,58.40896,58.40896,0.9971592150692714,0.37749376539955887,0.10991501416430595,2.0892056141984554,0.23691138888353958,0.310516178270504,0.2833302757914583,0.5819063305854797,0.22554536921852278,0.6815264219371774,0.35828288160912486,0.08257477939167035,0.7250014545882006,0.20226895406751522,0.20460404323639816,0.493333637714386,0.39973036128223444,0.2615826177808298,0.11389601892395189,0.0053128517638062756,1.1622453583404422,0.00410467493225811,0.006333126515038469
50.0,9.258555420947394,814.6985220440988,58.40896,58.40896,0.0,0.37439823435431274,0.10991501416430595,2.1741274363902905,0.2337632394480363,0.3193885912245172,0.29581216839152075,0.5778120083763122,0.23409042042205855,0.6895305648327996,0.35828288160912486,0.08257477939167035,0.7250014545882006,0.20226895406751522,0.20460404323639816,0.493333637714386,0.39973036128223444,0.2615826177808298,0.11389601892395189,0.0,0.0,,
51.0,8.798613615670375,718.5014014631448,58.40896,58.40896,0.0,0.38165652675751743,0.10991501416430595,2.2855758493551073,0.23857601024720496,0.32878328418838804,0.3009535715814102,0.6012425390417785,0.2434806436591456,0.6962735737043532,0.35828288160912486,0.08257477939167035,0.7250014545882006,0.20226895406751522,0.20460404323639816,0.493333637714386,0.39973036128223444,0.2615826177808298,0.11389601892395189,0.0,0.0,,
52.0,8.566731926892318,684.027187828554,58.40896,58.40896,0.0,0.37641500885996154,0.10991501416430595,2.402299851848808,0.23386473431236368,0.3400445605838803,0.3148501696439669,0.5861859078860562,0.256151453195644,0.7082775543407108,0.35828288160912486,0.08257477939167035,0.7250014545882006,0.20226895406751522,0.20460404323639816,0.493333637714386,0.39973036128223444,0.2615826177808298,0.11389601892395189,0.0,0.0,,
53.0,9.49942217751188,820.1843669804354,62.05952,62.05952,0.9971592150692714,0.3786157730599788,0.10991501416430595,2.1111518281616126,0.23757523284269888,0.3175762863823544,0.2843126069287484,0.5922588750574622,0.22786722017865926,0.6820622682322126,0.3595577678621492,0.08299851023795735,0.7287217852045844,0.19434713757857863,0.2045002711006687,0.461600661277771,0.3954236719807379,0.25795971451101724,0.11389601892395189,0.005353102028218812,1.2186188889900222,0.00394736272206966,0.006556652444653
54.0,9.421732136542058,756.1108222510379,62.05952,62.05952,0.0,0.37567674336022167,0.10991501416430595,2.1938781239771044,0.23423788130806675,0.32396552725322225,0.29561877317348706,0.5806907278113596,0.2367968655284291,0.6916058518462219,0.3595577678621492,0.08299851023795735,0.7287217852045844,0.19434713757857863,0.2045002711006687,0.461600661277771,0.3954236719807379,0.25795971451101724,0.11389601892395189,0.0,0.0,,
55.0,8.879584793736422,763.4997188431809,62.05952,62.05952,0.0,0.37499676165732343,0.10991501416430595,2.289508707893399,0.23332762454253797,0.33056068377123793,0.306223601882134,0.5902297175264523,0.24376157499378076,0.6998157380732806,0.3595577678621492,0.08299851023795735,0.7287217852045844,0.19434713757857863,0.2045002711006687,0.461600661277771,0.3954236719807379,0.25795971451101724,0.11389601892395189,0.0,0.0,,
56.0,8.559371035974056,713.1832495690346,62.05952,62.05952,0.0,0.3695296945833056,0.10991501416430595,2.3927436321807605,0.22850139752273935,0.3391893155853428,0.3187221651323806,0.5641811144044273,0.2537724605059298,0.7092943482656392,0.3595577678621492,0.08299851023795735,0.7287217852045844,0.19434713757857863,0.2045002711006687,0.461600661277771,0.3954236719807379,0.25795971451101724,0.11389601892395189,0.0,0.0,,
57.0,9.456696338325909,1274.77138913964,65.71008,65.71008,0.9971592150692714,0.3795559241312421,0.10991501416430595,2.14639983758599,0.23815742034872578,0.3214245956195198,0.2843109398564216,0.5863151193152895,0.231259816566559,0.6805716197580661,0.4117678543183341,0.09531128218876368,0.8368271612057205,0.20284995808885165,0.2045115501107545,0.488587349653244,0.3936045148576162,0.2561087634485426,0.11389601892395189,0.0049732868166569065,1.1735176307847723,0.003612130708715493,0.006151128861245247
58.0,9.317386370511576,912.0762713360807,65.71008,65.71008,0.0,0.37045769560888653,0.10991501416430595,2.2061027316654402,0.23043919724119827,0.3257934312532833,0.30416520891942883,0.5414899547294434,0.2372128143471105,0.6917718260249283,0.4117678543183341,0.09531128218876368,0.8368271612057205,0.20284995808885165,0.2045115501107545,0.488587349653244,0.3936045148576162,0.2561087634485426,0.11389601892395189,0.0,0.0,,
59.0,8.818017590001244,675.1082897276499,65.71008,65.71008,0.0,0.37966710994143804,0.10991501416430595,2.2852780809008912,0.237076983642594,0.33108386263137723,0.3011563444924991,0.5777967434448007,0.24299895499278387,0.6996761621704294,0.4117678543183341,0.09531128218876368,0.8368271612057205,0.20284995808885165,0.2045115501107545,0.488587349653244,0.3936045148576162,0.2561087634485426,0.11389601892395189,0.0,0.0,,
60.0,8.638669175017359,668.3974256221442,65.71008,65.71008,0.0,0.37831622412792343,0.10991501416430595,2.408485685125307,0.23565506997946448,0.3374786900407852,0.3056837791076682,0.5802747391382401,0.2552393692240988,0.7057801636197751,0.4117678543183341,0.09531128218876368,0.8368271612057205,0.20284995808885165,0.2045115501107545,0.488587349653244,0.3936045148576162,0.2561087634485426,0.11389601892395189,0.0,0.0,,
