round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_f1,fed_prevalence,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
48.0,0.5289511012014528,1.2630600428986956,101.89312,101.89312,0.5412350858791136,0.1005807623585829,0.3562332025058704,0.14172916657623658,0.11010387157695938,0.24146486984640314,0.3127115788139458,2.9122508259074236,0.0755761396494126,0.7370877667728857,0.35797536984363737,0.08377682317182956,0.735555324613823,0.18410715130862795,0.2045002711006687,0.4595688581466675,0.4026657937877258,0.2640699946940604,0.11389601892395189,0.004562699670428705,1.1800582079449669,,0.004562699670428705
49.0,0.5154454137378613,1.43429121588587,103.87456,103.87456,0.5412350858791136,0.09993566476963349,0.3625002860868002,0.15942493961977625,0.11010387157695938,0.25985122761393925,0.3254183492414309,3.0455772426443084,0.07546736585207314,0.7442499732448985,0.3713150229135419,0.08554525971857549,0.7510820880903121,0.19141298773949933,0.2045002711006687,0.46217238903045654,0.40562334995252014,0.26639156028280403,0.11389601892395189,0.0045821348960694685,1.221309081185609,,0.0045821348960694685
50.0,0.5788618017322277,1.3202810961845386,107.52512,107.52512,0.9971592150692714,0.10627374799172101,0.3143937519640477,0.08511211838845298,0.11010387157695938,0.24016721047036563,0.26020403516698654,2.374727536822956,0.07517915311385841,0.6921045583478023,0.3714532802233843,0.08517953639682063,0.7478710599506978,0.1914249802150738,0.20450951154489178,0.4736446440219879,0.4035481370862139,0.26466818903168693,0.11389601892395189,0.004031320624310804,1.452731319121085,0.005670443010315277,0.0035017679445713554
51.0,0.5799952916061193,1.5498159964457767,109.50656,109.50656,0.5412350858791136,0.10550207746766267,0.3303226776723443,0.10341214368200456,0.11010387157695938,0.24910846990555158,0.278103281539726,2.552551432968713,0.08049264076407113,0.7107103175027525,0.3748501156231187,0.08565784126710349,0.7520705471215551,0.19585965235833833,0.20450951154489178,0.471295028924942,0.40529775797849793,0.2660971429332047,0.11389601892395189,0.003645409971026802,1.0032006609253585,,0.003645409971026802
52.0,0.5508801657837561,1.0475433639827458,111.488,111.488,0.5412350858791136,0.10401210131594192,0.3415444846450695,0.14043195495768107,0.11010387157695938,0.2573891048484679,0.30235491046714347,2.793660329039774,0.08115540646082703,0.725349051500085,0.492331017490974,0.11006419171836715,0.9663567941901179,0.20298644612910635,0.20450951154489178,0.4810969829559326,0.39974949993048775,0.260847124468947,0.11389601892395189,0.0037628856252485544,1.053744193050079,,0.0037628856252485544
53.0,0.5311778539313845,1.0934406022933338,113.46944,113.46944,0.5412350858791136,0.10140403033449717,0.3502663768504756,0.16828126555869752,0.11010387157695938,0.28664766317799223,0.322481979578555,3.0015053173229065,0.07838918304366431,0.7369520123758978,0.482091555880525,0.10783689895018217,0.9468013014764337,0.1983223206335817,0.2045002711006687,0.4709692597389221,0.3978798615295889,0.2594299281333758,0.11389601892395189,0.003743857153977026,1.0757608390413225,,0.003743857153977026
54.0,0.5124646065808293,1.2802807081324183,115.45088,115.45088,0.5412350858791136,0.09849891161914591,0.36683207283714625,0.1927983923030673,0.11010387157695938,0.27384920256258677,0.3397351795627388,3.179362136891213,0.06982695841555238,0.7496873502232683,0.41360023741554786,0.09273592767663416,0.8142157079129669,0.1832642758489308,0.20450951154489178,0.46481871604919434,0.39840703162593066,0.2602905865392225,0.11389601892395189,0.0037906671317733225,1.1196843910729513,,0.0037906671317733225
55.0,0.5871191494538042,1.9823598763035228,117.12,117.12,0.4559241291901578,0.10767248609566407,0.3197004431025366,0.10855274803313553,0.11010387157695938,0.24631007607717878,0.26567234293613534,2.4283896544504557,0.07892962694877503,0.6975874080140236,0.41359038609593035,0.09303427535530012,0.8168351820744402,0.18395191298540214,0.2045002711006687,0.4600711166858673,0.3986265856364489,0.2604501713917857,0.11389601892395189,0.005365214513664129,0.501812381669879,0.005365214513664129,
56.0,0.5810319784414102,1.3618800745894721,119.10144,119.10144,0.5412350858791136,0.1057016279456707,0.3306071331046298,0.1256848454208165,0.11010387157695938,0.25910638740106234,0.2827366793253124,2.6014668252735116,0.08042097963156901,0.7119631610743021,0.41744836364937854,0.09453770008699712,0.8300351582096976,0.1749850864983098,0.2045002711006687,0.45330139994621277,0.39466959602087986,0.2572663248110542,0.11389601892395189,0.00325881624610811,0.9810349019244313,,0.00325881624610811
57.0,0.549268582436077,1.1529096235130338,121.08288,121.08288,0.5412350858791136,0.10577015212752144,0.3440352396355273,0.1279349577820391,0.11010387157695938,0.26402285824716554,0.301440475419359,2.7867098995196073,0.09022560782843733,0.7261140138301562,0.4278640321117379,0.09644660847011877,0.8467952557193061,0.1792277513937642,0.2045002711006687,0.4497690796852112,0.3929402504409347,0.25575255788876494,0.11389601892395189,0.0032666729079525864,1.0035948012955487,,0.0032666729079525864
58.0,0.5275981978198672,1.057129651122795,123.06432,123.06432,0.5412350858791136,0.1005316415735434,0.3577321774902372,0.14470844146960044,0.11010387157695938,0.26609695678729856,0.3197707805144593,2.986435342561841,0.07166880082381115,0.7373182080587016,0.35157959196110233,0.08237226079438167,0.7232233538327748,0.18219283112900134,0.2045002711006687,0.45081961154937744,0.4009961466738487,0.2629226014674259,0.11389601892395189,0.0030957470512900593,0.976023128721863,,0.0030957470512900593
59.0,0.5109062822930072,1.5835351067979517,125.04576,125.04576,0.5412350858791136,0.09937369477580751,0.368076933147682,0.1813187098296529,0.11010387157695938,0.2735823091599114,0.33789927160861677,3.1726268426585973,0.07604895490214075,0.7504735141506468,0.344045252519817,0.08108097957072195,0.711885984573873,0.19035986094146387,0.2045002711006687,0.4507397413253784,0.4082900473168419,0.26940994567588356,0.11389601892395189,0.0038801616477502124,1.25387527665589,,0.0038801616477502124
