round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auroc,fed_ece,fed_f1_best,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,0.6426440669866323,0.7248457318443006,51.10784,51.10784,0.0,2.449659325736194,0.3051665565479752,0.7095855909521768,0.3445136781044732,0.3430887759534154,0.2786807620865181,0.11455186304128903,0.5686761245435368,0.21600798904429117,0.3295555927911733,0.07935825769100333,0.6967605930457557,0.11466252909231962,0.2045002711006687,0.3629056513309479,0.384276824491518,0.25020055705053085,0.11389601892395189,0.0,0.0,,
43.0,0.6163407135282029,0.7511869082726885,51.10784,51.10784,0.0,2.6339029655247947,0.30213208741918784,0.720385959573207,0.3425980209783733,0.3584798120855548,0.29872120515167455,0.11455186304128903,0.6101695540185721,0.21601921589035297,0.3295555927911733,0.07935825769100333,0.6967605930457557,0.11466252909231962,0.2045002711006687,0.3629056513309479,0.384276824491518,0.25020055705053085,0.11389601892395189,0.0,0.0,,
44.0,0.5930611842844532,0.7274756368106514,51.10784,51.10784,0.0,2.7565676473012535,0.32596357046388663,0.7322094219329447,0.32619523149945534,0.36365946615897204,0.31156379442602167,0.11455186304128903,0.5770443611781134,0.20244281775413314,0.3295555927911733,0.07935825769100333,0.6967605930457557,0.11466252909231962,0.2045002711006687,0.3629056513309479,0.384276824491518,0.25020055705053085,0.11389601892395189,0.0,0.0,,
45.0,0.6430127537233854,0.8358951282506414,54.7584,54.7584,0.9971592150692714,2.2947363913156726,0.29304430138121124,0.6921296550571143,0.3418041289374158,0.3262793356160409,0.26203734726616895,0.11455186304128903,0.5571495722191482,0.21503265898689616,0.32785368634372175,0.07925703098156857,0.6958718287992867,0.11499694563225413,0.2045002711006687,0.3555587828159332,0.385722512021459,0.25207402944836094,0.11389601892395189,0.005350323827189484,1.2739190795691684,0.0037675006065443772,0.006916486664832862
46.0,0.6367844584206338,0.7747829653468357,54.7584,54.7584,0.0,2.5069087557219385,0.3055082875001489,0.7105567535734614,0.3304366759640752,0.3424768363717216,0.284822414417424,0.11455186304128903,0.5800435620773685,0.2076971343667812,0.32785368634372175,0.07925703098156857,0.6958718287992867,0.11499694563225413,0.2045002711006687,0.3555587828159332,0.385722512021459,0.25207402944836094,0.11389601892395189,0.0,0.0,,
47.0,0.6149063145623586,0.857324932645567,54.7584,54.7584,0.0,2.6506042229886106,0.31625129261783125,0.7198656084029915,0.32664187835301545,0.35360956623992634,0.29967682543924967,0.11455186304128903,0.6012488023583352,0.2037486064649444,0.32785368634372175,0.07925703098156857,0.6958718287992867,0.11499694563225413,0.2045002711006687,0.3555587828159332,0.385722512021459,0.25207402944836094,0.11389601892395189,0.0,0.0,,
48.0,0.5960841375935846,0.8824996179835459,54.7584,54.7584,0.0,2.803578695866306,0.32148792352358996,0.7354029505665518,0.3265592891394422,0.36702889953406,0.3166673510740849,0.11455186304128903,0.6058319352158276,0.2053612148784879,0.32785368634372175,0.07925703098156857,0.6958718287992867,0.11499694563225413,0.2045002711006687,0.3555587828159332,0.385722512021459,0.25207402944836094,0.11389601892395189,0.0,0.0,,
49.0,0.6451450494394404,0.9948901731204444,58.40896,58.40896,0.9971592150692714,2.296600165274525,0.2899635251684568,0.6928685301939325,0.3413404359651986,0.32618467977234183,0.2627143851652311,0.11455186304128903,0.5791392147518536,0.2159812670060004,0.3301739419268599,0.07970334693829398,0.6997904552880968,0.10972360972360973,0.2045002711006687,0.3602197766304016,0.3828234023132047,0.24962362286510742,0.11389601892395189,0.005415516380427925,1.3537138043902814,0.003757688431837842,0.007097505619493155
50.0,0.6430908755296925,1.2318895482111252,58.40896,58.40896,0.0,2.5025657020753678,0.310704036301442,0.7133458545389773,0.33044781537552076,0.34421769940294994,0.28460253210394426,0.11455186304128903,0.5716255541538214,0.2067034845482358,0.3301739419268599,0.07970334693829398,0.6997904552880968,0.10972360972360973,0.2045002711006687,0.3602197766304016,0.3828234023132047,0.24962362286510742,0.11389601892395189,0.0,0.0,,
51.0,0.611345972160207,0.8228846015699492,58.40896,58.40896,0.0,2.6516695268585515,0.3109374999760246,0.7229665498378443,0.3393828512806246,0.3552991640479164,0.30009739643736544,0.11455186304128903,0.6104180302793556,0.21198850812308734,0.3301739419268599,0.07970334693829398,0.6997904552880968,0.10972360972360973,0.2045002711006687,0.3602197766304016,0.3828234023132047,0.24962362286510742,0.11389601892395189,0.0,0.0,,
52.0,0.5897943228770716,0.8610387751490103,58.40896,58.40896,0.0,2.8097433992769596,0.33525184039498573,0.7351602062418946,0.3069701405555809,0.36623525194050355,0.31749976775711547,0.11455186304128903,0.5671029074674646,0.19095872558573776,0.3301739419268599,0.07970334693829398,0.6997904552880968,0.10972360972360973,0.2045002711006687,0.3602197766304016,0.3828234023132047,0.24962362286510742,0.11389601892395189,0.0,0.0,,
53.0,0.6430689395703758,1.0500734648976842,62.05952,62.05952,0.9971592150692714,2.311016346841704,0.2916902101415219,0.6944819082370308,0.33929991614343624,0.32874435531892987,0.2646233325437515,0.11455186304128903,0.5819614300915121,0.21429715649083883,0.33246906095815865,0.08006425412995724,0.7029591981034558,0.10757987763426241,0.2045002711006687,0.3430386483669281,0.38141874906233064,0.24842043808494127,0.11389601892395189,0.005061723745546543,1.3306084521464072,0.0035953593575360748,0.006585522664850261
54.0,0.6377339565896427,1.1077183726034734,62.05952,62.05952,0.0,2.4851753578461855,0.31387223483709964,0.71285951369137,0.32608595257742223,0.34148744903479256,0.283180497591937,0.11455186304128903,0.5498932104085058,0.20415601811165576,0.33246906095815865,0.08006425412995724,0.7029591981034558,0.10757987763426241,0.2045002711006687,0.3430386483669281,0.38141874906233064,0.24842043808494127,0.11389601892395189,0.0,0.0,,
55.0,0.6148483232688772,0.9907343979081894,62.05952,62.05952,0.0,2.6763672510564995,0.32096619379174385,0.7275662882698116,0.3289266984491474,0.35455103864436655,0.30360622262242815,0.11455186304128903,0.5934706844336918,0.2040048267376779,0.33246906095815865,0.08006425412995724,0.7029591981034558,0.10757987763426241,0.2045002711006687,0.3430386483669281,0.38141874906233064,0.24842043808494127,0.11389601892395189,0.0,0.0,,
56.0,0.5910468250609756,1.1139079980224396,62.05952,62.05952,0.0,2.872549716511376,0.33609372452274655,0.746779164039727,0.32924381281825554,0.3713678128851587,0.3248914069090853,0.11455186304128903,0.6117082760657099,0.2044206882275357,0.33246906095815865,0.08006425412995724,0.7029591981034558,0.10757987763426241,0.2045002711006687,0.3430386483669281,0.38141874906233064,0.24842043808494127,0.11389601892395189,0.0,0.0,,
57.0,0.6378895548848044,1.1952919592945412,65.71008,65.71008,0.9971592150692714,2.3222001077504633,0.2930178153784474,0.6944390200657313,0.33295907354505666,0.3252164401453491,0.26580711254052114,0.11455186304128903,0.5764077979197196,0.21053745073882552,0.3324734281673649,0.0802034167884148,0.7041810376354457,0.11367054539697617,0.2045002711006687,0.3143335282802582,0.3830238305044627,0.24966494606308096,0.11389601892395189,0.005213441898298271,1.4372108972165734,0.003334026955084887,0.007206798725166828
58.0,0.6415873512304533,1.3147814299205698,65.71008,65.71008,0.0,2.564454261237509,0.3017651204599089,0.7181896517289986,0.3480265893235292,0.349434648587593,0.29221536189711333,0.11455186304128903,0.6067791305902561,0.2192998926691679,0.3324734281673649,0.0802034167884148,0.7041810376354457,0.11367054539697617,0.2045002711006687,0.3143335282802582,0.3830238305044627,0.24966494606308096,0.11389601892395189,0.0,0.0,,
59.0,0.6073408353771675,0.9055063849473866,65.71008,65.71008,0.0,2.76115866664527,0.3201865707896893,0.7327863710540724,0.32903127181357805,0.3635628453325022,0.31306886060505446,0.11455186304128903,0.5717811878294142,0.2049650783425064,0.3324734281673649,0.0802034167884148,0.7041810376354457,0.11367054539697617,0.2045002711006687,0.3143335282802582,0.3830238305044627,0.24966494606308096,0.11389601892395189,0.0,0.0,,
60.0,0.5886754772056277,1.1481800863617637,65.71008,65.71008,0.0,2.8687775614284816,0.33596450935025535,0.7441998694325419,0.31832830395418465,0.3716762405641281,0.3242395774080087,0.11455186304128903,0.5862324551509437,0.19715980873961567,0.3324734281673649,0.0802034167884148,0.7041810376354457,0.11367054539697617,0.2045002711006687,0.3143335282802582,0.3830238305044627,0.24966494606308096,0.11389601892395189,0.0,0.0,,
