round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_auprc_lift,fed_auprc,fed_f1_best,fed_ece,fed_auroc,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.6378259425111406,1.194245365408717,94.32752,94.32752,0.18181023556662734,0.5521031200908282,0.19667458091430043,2.616214546362188,0.2988105123124394,0.34647070640667593,0.3137698885346955,0.719023349479432,0.11492950654582076,0.3196265301625301,0.656182394534784,0.21967111884752133,1.9286988335755197,0.26467319931306194,0.2850356294536817,0.572618842124939,0.3462864735154233,0.2236731211159869,0.11389601892395189,0.005628476577571692,0.2976226177997887,,0.005628476577571692,
52.0,0.6127013105577284,1.028828024691859,96.32944,96.32944,0.5468292469734715,0.5534331451947656,0.18595599786000228,2.7973874335285096,0.31780540320398565,0.36166765076634894,0.29699374732862643,0.737033197719944,0.11492950654582076,0.3343836897579404,0.6554070392083524,0.21891895157816516,1.922094851483236,0.26777328819482366,0.2833443928334439,0.5788409113883972,0.3277487375562583,0.21445919910230002,0.11389601892395189,0.0046682124499492295,1.0025592624442652,0.002775571899155456,0.004678818116789421,0.0045804800386748615
53.0,0.5941755789020673,1.3895550187650831,96.99504,96.99504,0.18181023556662734,0.5656543413640448,0.19578485846983312,3.0686907433836974,0.3459938734900152,0.3797790587189315,0.3166752992525918,0.7563757304625675,0.11492950654582076,0.34261848292564734,0.6552570481611313,0.21867626325352685,1.9199640630067718,0.2685745734727573,0.28362670209232815,0.5780023336410522,0.32662101456907844,0.21392650032258925,0.11389601892395189,0.005924360557844459,0.3340892191044986,,0.005924360557844459,
54.0,0.5675974345665571,1.5624301950852761,98.9816,98.9816,0.5426336261527032,0.5536950707458119,0.18995269744970714,3.1615400753277205,0.35471731834053205,0.38287073123837556,0.30911515555206387,0.7644512467687501,0.11492950654582076,0.348632374983885,0.6549099303259458,0.21932075373888982,1.925622649596996,0.26866324188435897,0.28345679012345676,0.5837980508804321,0.3339909636020049,0.21850092328362938,0.11389601892395189,0.005284797741537857,1.1888562669046223,0.0026038706855461813,0.005299104570357563,
55.0,0.5482976846050672,1.4821760687980334,99.6472,99.6472,0.18181023556662734,0.5926474292667852,0.19775102385814336,3.3669197315203654,0.37611285540808337,0.4034683766279758,0.3204795852586738,0.7756765821959547,0.11492950654582076,0.347880309060011,0.6549873478937427,0.21932322644220162,1.9256443597791002,0.2682634730538922,0.283248730964467,0.5884793996810913,0.3341908788739289,0.21854291126211,0.11389601892395189,0.0054960435334749595,0.3351272353902459,,0.0054960435334749595,
56.0,0.6501457486723845,1.8755605750722428,103.30816,103.30816,1.0,0.5732762258638668,0.21731714489503687,2.401834399847633,0.27683402489008724,0.3301470616470029,0.34137883830494564,0.7015402282319247,0.11492950654582076,0.29543126228651184,0.6547845738524944,0.21876344550474408,1.9207295177789483,0.26963434022257554,0.2875257568552861,0.578805148601532,0.3407336868062225,0.22254720291243926,0.11389601892395189,0.0036768640034258943,1.421696247160071,0.003055496070590808,0.004096532901575804,0.003673177644933061
57.0,0.6370406460779614,1.3671785217026824,104.62912,104.62912,0.36082339058607577,0.5499192723649866,0.19803388326362897,2.6061772208253706,0.2988600797570369,0.3486549863458687,0.31795444629083325,0.7198916313462603,0.11492950654582076,0.32415240434355846,0.6546521269388088,0.218708298646962,1.92024533177927,0.2698615548455804,0.286055233549267,0.5866597294807434,0.34123103845502867,0.22210798269813314,0.11389601892395189,0.00435761725249311,0.7605487713590264,,0.00435761725249311,
58.0,0.611226022586411,1.1558108721860871,106.61056,106.61056,0.5412350858791136,0.5802451093218778,0.19402446435662404,2.793796985482798,0.31801620143440607,0.35798418226668344,0.3137638559541647,0.7353589058519809,0.11492950654582076,0.32645036728890653,0.6541185117012844,0.21686500469469988,1.9040613249133858,0.26924788607031597,0.2844653665097512,0.5756773352622986,0.33142483254836347,0.21584893400164576,0.11389601892395189,0.004117539179421751,0.9920808107126504,,0.004117539179421751,
59.0,0.5875917769281772,1.2569208641107392,107.93152,107.93152,0.36082339058607577,0.614902009356538,0.19986202523850477,3.027252983141679,0.3420105549928238,0.37481322319933136,0.32342394123536167,0.748991650318013,0.11492950654582076,0.3312223829480821,0.6539992291624761,0.2179934240060706,1.9139687766578068,0.270382061608795,0.2837073839301011,0.5858684778213501,0.33761608865127485,0.21993410551023174,0.11389601892395189,0.004276875393145451,0.7948528593406081,,0.004276875393145451,
60.0,0.5688758105156186,1.4256938189767883,109.93344,109.93344,0.5468292469734715,0.599281912690173,0.19415581212010444,3.2270438302033293,0.36366359210985977,0.3875352142232112,0.3172576184289441,0.7659888825170612,0.11492950654582076,0.3474311758324237,0.6534809995527877,0.21765601422043018,1.9110063396136665,0.27331548415885765,0.2840395243677776,0.5835239291191101,0.3363618511423465,0.2199950869343666,0.11389601892395189,0.004726950529855675,1.215175483492203,0.002103013033810345,0.004741909668885426,0.004053081678455811
