round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auprc_lift,fed_auprc,fed_prevalence,fed_ece,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
48.0,0.08072989173626748,4.388285569028108,191.372544,191.372544,0.9634580548441501,,,,,,,,,,0.704103958616594,0.9867479536199839,1.020335042294001,0.0,0.9832657200811359,0.4831041693687439,0.48390124777606,0.2659931768491921,0.9670822942643391,2.653542044940516e-05,0.013895570392635115,,2.653542044940516e-05
49.0,0.12807462715392381,11.17710715937082,191.824512,191.824512,0.035646615445478584,,,,,,,,,,0.7025489552565364,0.9866540646395734,1.0202379575050773,0.0,0.9832657200811359,0.4830963909626007,0.48390309624838407,0.26599502307849515,0.9670822942643391,6.3078867968553256e-06,0.0005429510547187988,6.3078867968553256e-06,
50.0,0.05651326394922029,3.834881751364497,191.824512,191.824512,0.0,,,,,,,,,,0.7025489552565364,0.9866540646395734,1.0202379575050773,0.0,0.9832657200811359,0.4830963909626007,0.48390309624838407,0.26599502307849515,0.9670822942643391,0.0,0.0,,
51.0,0.029267622083325527,1.3309361580814665,191.824512,191.824512,0.0,,,,,,,,,,0.7025489552565364,0.9866540646395734,1.0202379575050773,0.0,0.9832657200811359,0.4830963909626007,0.48390309624838407,0.26599502307849515,0.9670822942643391,0.0,0.0,,
52.0,0.10681136198437448,7.946048201364107,204.04032,204.04032,0.9634580548441501,,,,,,,,,,0.7043071248847422,0.9867275074954711,1.0203139002209487,0.0,0.9832657200811359,0.4830462336540222,0.4839486216815035,0.26603908131246057,0.9670822942643391,3.0507442609261123e-05,0.01597972685977922,,3.0507442609261123e-05
53.0,0.22552463113395727,20.03598807716531,204.492288,204.492288,0.035646615445478584,,,,,,,,,,0.6991029427852532,0.986447559640782,1.0200244234552698,0.0,0.9832657200811359,0.4830639064311981,0.48394054942892073,0.2660313227019132,0.9670822942643391,2.5171195367698456e-05,0.0021666120491659058,2.5171195367698456e-05,
54.0,0.039978898771941614,1.7150921867771964,204.492288,204.492288,0.0,,,,,,,,,,0.6991029427852532,0.986447559640782,1.0200244234552698,0.0,0.9832657200811359,0.4830639064311981,0.48394054942892073,0.2660313227019132,0.9670822942643391,0.0,0.0,,
55.0,0.022189049018823973,1.1920363816014639,204.944256,204.944256,0.035646615445478584,,,,,,,,,,0.7230570272086518,0.9877286246919734,1.0213490936087708,0.0,0.9832657200811359,0.483025461435318,0.48394756776436304,0.2660376834247647,0.9670822942643391,4.4467470147527585e-05,0.003827651901247009,4.4467470147527585e-05,
56.0,0.03191567634897146,4.454571199909058,204.944256,204.944256,0.0,,,,,,,,,,0.7230570272086518,0.9877286246919734,1.0213490936087708,0.0,0.9832657200811359,0.483025461435318,0.48394756776436304,0.2660376834247647,0.9670822942643391,0.0,0.0,,
57.0,0.03370061893467682,10.903269658164893,205.396224,205.396224,0.035646615445478584,,,,,,,,,,0.6700579805272945,0.9850328767125851,1.018561587317552,0.0,0.9832657200811359,0.4830765128135681,0.4839271922955786,0.26601872992492887,0.9670822942643391,0.0006313864523705537,0.05435462927016488,0.0006313864523705537,
58.0,0.027544488600077563,3.186474223605718,205.848192,205.848192,0.035646615445478584,,,,,,,,,,0.4552370012658821,0.9684363524911865,1.0014001478828412,0.0,0.9832657200811359,0.48315340280532837,0.48383927492429485,0.26593496807216266,0.9670822942643391,0.0011286652550705674,0.09722654825236532,0.0011286652550705674,
59.0,0.020262003424015254,0.5828080517494988,206.30016,206.30016,0.035646615445478584,,,,,,,,,,0.510974885523622,0.9730597415685149,1.006180908635829,0.0,0.9832657200811359,0.4831637740135193,0.48383838260857537,0.26593369331263417,0.9670822942643391,5.5296088148430646e-05,0.004768775489651489,5.5296088148430646e-05,
