round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_f1,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6565101002098153,2.8667923444908947,183.048,183.048,1.0,0.7385188634989497,0.32249366530188356,0.3657735159852184,0.32337882874028157,0.5655425257652117,0.11366354081439993,2.838770101225141,0.3140738685312875,0.20257409423688383,0.6466214315822213,0.21034379501985923,1.8468055074014949,0.26354759094323427,0.26946553520917077,0.561569333076477,0.32233987510546463,0.21391193069710424,0.11389601892395189,0.001974603392361835,1.708130551186514,0.0009033919530763883,0.0032329338680823464,0.0047672670302215895
51.0,0.6673402390216739,3.7103873230465325,186.70896,186.70896,1.0,0.7385398524467408,0.3218100067543249,0.36499004697924525,0.3226424153740765,0.574644246383816,0.11366354081439993,2.8167087933515313,0.31332197885989316,0.20203008957153493,0.6467471519897733,0.21385957206647216,1.8776738123679784,0.2628389154704944,0.2697334030318871,0.5899904370307922,0.3218538484035941,0.21315512083743385,0.11389601892395189,0.0019632938755622417,1.734848990381579,0.0008996331947143718,0.0032172917133412864,0.004164880949551306
52.0,0.6748887565706909,3.7681261810966027,190.36992,190.36992,1.0,0.7382421268191247,0.3253349124573115,0.369630228248657,0.3190190365759808,0.5735868100123572,0.11366354081439993,2.844848621814855,0.31058225637431014,0.20021345874201402,0.6462958988040323,0.2107334294550074,1.8502264736374467,0.26254988447805083,0.2694508894044857,0.5669263005256653,0.31906774052691417,0.2115137759740301,0.11389601892395189,0.0019567563092345117,1.7649110234970067,0.0008778624992161818,0.003229341992032513,0.003838266614067397
53.0,0.6688161053958083,8.461254558977336,194.03088,194.03088,1.0,0.7379024179437822,0.3247917228402685,0.36824109654562504,0.3157858649636883,0.5662026324109124,0.11366354081439993,2.8493974643276134,0.31525567573997576,0.197196064057741,0.6465314771121342,0.21013085169873713,1.8449358782157348,0.26560105101817383,0.2699303076661567,0.5774301290512085,0.3148848266247179,0.20847183760505325,0.11389601892395189,0.001813112392516484,1.6706987831803417,0.0008510000626622876,0.0029434932983805613,0.0036304647847790242
54.0,0.6772945417477898,5.656147085442276,197.69184,197.69184,1.0,0.7379943361017641,0.32771831383399536,0.3695934146260241,0.32977059925764257,0.5994579299268719,0.11366354081439993,2.876343039965142,0.3090208526740297,0.2077310669086303,0.6440026119926878,0.20941345165924047,1.8386371502507506,0.2618367346938775,0.2682882555817753,0.6085191965103149,0.3288561806510152,0.21970738894466582,0.11389601892395189,0.0017539718690042963,1.6505974320571113,0.0007947509392634025,0.0028778748753062753,0.004875743556908024
55.0,0.687018456380964,5.626519772925583,201.3528,201.3528,1.0,0.7394094339488688,0.3315661333589122,0.37298759858014735,0.32488924481867804,0.5947923880686837,0.11366354081439993,2.9093105448158463,0.31103989391498205,0.20429499801413376,0.6424878680685173,0.2072612857760862,1.819741266939928,0.2610433319310055,0.2670836591086786,0.5783500671386719,0.3237197301075017,0.216480693932868,0.11389601892395189,0.0018470779003771974,1.7730604378211865,0.0008245907929173069,0.0030442361852565853,0.004589973590902004
56.0,0.686850534884502,16.341710316515048,205.01376,205.01376,1.0,0.7364535996900482,0.3303583729059611,0.3737628837842728,0.3159004520808193,0.5843251981551566,0.11366354081439993,2.8949157351048576,0.3160837089570313,0.19774224989094752,0.6426380222586112,0.20498925314778,1.7997929610222008,0.26536930561698363,0.26720091585575273,0.5073776245117188,0.3148979348260815,0.20946045387983286,0.11389601892395189,0.0017396524046811245,1.7055674509501841,0.0008018238801230312,0.0028343982645914634,0.004161252103129147
57.0,0.6798995881056907,4.92403104169953,208.67472,208.67472,1.0,0.7412947495348519,0.33403300344271225,0.3770660927297957,0.31670215680861236,0.5872789100051656,0.11366354081439993,2.9305850140540963,0.31632369804386784,0.19852171853097628,0.6402080844672474,0.20486184181944952,1.7986742974417333,0.26313504125054277,0.26781088082901555,0.5762428045272827,0.31565647527701823,0.21118200424031383,0.11389601892395189,0.00170967031628824,1.709182076912839,0.000763370525561662,0.0028115899247719393,0.004950790133418652
58.0,0.6826305336998464,4.797198116049854,212.33568,212.33568,1.0,0.7410535464389543,0.3388134577874231,0.3835373664277799,0.32187181702547185,0.5870866212627873,0.11366354081439993,2.968084541782298,0.31872950572243364,0.2015691156380212,0.6420131474080186,0.20408678550812656,1.791869350977007,0.2645696434342346,0.26829865361077115,0.5278388261795044,0.32063587419810563,0.21445230659976583,0.11389601892395189,0.0016798808469015646,1.7124924738027403,0.0007705504736822324,0.0027359586711048546,0.004270563100373605
59.0,0.6925161829029528,6.9015907428714955,215.99664,215.99664,1.0,0.7424578861041146,0.3384566066299576,0.3824799136944503,0.3273653612832059,0.6112905022173518,0.11366354081439993,2.970498312821603,0.31478201253168486,0.20468549387539156,0.643996174123944,0.20668229500597124,1.8146577637974557,0.26572243948842617,0.2698205546492659,0.5826165676116943,0.32678630862125096,0.21718592392350136,0.11389601892395189,0.0016349302974569785,1.6993625660061298,0.0007517120198521518,0.0026597415542184166,0.003544274415040267
60.0,0.678608079987068,4.558590029874821,219.6576,219.6576,1.0,0.7415258697813132,0.3394391990787255,0.37969861848070763,0.3276080857228072,0.6106978454147339,0.11366354081439993,2.9769159775360734,0.3076469365868902,0.2070973127610983,0.6443293871665994,0.20742894530352451,1.8212133072186163,0.2622128598655833,0.27023993265048407,0.5664288401603699,0.3279299229088096,0.2202234082392523,0.11389601892395189,0.0015245284997113325,1.6142764646974683,0.0006981266288408098,0.0024781037992970146,0.0047742089198084285
