round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_f1,fed_brier,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
47.0,0.607478482720316,1.061175042174973,13.704,54.7584,0.0,0.11337740006295247,2.627745780707133,0.3437509666395432,0.7231989612822681,0.2953551989642304,0.5898889735205054,0.3177551471551494,0.19990686059080057,0.3202625858520946,0.5859942270514074,0.14036662960386367,1.2324103241710858,0.13229376257545272,0.2278812029138908,0.4677557647228241,0.3600153818383802,0.22968540177815458,0.11389601892395189,0.0,0.0,,
48.0,0.5895548020592105,1.3027956761963304,13.704,54.7584,0.0,0.11337740006295247,2.799134919390809,0.35899608540261096,0.7393369398691898,0.3138465370230287,0.6083696577659298,0.32102216641349574,0.21012543750305793,0.33624085623534683,0.5859942270514074,0.14036662960386367,1.2324103241710858,0.13229376257545272,0.2278812029138908,0.4677557647228241,0.3600153818383802,0.22968540177815458,0.11389601892395189,0.0,0.0,,
49.0,0.6384988130471256,1.212369551495722,14.6176,58.40896,0.9971592150692714,0.11337740006295247,2.283407203494568,0.3159176328930029,0.6929880131379244,0.2595838649826013,0.5647430710159159,0.28481132331938286,0.2175371615105097,0.345722134129212,0.573508426128581,0.13710231316823102,1.2037498278124534,0.07622868605817452,0.2219949800130148,0.4896255433559418,0.3624960942962304,0.23167391518344627,0.11389601892395189,0.005351890394329186,1.3618521847529337,0.004137480321865463,0.006469530288329893
50.0,0.6382159407727113,1.062892393208373,14.6176,58.40896,0.0,0.11337740006295247,2.473717917757693,0.33580174589202966,0.712726483835821,0.27993588972965566,0.5447128737727013,0.3095668641605134,0.19734388909017642,0.3181054287024609,0.573508426128581,0.13710231316823102,1.2037498278124534,0.07622868605817452,0.2219949800130148,0.4896255433559418,0.3624960942962304,0.23167391518344627,0.11389601892395189,0.0,0.0,,
51.0,0.6067493442530224,0.9093004014923945,14.6176,58.40896,0.0,0.11337740006295247,2.634930576171382,0.347728336154769,0.7243158723304829,0.29716452123206333,0.5949280620446774,0.3070549802875902,0.21777066550755134,0.34763588874085183,0.573508426128581,0.13710231316823102,1.2037498278124534,0.07622868605817452,0.2219949800130148,0.4896255433559418,0.3624960942962304,0.23167391518344627,0.11389601892395189,0.0,0.0,,
52.0,0.5866025972079963,1.0155100081739474,14.6176,58.40896,0.0,0.11337740006295247,2.8107217323075213,0.3652727413117259,0.7384558092019329,0.3163758376845516,0.5998131570404793,0.3232561751954527,0.19855720901390705,0.3194610418319447,0.573508426128581,0.13710231316823102,1.2037498278124534,0.07622868605817452,0.2219949800130148,0.4896255433559418,0.3624960942962304,0.23167391518344627,0.11389601892395189,0.0,0.0,,
53.0,0.6368056364070157,1.2533083012702542,15.5312,62.05952,0.9971592150692714,0.11337740006295247,2.307976571587624,0.319232177672147,0.695047020586675,0.2622887000315994,0.5638121281061902,0.28605941252282024,0.21429817951954536,0.3409661299699427,0.5816484523087453,0.13798925142547366,1.2115370908408025,0.1211524255109579,0.2258647034310321,0.4814862608909607,0.3643632716708745,0.23292326152165144,0.11389601892395189,0.005468363471408154,1.4615169228054583,0.003647649329566585,0.007183397489168604
54.0,0.6373952965688416,1.2208594305545613,15.5312,62.05952,0.0,0.11337740006295247,2.4938169889850443,0.33328110558085255,0.7123070011464423,0.2822450647166785,0.5389879448142935,0.3130798693170172,0.19336355182087592,0.3068091471057161,0.5816484523087453,0.13798925142547366,1.2115370908408025,0.1211524255109579,0.2258647034310321,0.4814862608909607,0.3643632716708745,0.23292326152165144,0.11389601892395189,0.0,0.0,,
55.0,0.6071668261495685,1.0482294749684165,15.5312,62.05952,0.0,0.11337740006295247,2.672024868593639,0.3481575378198962,0.7251383153414105,0.3015626710346708,0.5873438670494889,0.30642730442439603,0.2127146067987429,0.33930838228853255,0.5816484523087453,0.13798925142547366,1.2115370908408025,0.1211524255109579,0.2258647034310321,0.4814862608909607,0.3643632716708745,0.23292326152165144,0.11389601892395189,0.0,0.0,,
56.0,0.5866092203831211,1.3334458704720715,15.5312,62.05952,0.0,0.11337740006295247,2.8446964039331597,0.363922573355061,0.7391093357663512,0.3198699159123855,0.6043358910447739,0.31510069335488167,0.21479767436001806,0.34437549738274986,0.5816484523087453,0.13798925142547366,1.2115370908408025,0.1211524255109579,0.2258647034310321,0.4814862608909607,0.3643632716708745,0.23292326152165144,0.11389601892395189,0.0,0.0,,
57.0,0.6345802245151437,1.2107792160668531,16.4448,65.71008,0.9971592150692714,0.11337740006295247,2.3266376271009257,0.3247504718580919,0.6963476673337089,0.2644910896728929,0.5665198415752322,0.2938129267621231,0.20394731022756848,0.32460538913484993,0.5848473075577969,0.14125606177724193,1.24021948362882,0.06180555555555556,0.2275955360162327,0.48511803150177,0.35988229621614054,0.2296355614521031,0.11389601892395189,0.0047749548708092395,1.338993924902752,0.0033130551392853164,0.00618010001814595
58.0,0.6371155851141301,1.3171153232166883,16.4448,65.71008,0.0,0.11337740006295247,2.567690650102104,0.34170550327324706,0.7184000457995421,0.29038581673951125,0.6008699441466423,0.30501119536053795,0.2114871802910812,0.3385344937760916,0.5848473075577969,0.14125606177724193,1.24021948362882,0.06180555555555556,0.2275955360162327,0.48511803150177,0.35988229621614054,0.2296355614521031,0.11389601892395189,0.0,0.0,,
59.0,0.6002322635935757,1.1554529496863801,16.4448,65.71008,0.0,0.11337740006295247,2.711237098395361,0.35148197529956404,0.731654249636307,0.3052488513800305,0.5672765695245753,0.3200552686148932,0.20016103385361184,0.3225640381156676,0.5848473075577969,0.14125606177724193,1.24021948362882,0.06180555555555556,0.2275955360162327,0.48511803150177,0.35988229621614054,0.2296355614521031,0.11389601892395189,0.0,0.0,,
60.0,0.5802771500803352,1.3978959647446343,16.4448,65.71008,0.0,0.11337740006295247,2.9084221513851536,0.37076942950491304,0.7465381011678753,0.32566522212691895,0.6047065710060845,0.3311489610550084,0.19665690590881316,0.3164384286160627,0.5848473075577969,0.14125606177724193,1.24021948362882,0.06180555555555556,0.2275955360162327,0.48511803150177,0.35988229621614054,0.2296355614521031,0.11389601892395189,0.0,0.0,,
