round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auroc,fed_f1,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6788321249811281,4.048460754873634,183.048,183.048,1.0,0.1123348017621145,0.09291488041903707,0.7050458119052487,0.15527306290449755,0.3413088448031253,0.05557968752636635,0.21530161800813638,0.3168182419383607,2.770865676154996,0.6355376428585663,0.20236549479227858,1.7767565249791353,0.10069177555726365,0.26320455984800506,0.17697609961032867,0.04829025446930985,0.1016628582930555,0.11389601892395189,0.0022229482192979867,1.8191010217706207,0.0008855459151537351,0.0037673982144944833,0.0028266806183733636
51.0,0.6969623010416904,3.643828775104372,186.70896,186.70896,1.0,0.1123348017621145,0.09379286267381065,0.706174087977088,0.1874790949994905,0.33968320622542403,0.058933398190391735,0.20281768142239262,0.31704187855487304,2.7712425391816486,0.6362824528194577,0.20314005439710556,1.7835571103915555,0.1287988422575977,0.2667690732206861,0.180477112531662,0.05334657509696858,0.10329852469293388,0.11389601892395189,0.00200879720220115,1.68145019444637,0.000845591638385611,0.00334304810218116,0.0023840015546428214
52.0,0.6992138772361894,4.362634587114181,190.36992,190.36992,1.0,0.1123348017621145,0.09366432848700859,0.7073812046210992,0.19920675628617346,0.3459090386973617,0.058248543461214185,0.21041063106682706,0.31814483027437757,2.778701592218436,0.6353361237624923,0.20256923368639254,1.7785453398651936,0.1322845906328209,0.26281520066295727,0.16914355754852295,0.053258859486676295,0.1038868157780782,0.11389601892395189,0.0020038557842948362,1.7105525277438574,0.0008787550241808797,0.003292978970724093,0.0024035855310503497
53.0,0.691132254086144,4.691246022328768,194.03088,194.03088,1.0,0.1123348017621145,0.09378779240257133,0.7075872581126466,0.19449714776811525,0.3430792185942181,0.06430652291520286,0.23168486027859375,0.3215818160557614,2.811045968774392,0.6331139672436218,0.20034740485697605,1.7590378201958714,0.1206140350877193,0.2584829183555298,0.1767541915178299,0.058058872506872715,0.10382537274885459,0.11389601892395189,0.002015968124099201,1.7555880623694975,0.0008704054373385419,0.0033267880282793986,0.002255140872656011
54.0,0.684823285104934,3.8975034550181404,197.69184,197.69184,1.0,0.1123348017621145,0.09198330683152663,0.7102722394282344,0.18061178721835444,0.34518012981072865,0.05378488328111676,0.23146469536031683,0.32672131368291846,2.8547592087615072,0.6342291868221319,0.20131461748459864,1.76752988723,0.11281285020545387,0.261383020600971,0.17929644882678986,0.045632621579660755,0.10221820118356988,0.11389601892395189,0.0019394282124546413,1.7203520453185774,0.0008483454882247365,0.0031832310174738604,0.002687247188278017
55.0,0.6910849913658808,4.0758333103910065,201.3528,201.3528,1.0,0.1123348017621145,0.0916290427211099,0.7132746822660175,0.1776340484046018,0.35141084030027236,0.04948223689544857,0.1992580820493929,0.3263755815879007,2.853354807809489,0.6345111855522279,0.20161891301898197,1.770201583196709,0.10806754221388368,0.2610521894361021,0.1485583484172821,0.042908551670287225,0.10182760545883285,0.11389601892395189,0.001892043360365379,1.7098609427775955,0.0008071400176482521,0.0031242206098258825,0.002846193515455554
56.0,0.6951136921477249,3.79800222416077,205.01376,205.01376,1.0,0.1123348017621145,0.09177322124039194,0.7150619656517936,0.1902241711785551,0.35511693355372753,0.05273816067891483,0.22118634791555938,0.3317104158313977,2.897537411820648,0.6322562122170519,0.19788509996866602,1.7374189356064627,0.12004365223717715,0.25839335180055406,0.15558436512947083,0.04637278770425495,0.10306566390835895,0.11389601892395189,0.0017452618860046253,1.608944682389847,0.0007706231011709748,0.00284824551988859,0.0024334987708601987
57.0,0.7088921231283487,4.323335406376495,208.67472,208.67472,1.0,0.1123348017621145,0.0924569312060061,0.7131431705458999,0.2044599254585471,0.3526452631548731,0.058659600091438516,0.237809274607743,0.33101406217971024,2.8882531764596404,0.6326449565836657,0.19662047954018036,1.7263156464798248,0.12325331422429237,0.2599497553880735,0.18466070294380188,0.052170886874122455,0.10413628320181369,0.11389601892395189,0.0017911877459961796,1.6804737922211643,0.0007621164307655895,0.0029521615044589434,0.0025874932272209328
58.0,0.6940854759837861,4.498207926897841,212.33568,212.33568,1.0,0.1123348017621145,0.09122934077642357,0.716851669564799,0.17844672323748742,0.35549513802799426,0.05209410570919981,0.19914701960094697,0.3357037256805311,2.9280957838810044,0.629959248416347,0.19676087574209677,1.7275483164470706,0.10553892215568862,0.25759983052642726,0.1510770171880722,0.045296617578087624,0.10218192850200981,0.11389601892395189,0.0018645082516347896,1.7826302175380988,0.000771294658182641,0.003094222737298348,0.0023984649027851794
59.0,0.7063818247340948,4.043265406427066,215.99664,215.99664,1.0,0.1123348017621145,0.0917722741065456,0.7148961882369591,0.1985769757913291,0.3523147143773342,0.057918814574155555,0.22084217125226377,0.3357542399375665,2.9286661668247187,0.6306639252305672,0.19835836717681715,1.7415741924154573,0.11472982975573649,0.2583755717641241,0.17383818328380585,0.0499784803097844,0.10310999184356283,0.11389601892395189,0.0017346215012254743,1.6890540508757113,0.0007343213093708236,0.002854263625851702,0.0022248774516872693
60.0,0.7058110773631316,5.013055034606966,219.6576,219.6576,1.0,0.1123348017621145,0.09098006329154533,0.7147804109332042,0.18268511246968566,0.3530855685086999,0.051865560743535176,0.2322304830086388,0.33832950704997855,2.9450617991425045,0.6284027650156825,0.19736591742855314,1.7328605450233858,0.10161836657884833,0.2614257161892072,0.1716485172510147,0.042822121999616526,0.10208789874385277,0.11389601892395189,0.001696403608356739,1.6823514256830094,0.0007119230391663109,0.00279059156723096,0.002424714356614714
