round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_auprc,fed_auprc_lift,fed_brier,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
24.0,0.08971506632161497,7.5743686072635725,469.859328,469.859328,0.9991046702896288,0.9538557320347698,0.9069767441860465,0.275675140494524,0.3267047400737917,0.9884758872195626,1.0978397216429103,0.1826807348784026,0.7817109449776236,0.9726504566899595,0.4793395533467736,0.969847427586693,1.0028592533838676,0.0,0.9832657200811359,0.48719972372055054,0.4798026709633872,0.2620446855449719,0.9670822942643391,0.00015808676377793303,0.09615252681714992,5.7343414037045876e-05,0.00017466214285632173
25.0,0.08113358151604656,7.726650576689705,489.4368,489.4368,0.9991046702896288,0.9528264233377325,0.9069767441860465,0.31636129787494965,0.31468202797479405,0.9884373937823578,1.097800933176759,0.17456248529812463,0.8066536411808083,0.9726504566899595,0.5040594183193461,0.9720952376222118,1.0051835747460212,0.0,0.9832657200811359,0.4872699975967407,0.47972837429391474,0.2619732808857695,0.9670822942643391,0.00011969789472907554,0.07284021889716996,3.730365054796505e-05,0.00013324685883319337
26.0,0.07548193850517382,4.567709767830048,509.014272,509.014272,0.9991046702896288,0.9644676193510215,0.9069767441860465,0.32301132672054816,0.27446015692034426,0.9897807801145709,1.0995886575362563,0.13867746193141925,0.8504405707867038,0.9726504566899595,0.5394767687186459,0.975264842309497,1.0084610669574736,0.0,0.9832657200811359,0.4873179495334625,0.47967635721637125,0.261923179412035,0.9670822942643391,0.00014006975518181513,0.08528146942452963,3.845437860588793e-05,0.00015677002055276604
27.0,0.08507219725154945,7.081795604371237,528.591744,528.591744,0.9991046702896288,0.9653048286533471,0.9069767441860465,0.3559398834095444,0.2691536914817122,0.9898647247837283,1.0996796124997197,0.13486197407222436,0.8580410796129688,0.9726504566899595,0.5569998593464298,0.9766881052861072,1.0099327751926999,0.0,0.9832657200811359,0.4873778820037842,0.4796103103351117,0.2618597074161747,0.9670822942643391,0.00013438401267310275,0.08186155791972283,4.7958182864080165e-05,0.00014858015305472784
28.0,0.08345158024606526,9.136367282382096,548.169216,548.169216,0.9991046702896288,0.9650439175351566,0.9069767441860465,0.32102493914060815,0.26903494052415666,0.9897798968310004,1.0995814529001007,0.13763283212212876,0.8490524123568204,0.9726504566899595,0.5681466547892541,0.977454288556144,1.0107250379345378,0.0,0.9832657200811359,0.4874415695667267,0.47954070964953543,0.26179286335274227,0.9670822942643391,0.0001262691163423797,0.07695902008157418,3.829802600224551e-05,0.00014071098016595805
29.0,0.08171619263114431,5.362174181321091,567.746688,567.746688,0.9991046702896288,0.9605534064533744,0.9069767441860465,0.3124117587194887,0.32742142136706864,0.9891579076813981,1.0986459023285966,0.19168351473766612,0.7266287946032309,0.9711000690930603,0.559316736212043,0.9767729098526207,1.0100204663509564,0.0,0.9832657200811359,0.4875287711620331,0.4794529656816896,0.26170877990599195,0.9670822942643391,0.0001438311502185324,0.08770931160577788,3.9343263959231066e-05,0.00016097471743262083
30.0,0.07813748799318053,4.743328637109668,587.32416,587.32416,0.9991046702896288,0.9561064488235561,0.9069767441860465,0.31604633844176,0.31137827012774555,0.9887662184954537,1.0982172697722732,0.18542595337162854,0.736394213903964,0.96620481651025,0.5599027927547784,0.9770403842048277,1.0102970450390303,0.0,0.9832657200811359,0.4876290261745453,0.47935298620316746,0.26161290275474713,0.9670822942643391,0.0001163085531603167,0.07096464832778793,3.5822636495771084e-05,0.00012950629899701683
31.0,0.0785235554255394,13.610209760715257,606.901632,606.901632,0.9991046702896288,0.962035725663314,0.9069767441860465,0.32731930190740627,0.28805121983899623,0.9892771095219912,1.0987767910976842,0.1525455518903813,0.8237932896075114,0.9734984914641229,0.5522098238704737,0.9765300140315212,1.009769302802063,0.0,0.9832657200811359,0.48771312832832336,0.4792684700572282,0.26153193056164836,0.9670822942643391,0.00013573482004722556,0.08285963162620646,4.5570131911972304e-05,0.00015051163162447818
32.0,0.07659429934699113,8.256755479659853,626.479104,626.479104,0.9991046702896288,0.9593319983616254,0.9069767441860465,0.31722288450529407,0.278670428797256,0.9890838836293528,1.0985699631941082,0.13951504552711355,0.8468588521176095,0.9711000690930603,0.5572147467454327,0.976953972970447,1.010207692524882,0.0,0.9832657200811359,0.48774802684783936,0.4792313560731987,0.2614963169647949,0.9670822942643391,0.00014052670307956465,0.08583137822733988,4.814594673803747e-05,0.0001556581584627865
33.0,0.07210165626858671,6.233355041612025,646.056576,646.056576,0.9991046702896288,0.9664138715696535,0.9069767441860465,0.33840252285779904,0.2750750073859857,0.9896124246231198,1.099136455179436,0.1402757171396349,0.8616481294236601,0.9734984914641229,0.5589924515917296,0.9770850761202966,1.0103432581852474,0.0,0.9832657200811359,0.4877742826938629,0.47920003621060947,0.2614662922251245,0.9670822942643391,0.00011840651376492445,0.07236011153182176,4.053848413474617e-05,0.0001311535055608317
