round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auprc,fed_f1_best,fed_auroc,fed_brier,fed_f1_best_threshold,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
47.0,0.6379694382843221,0.37075109175223886,7.904925,54.7584,0.0,2.3124667834268213,0.29145157699025614,0.25368870459818443,0.3211388253859669,0.6864726926836222,0.21010895393023707,0.5682585453661486,0.11442598187311177,0.33287200278509693,0.4458294758410254,0.10643519276881236,0.9344944079202531,0.13292706151209294,0.20450951154489178,0.4169824421405792,0.3820853742942265,0.24754171856798526,0.11389601892395189,0.0,0.0,,
48.0,0.6230807987206664,0.4003756911049442,7.904925,54.7584,0.0,2.39458474104846,0.29681935973527984,0.2623916890621913,0.33240128896987303,0.6948734724497594,0.21507741784769127,0.5786946116396097,0.11442598187311177,0.3381246601970921,0.4458294758410254,0.10643519276881236,0.9344944079202531,0.13292706151209294,0.20450951154489178,0.4169824421405792,0.3820853742942265,0.24754171856798526,0.11389601892395189,0.0,0.0,,
49.0,0.6503657631283446,0.4161612736690232,8.43192,58.40896,0.9971592150692714,2.071813261674986,0.28251122317404753,0.23185023428850512,0.2992083883969449,0.6697261197115739,0.21111828274585692,0.5342009834727612,0.11442598187311177,0.3342568947064192,0.34842937838700294,0.08349804866088398,0.7331077016540449,0.13289260658391797,0.2045002711006687,0.4214387834072113,0.3846825249896232,0.24989538044340018,0.11389601892395189,0.005741003992347857,0.45813210745109245,0.003568903145146526,0.00907924661588112
50.0,0.649046622104261,0.372200306078146,8.43192,58.40896,0.0,2.193261547230811,0.28946239549551916,0.24469571571223017,0.3091043627599721,0.6799712643920401,0.21613093741984465,0.5392107234541833,0.11442598187311177,0.3414925566198227,0.34842937838700294,0.08349804866088398,0.7331077016540449,0.13289260658391797,0.2045002711006687,0.4214387834072113,0.3846825249896232,0.24989538044340018,0.11389601892395189,0.0,0.0,,
51.0,0.6358895551973551,0.405148405659283,8.43192,58.40896,0.0,2.2762963485649768,0.2864193722104799,0.25302435516250676,0.3185865252472636,0.6869775285480386,0.21861976600961208,0.5635898582457236,0.11442598187311177,0.34512484944561517,0.34842937838700294,0.08349804866088398,0.7331077016540449,0.13289260658391797,0.2045002711006687,0.4214387834072113,0.3846825249896232,0.24989538044340018,0.11389601892395189,0.0,0.0,,
52.0,0.6244617304821057,0.44712362346599316,8.43192,58.40896,0.0,2.386194564029949,0.2966300842983519,0.2638245537965945,0.3321076421480003,0.6943390733940582,0.20562626603291864,0.5534105803873784,0.11442598187311177,0.32661660979919266,0.34842937838700294,0.08349804866088398,0.7331077016540449,0.13289260658391797,0.2045002711006687,0.4214387834072113,0.3846825249896232,0.24989538044340018,0.11389601892395189,0.0,0.0,,
53.0,0.6493249685760067,0.4566436206512332,8.958915,62.05952,0.9971592150692714,2.0762807779793753,0.2835523615999635,0.23238080097500372,0.3007650976685298,0.6701256866057876,0.21372006422825546,0.5220403083565401,0.11442598187311177,0.33872396129015586,0.3468738236457673,0.08308365478838374,0.7294693490898791,0.13301071552022123,0.2045002711006687,0.425108402967453,0.3847376034822454,0.24994117668332338,0.11389601892395189,0.005001484226732251,0.4255585008941125,0.00325125003636178,0.007787297236250103
54.0,0.6469503531722697,0.4841513544042537,8.958915,62.05952,0.0,2.1918589701871625,0.29224478459370257,0.2444044219239602,0.31065556037837216,0.6804346186967929,0.20976578094022869,0.5544137368344468,0.11442598187311177,0.33092014916468143,0.3468738236457673,0.08308365478838374,0.7294693490898791,0.13301071552022123,0.2045002711006687,0.425108402967453,0.3847376034822454,0.24994117668332338,0.11389601892395189,0.0,0.0,,
55.0,0.6364721879279198,0.4204241363012705,8.958915,62.05952,0.0,2.3049892758763035,0.2968245950594285,0.25688323680008535,0.32212373094844804,0.6890787233029741,0.21608954441736594,0.5492726815085998,0.11442598187311177,0.34362098442067923,0.3468738236457673,0.08308365478838374,0.7294693490898791,0.13301071552022123,0.2045002711006687,0.425108402967453,0.3847376034822454,0.24994117668332338,0.11389601892395189,0.0,0.0,,
56.0,0.6247019072488846,0.3966499024560811,8.958915,62.05952,0.0,2.4049719759077024,0.2977872625942349,0.26384808887669725,0.33139458542820555,0.6959620414638202,0.21983297702770485,0.5763943751472961,0.11442598187311177,0.34557984821162635,0.3468738236457673,0.08308365478838374,0.7294693490898791,0.13301071552022123,0.2045002711006687,0.425108402967453,0.3847376034822454,0.24994117668332338,0.11389601892395189,0.0,0.0,,
57.0,0.6501604637193653,0.4360993429611015,9.48591,65.71008,0.9971592150692714,2.0735061932664878,0.28431319521224213,0.23211667694282667,0.3015827535963895,0.670036987239808,0.2080924368856974,0.5210529181952444,0.11442598187311177,0.33008869106141336,0.3949080298369741,0.09297983649891203,0.8163572122832007,0.13434969032872796,0.2045002711006687,0.4142991900444031,0.3830796965994636,0.248498839611338,0.11389601892395189,0.005708145524133832,0.5135178174241446,0.0033605405719316236,0.009578270885209414
58.0,0.6487075029830637,0.4500380900347224,9.48591,65.71008,0.0,2.1955937941142922,0.2796154338704122,0.2448181734671537,0.3138073031556561,0.6806319741274064,0.23001931703890371,0.5774884661500158,0.11442598187311177,0.3589642754538324,0.3949080298369741,0.09297983649891203,0.8163572122832007,0.13434969032872796,0.2045002711006687,0.4142991900444031,0.3830796965994636,0.248498839611338,0.11389601892395189,0.0,0.0,,
59.0,0.6361303474495347,0.39251650391029497,9.48591,65.71008,0.0,2.3301569183771673,0.29287761954206065,0.25752191113479894,0.3223244662347148,0.6890959589033189,0.21186075790358444,0.5634586419816405,0.11442598187311177,0.33559848161598094,0.3949080298369741,0.09297983649891203,0.8163572122832007,0.13434969032872796,0.2045002711006687,0.4142991900444031,0.3830796965994636,0.248498839611338,0.11389601892395189,0.0,0.0,,
60.0,0.6235784970487191,0.4071965212407663,9.48591,65.71008,0.0,2.4319067680452924,0.31072773282058186,0.26667242329246077,0.3353494223508387,0.6979357975111559,0.20219621240157723,0.5505107755867497,0.11442598187311177,0.32013377153327777,0.3949080298369741,0.09297983649891203,0.8163572122832007,0.13434969032872796,0.2045002711006687,0.4142991900444031,0.3830796965994636,0.248498839611338,0.11389601892395189,0.0,0.0,,
