round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_prevalence,fed_auprc_lift,fed_ece,fed_f1_best_threshold,fed_auprc,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6344887604330148,1.3204759118859575,98.84848,98.84848,0.9929635942485031,0.6987362389491022,0.29171767652222713,0.113188542650299,2.3821076109922226,0.3336704807664974,0.5422153814881336,0.2709816197671548,0.2081748988824052,0.3201824403848681,0.6533964789953051,0.22068340250751012,1.9375866214855142,0.26954931698397333,0.27680209698558317,0.53047776222229,0.3388170127107372,0.2178133782076331,0.11389601892395189,0.00415820555560594,1.5413875891827047,0.0031366287560200177,0.004832279763430822,
51.0,0.6371787945729377,1.3553694347759584,98.86896,98.86896,0.005594161094357764,0.718441516643565,0.30209495482730736,0.113188542650299,2.563762587409211,0.34648641509173667,0.5693849811360338,0.29075994818289286,0.21601339746159368,0.33584825211650843,0.6535819849909561,0.2206055770514998,1.9369033187963984,0.2693723057512354,0.276843467011643,0.5325789451599121,0.3424872203334766,0.22024221102764674,0.11389601892395189,0.004188178371684255,0.008069106377661228,0.0034109329316966887,0.005194869374847671,
52.0,0.6367061741716336,1.3164304074543132,102.51952,102.51952,0.9971592150692714,0.697222882972774,0.2914964630195017,0.113188542650299,2.368170213880072,0.3359578314505525,0.5455142772100164,0.2700111141288117,0.2100557021043658,0.3196440669212645,0.6521781782201855,0.2214444923777561,1.9442689434616154,0.27057546145494027,0.2772759856630824,0.5497354865074158,0.33663557620077944,0.216915014809029,0.11389601892395189,0.003938413974316424,1.4925578710390255,0.002927504824583042,0.004589487363646308,
53.0,0.6391557471708221,1.7698830606449896,102.54,102.54,0.005594161094357764,0.7191240967975686,0.3056034151035655,0.113188542650299,2.5871750155454265,0.3283502674176861,0.5704801941953592,0.292567870576382,0.2044442512014009,0.33886339631446794,0.6524189143529536,0.22148997715942798,1.9446682970307885,0.270362473347548,0.27723054960742327,0.5519542694091797,0.33937437325558334,0.21869834961111329,0.11389601892395189,0.003921779608457531,0.007892577908933163,0.003407185652724681,0.0045757618263111925,
54.0,0.6113600870451924,1.240904883232712,104.52656,104.52656,0.5426336261527032,0.7301870880005529,0.3139881759026343,0.113188542650299,2.733897466128417,0.3163515052674464,0.5768452730030994,0.3086078296015715,0.19616376440220157,0.34561731081927666,0.652719661963952,0.221832062501793,1.9476717851737184,0.27145051569014705,0.278714859437751,0.5369745492935181,0.33329387903994406,0.21539431354185037,0.11389601892395189,0.004124329089180612,0.9872929758857936,0.002903025731149784,0.004130234426512087,
55.0,0.591090042387118,1.5240783684213963,104.54704,104.54704,0.005594161094357764,0.7419124880003507,0.32348371624922745,0.113188542650299,2.9260817451479504,0.32069215194825573,0.6004581823114857,0.3290286005554226,0.19935111634996835,0.3614690989379418,0.6527192227331411,0.22175350967408233,1.9469820962060724,0.2711937716262976,0.27818206782919125,0.545213520526886,0.33573380248308277,0.21723734737619266,0.11389601892395189,0.0033901969254693117,0.0071669339668005705,0.0024868417699936613,0.004538850905836917,
56.0,0.6462665937363183,1.8272501150308493,108.208,108.208,1.0,0.6997494243277849,0.28286218349722075,0.113188542650299,2.3948503897764573,0.35826273139872233,0.5688188151270855,0.27319256715052853,0.2256193532194919,0.3195185116992139,0.6527122452379726,0.21962703865206373,1.9283118121864138,0.268638816709974,0.27777052604098684,0.5471363067626953,0.3565880517451449,0.2301450188332333,0.11389601892395189,0.0034559154023037415,1.39278399862269,0.002944351773404671,0.003779813056400707,0.0037012896570623416
57.0,0.6403548282751175,1.4924098726967374,108.8736,108.8736,0.18181023556662734,0.7232948958769441,0.316092831260271,0.113188542650299,2.65142109579192,0.32668550665795787,0.5714540249471362,0.30005800517145004,0.20297170114694565,0.33865777520514345,0.6525846424126591,0.21972433607053196,1.929166077501281,0.2687698453344259,0.27725332988490886,0.5419244766235352,0.35095484543227434,0.22639854839156337,0.11389601892395189,0.0037615680308739873,0.2253631125204265,,0.0037615680308739873,
58.0,0.6137612881611607,1.514409993185097,110.85504,110.85504,0.5412350858791136,0.7379099351216187,0.3198330758702433,0.113188542650299,2.8347962521017815,0.33180966285113944,0.5721305062758086,0.3196419504032739,0.20473322028815708,0.3571002515839712,0.6526149367891645,0.21835524872170045,1.9171455752768298,0.2690010298661174,0.2773553292950122,0.5403407216072083,0.34838590130527347,0.22482244980341365,0.11389601892395189,0.004281576315152611,1.0891100214794278,,0.004281576315152611,
59.0,0.5803577056408542,1.342894977035903,111.52064,111.52064,0.18181023556662734,0.7496704084372433,0.3287099506801788,0.113188542650299,3.01179183194645,0.3177379090582878,0.5947967890526913,0.33702960853912634,0.19604012423903283,0.3657092482050262,0.6526109335140587,0.21823659503349752,1.9161038032348927,0.26842159809306665,0.27828083152659105,0.5372140407562256,0.3451134860859409,0.22301052439181687,0.11389601892395189,0.005410075186502146,0.34388105291873217,,0.005410075186502146,
60.0,0.637727170841539,2.0313855251920456,115.1712,115.1712,0.9971592150692714,0.7031568089422263,0.2902861713739359,0.113188542650299,2.432444460353525,0.34226364675386894,0.5620356896030929,0.27718979938804905,0.21555630776015886,0.32431259022997105,0.652250212073185,0.21876199168642368,1.9207167533440355,0.2683618787433015,0.2770218228498074,0.5353579521179199,0.3389837216171797,0.21962291396378172,0.11389601892395189,0.0033269257621470487,1.4200123292393982,0.002746925757387531,0.0036841671448313703,0.0036972545747721653
