round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_brier,fed_f1,fed_prevalence,fed_auroc,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
51.0,8.732764424658928,807.3490248057852,58.40896,58.40896,0.0,0.2549266593213186,0.3706273554472423,0.23368604382711133,0.3179541228486417,0.11525871836837467,0.7012725710006532,2.2600532381712877,0.34150402662290835,0.5705308570161538,0.6543287401168675,0.19465169768006116,1.7090298635462373,0.27586206896551724,0.2817958338724285,0.5168375372886658,0.3819323258048017,0.24478012089730672,0.11389601892395189,0.0,0.0,,
52.0,8.256154650103033,753.8826013505499,58.40896,58.40896,0.0,0.2700137717019528,0.3778622101419716,0.23873515877228765,0.3197713251673471,0.11525871836837467,0.7096237843549691,2.4054420515506876,0.357639470113703,0.5997789279648869,0.6543287401168675,0.19465169768006116,1.7090298635462373,0.27586206896551724,0.2817958338724285,0.5168375372886658,0.3819323258048017,0.24478012089730672,0.11389601892395189,0.0,0.0,,
53.0,9.317522317444801,1010.4982911138628,62.05952,62.05952,0.9971592150692714,0.23359707730005888,0.37833813299208846,0.24109618737492014,0.29468037432370625,0.11525871836837467,0.6828894865820738,2.0460610098256815,0.3180245470797655,0.59364780869387,0.648153330606923,0.1826112625740952,1.6033155881947405,0.27684863784579783,0.2789669613773848,0.5131821036338806,0.38238733830938665,0.24509971124524477,0.11389601892395189,0.004875447603713555,1.08839946531225,0.0035111867144091693,0.006023210576794905
54.0,9.1807369852897,1068.4222358636239,62.05952,62.05952,0.0,0.24881335394026793,0.36567504485818403,0.2302849040908101,0.31220243012742704,0.11525871836837467,0.6981767955750552,2.191484235756092,0.33462077212112923,0.5491256444922145,0.648153330606923,0.1826112625740952,1.6033155881947405,0.27684863784579783,0.2789669613773848,0.5131821036338806,0.38238733830938665,0.24509971124524477,0.11389601892395189,0.0,0.0,,
55.0,8.66267498078708,1007.947188120035,62.05952,62.05952,0.0,0.26006457883297285,0.37224830733571146,0.23461348094088133,0.3202487513506538,0.11525871836837467,0.7064948392939994,2.3096332146829557,0.3447838048661573,0.560584530078628,0.648153330606923,0.1826112625740952,1.6033155881947405,0.27684863784579783,0.2789669613773848,0.5131821036338806,0.38238733830938665,0.24509971124524477,0.11389601892395189,0.0,0.0,,
56.0,8.188466819391396,942.3064821465808,62.05952,62.05952,0.0,0.27530046105543016,0.3723273921955386,0.23377421587191616,0.3319991257991018,0.11525871836837467,0.7170154385446433,2.452644940221634,0.3575775583349958,0.5821267190702044,0.648153330606923,0.1826112625740952,1.6033155881947405,0.27684863784579783,0.2789669613773848,0.5131821036338806,0.38238733830938665,0.24509971124524477,0.11389601892395189,0.0,0.0,,
57.0,9.229089315041865,1092.6401062112327,65.71008,65.71008,0.9971592150692714,0.2378504434109048,0.37768194451412235,0.2404871499949139,0.29425829614022103,0.11525871836837467,0.6832373434652241,2.0871394017882468,0.3212444878678262,0.5859798740848372,0.6426591304364413,0.17293177412764532,1.518330278454346,0.2751600377794102,0.2769660507090675,0.5033050775527954,0.3828306891932702,0.24557332177767005,0.11389601892395189,0.004776618100377473,1.107966357958503,0.003630409847693853,0.0057472887687269976
58.0,9.148432544508688,1008.1008477552032,65.71008,65.71008,0.0,0.24883561197275228,0.37288563884724363,0.23574933723758568,0.309164888220569,0.11525871836837467,0.6948225509627504,2.1947178389392077,0.33305402232822884,0.5549263143162726,0.6426591304364413,0.17293177412764532,1.518330278454346,0.2751600377794102,0.2769660507090675,0.5033050775527954,0.3828306891932702,0.24557332177767005,0.11389601892395189,0.0,0.0,,
59.0,8.612511914957391,987.175602241116,65.71008,65.71008,0.0,0.25139746881528907,0.3786684869050258,0.2394593303120031,0.3194205673779244,0.11525871836837467,0.7002390810217347,2.2255148081403693,0.3450246671249305,0.5985731699560357,0.6426591304364413,0.17293177412764532,1.518330278454346,0.2751600377794102,0.2769660507090675,0.5033050775527954,0.3828306891932702,0.24557332177767005,0.11389601892395189,0.0,0.0,,
60.0,8.296718070834148,1073.2639419240757,65.71008,65.71008,0.0,0.2702960640593733,0.36571974586918204,0.22898401998939388,0.3330617501358979,0.11525871836837467,0.7101906034607046,2.403024418186014,0.3609444213348095,0.5969830245083501,0.6426591304364413,0.17293177412764532,1.518330278454346,0.2751600377794102,0.2769660507090675,0.5033050775527954,0.3828306891932702,0.24557332177767005,0.11389601892395189,0.0,0.0,,
