round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_f1_best,fed_auroc,fed_auprc_lift,fed_f1,fed_prevalence,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,0.6328119097228297,0.856116441232533,61.01504,61.01504,0.5412350858791136,0.32870177437054465,0.5702885419359169,0.3349446030920882,0.7129178068609702,2.474712096994985,0.31293546854619536,0.11467774420946626,0.20649446126315302,0.28194219569194806,0.45061094244926847,0.10533909057687554,0.9248706984851702,0.10962901208837016,0.2045002711006687,0.3261864185333252,0.37043219881860745,0.2389962019617923,0.11389601892395189,0.005938926028922343,0.9393791820621118,,0.005938926028922343
36.0,0.6130664893402609,0.7785513785435073,61.01504,61.01504,0.0,0.34248299237827456,0.586065813174991,0.3557459320743278,0.727753626331561,2.7318831672145816,0.3112320993717853,0.11467774420946626,0.21485601018628966,0.30919652361551603,0.45061094244926847,0.10533909057687554,0.9248706984851702,0.10962901208837016,0.2045002711006687,0.3261864185333252,0.37043219881860745,0.2389962019617923,0.11389601892395189,0.0,0.0,,
37.0,0.5946053066603725,0.8780876382181567,62.99648,62.99648,0.5412350858791136,0.3321578815705413,0.5685329106594141,0.3611543879574395,0.739099196593104,2.857506793194425,0.32839013290352315,0.11467774420946626,0.20522109400893987,0.32182049183740985,0.47266335357794154,0.11027800580257288,0.9682340686218827,0.07740398928252457,0.2045002711006687,0.3306414484977722,0.36734134906329086,0.23675907191205348,0.11389601892395189,0.006592838090295374,1.0853747017681599,,0.006592838090295374
38.0,0.6385534370516119,1.063994863751476,64.6656,64.6656,0.4559241291901578,0.33429772196213775,0.5660877717529449,0.3286317081240458,0.6997488001389719,2.3545441394629827,0.3003378156016849,0.11467774420946626,0.2105382410106426,0.26924612875295,0.4627997731460708,0.1065835298976821,0.9357967987348854,0.08901181795323108,0.2045002711006687,0.33783432841300964,0.3696214131250842,0.23843439802422456,0.11389601892395189,0.004359701036332065,0.5193447591736913,0.004359701036332065,
39.0,0.6391280890290125,1.0230485849309854,66.64704,66.64704,0.5412350858791136,0.32386034639272165,0.5793824801324657,0.3332301498587773,0.7132216796510468,2.493593443578045,0.31328522298177175,0.11467774420946626,0.20332015706745263,0.28399360049214406,0.4598375629085192,0.10572782377627263,0.9282837519269822,0.09770780273211392,0.2045002711006687,0.3417220711708069,0.36948792915158485,0.23844847394883018,0.11389601892395189,0.005187074840218005,0.887293474166654,,0.005187074840218005
40.0,0.6109141555119116,0.9061313310682146,66.64704,66.64704,0.0,0.3268391314264052,0.5538562391129624,0.3544270233274199,0.7315766263347143,2.727590710338799,0.3222593330942748,0.11467774420946626,0.20274361839953356,0.30917134922259776,0.4598375629085192,0.10572782377627263,0.9282837519269822,0.09770780273211392,0.2045002711006687,0.3417220711708069,0.36948792915158485,0.23844847394883018,0.11389601892395189,0.0,0.0,,
41.0,0.5905870982579527,0.9670775618228664,68.62848,68.62848,0.5412350858791136,0.33668773183145406,0.5637431243680275,0.36054359041476136,0.7417109979668101,2.8743365823874703,0.32209021396865445,0.11467774420946626,0.20884902527150997,0.32507051687804694,0.4482393345096018,0.10295090861310902,0.9039026085876548,0.09058402860548272,0.2045002711006687,0.33142808079719543,0.36896391013223107,0.2384587434995403,0.11389601892395189,0.006003148765250732,1.0719422788824886,,0.006003148765250732
42.0,0.6410002957714596,1.4123240164671467,70.2976,70.2976,0.4559241291901578,0.3132067040132531,0.5497140580429981,0.32721782496025115,0.7004350544084988,2.389642118647904,0.30641436205904127,0.11467774420946626,0.19924441304483115,0.2735898647539084,0.4492034712385892,0.10416379129215819,0.914551643474985,0.07846277021617294,0.2045002711006687,0.32863473892211914,0.36970520787500905,0.2385931702982699,0.11389601892395189,0.004004662056652876,0.5046529765240848,0.004004662056652876,
43.0,0.6373118682757215,1.015962182516611,72.27904,72.27904,0.5412350858791136,0.34512643525216896,0.5881130983537176,0.3414738258589322,0.7162768576783406,2.5582156478545466,0.3036087315260083,0.11467774420946626,0.21745378723134154,0.29104277056060357,0.4221958588917559,0.09940067098356997,0.8727317418349765,0.061124694376528114,0.2045002711006687,0.30117836594581604,0.36949133453752403,0.23899612389905153,0.11389601892395189,0.005305038518545149,0.9844033478293568,,0.005305038518545149
44.0,0.6125010629075306,1.12809033515621,72.27904,72.27904,0.0,0.33254124485663206,0.5641510012931935,0.34991261160271403,0.7310957085060295,2.6942408013643657,0.3187893308787105,0.11467774420946626,0.20808967743428405,0.30456778623077235,0.4221958588917559,0.09940067098356997,0.8727317418349765,0.061124694376528114,0.2045002711006687,0.30117836594581604,0.36949133453752403,0.23899612389905153,0.11389601892395189,0.0,0.0,,
