round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_f1,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_auprc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
13.0,9.542915453314688,525.2973207773249,25.55392,25.55392,0.9971592150692714,0.31221577009016055,0.2388001007710474,0.28239411034047435,0.11398539778449145,2.152651225315816,0.5712281876981768,0.671726389283519,0.24427471899534073,0.3766742928717042,0.3994378548388854,0.09250551961818827,0.8121927394139561,0.0,0.20451875282422052,0.4333275258541107,0.3631664538495679,0.23309284806420877,0.11389601892395189,0.008496463400974803,1.2498260885477066,0.006979044994039435,0.009645543121591781
14.0,9.593609362748186,548.366743858855,25.55392,25.55392,0.0,0.320645799508636,0.23762711693026858,0.293741965101359,0.11398539778449145,2.225691539408392,0.5942735574006554,0.681467009697257,0.2528151406724144,0.37625450334039945,0.3994378548388854,0.09250551961818827,0.8121927394139561,0.0,0.20451875282422052,0.4333275258541107,0.3631664538495679,0.23309284806420877,0.11389601892395189,0.0,0.0,,
15.0,8.91994135199965,518.6839050569133,25.55392,25.55392,0.0,0.3298869750498792,0.24435788047198773,0.29005937487196065,0.11398539778449145,2.2735266850267175,0.5951487095416913,0.6895372569046867,0.25776769424016954,0.38502649887120743,0.3994378548388854,0.09250551961818827,0.8121927394139561,0.0,0.20451875282422052,0.4333275258541107,0.3631664538495679,0.23309284806420877,0.11389601892395189,0.0,0.0,,
16.0,8.615112029612543,563.09264106556,25.55392,25.55392,0.0,0.34059043629334995,0.2423884906921942,0.2989188568886751,0.11398539778449145,2.2950421795924667,0.5928120916617391,0.6989848764835911,0.2594550135804089,0.3832699393484017,0.3994378548388854,0.09250551961818827,0.8121927394139561,0.0,0.20451875282422052,0.4333275258541107,0.3631664538495679,0.23309284806420877,0.11389601892395189,0.0,0.0,,
17.0,9.47919159388621,600.3023409609575,29.20448,29.20448,0.9971592150692714,0.3140012784607608,0.2413494068315448,0.28148540966000246,0.11398539778449145,2.1551778300858557,0.5873337179227296,0.6722671423876361,0.24469187297287207,0.37956307525863764,0.44527654699727004,0.10229853932809585,0.8981748466239224,0.0,0.20451875282422052,0.4241306185722351,0.363678631850809,0.23318959553551047,0.11389601892395189,0.009336950901694402,1.4419724381295964,0.0071587811388684275,0.011004100053566295
18.0,9.295436063556775,602.2528652187453,29.20448,29.20448,0.0,0.3281398672896148,0.24006709453262617,0.2909945704579843,0.11398539778449145,2.247308197836254,0.582499421939764,0.6838608410556689,0.25483109269080617,0.37937173487811765,0.44527654699727004,0.10229853932809585,0.8981748466239224,0.0,0.20451875282422052,0.4241306185722351,0.363678631850809,0.23318959553551047,0.11389601892395189,0.0,0.0,,
19.0,8.938858106846698,636.9022780316354,29.20448,29.20448,0.0,0.3320274136260283,0.23591231833448872,0.3008422261622365,0.11398539778449145,2.2996420185835174,0.577436527648091,0.6910379205067749,0.26019375003083534,0.37448057442835997,0.44527654699727004,0.10229853932809585,0.8981748466239224,0.0,0.20451875282422052,0.4241306185722351,0.363678631850809,0.23318959553551047,0.11389601892395189,0.0,0.0,,
20.0,8.58899925699771,632.4662732855797,29.20448,29.20448,0.0,0.34134114551215405,0.23672902346134475,0.3088497407656326,0.11398539778449145,2.3242053064409807,0.5866210536331629,0.6978508935762151,0.26209208560437847,0.3762664804038144,0.44527654699727004,0.10229853932809585,0.8981748466239224,0.0,0.20451875282422052,0.4241306185722351,0.363678631850809,0.23318959553551047,0.11389601892395189,0.0,0.0,,
21.0,9.450325335934744,648.0351264684201,32.85504,32.85504,0.9971592150692714,0.31238842520243576,0.2381278090074981,0.2858157867945401,0.11398539778449145,2.150993863068661,0.5712792128286994,0.673096505271486,0.24458576970294144,0.3754218718354016,0.40915636360861796,0.09218808654522721,0.8094056966712857,0.0,0.20451875282422052,0.43592751026153564,0.36401078060124603,0.23353727174202565,0.11389601892395189,0.007131430350146702,1.1621223922120407,0.005906293198194978,0.00807018368935577
22.0,9.347365036817191,668.7799256831469,32.85504,32.85504,0.0,0.3250889202524023,0.22965139059973774,0.30584967185898976,0.11398539778449145,2.2674606508672337,0.5719294558801621,0.6853823755206109,0.25724308406851365,0.36562578905887777,0.40915636360861796,0.09218808654522721,0.8094056966712857,0.0,0.20451875282422052,0.43592751026153564,0.36401078060124603,0.23353727174202565,0.11389601892395189,0.0,0.0,,
23.0,8.938621686005689,675.8116229241695,32.85504,32.85504,0.0,0.3368892824718113,0.22855680304596243,0.3139672659293065,0.11398539778449145,2.290601794276178,0.555553826776381,0.6923487748744073,0.25916177621747954,0.3649182949995496,0.40915636360861796,0.09218808654522721,0.8094056966712857,0.0,0.20451875282422052,0.43592751026153564,0.36401078060124603,0.23353727174202565,0.11389601892395189,0.0,0.0,,
24.0,8.688157351480074,720.4310484211052,32.85504,32.85504,0.0,0.3418766366083818,0.24261443630037663,0.30219673625704807,0.11398539778449145,2.3672833534478275,0.5990068742823444,0.6970052470567194,0.26760130464042003,0.38297162447143485,0.40915636360861796,0.09218808654522721,0.8094056966712857,0.0,0.20451875282422052,0.43592751026153564,0.36401078060124603,0.23353727174202565,0.11389601892395189,0.0,0.0,,
25.0,9.385412461274175,656.7157832674799,36.5056,36.5056,0.9971592150692714,0.3173929219343158,0.2394385214099614,0.2836329022080911,0.11398539778449145,2.1568748126024633,0.5867584523841485,0.6731323518867304,0.24433897473842203,0.37706045291319956,0.3908506540447962,0.08830943501529868,0.7753513761904417,0.0,0.20451875282422052,0.43639227747917175,0.36360596741857953,0.2331543006957299,0.11389601892395189,0.006877403474045764,1.1711387026589364,0.00563654383557756,0.007844167642270562
26.0,9.248074842561962,734.1551206084957,36.5056,36.5056,0.0,0.327445967987765,0.23767173960202423,0.2969213552725555,0.11398539778449145,2.2541989960420894,0.5953392148850728,0.6850542663114728,0.2556662317050635,0.3760962179877907,0.3908506540447962,0.08830943501529868,0.7753513761904417,0.0,0.20451875282422052,0.43639227747917175,0.36360596741857953,0.2331543006957299,0.11389601892395189,0.0,0.0,,
27.0,8.849668896312346,734.0626661887343,36.5056,36.5056,0.0,0.33562182660553697,0.23221028189374035,0.3130342977835816,0.11398539778449145,2.323429031465469,0.5720825139339357,0.6919634539055931,0.26264521474849967,0.36985207500812217,0.3908506540447962,0.08830943501529868,0.7753513761904417,0.0,0.20451875282422052,0.43639227747917175,0.36360596741857953,0.2331543006957299,0.11389601892395189,0.0,0.0,,
28.0,8.500930168337408,637.2188712815257,36.5056,36.5056,0.0,0.3439593204682569,0.24092430835813575,0.3099012152315902,0.11398539778449145,2.390325194404231,0.6055867358787063,0.7004309242476985,0.2684796491793659,0.381628293502787,0.3908506540447962,0.08830943501529868,0.7753513761904417,0.0,0.20451875282422052,0.43639227747917175,0.36360596741857953,0.2331543006957299,0.11389601892395189,0.0,0.0,,
29.0,9.290837126393802,684.5578572097266,40.15616,40.15616,0.9971592150692714,0.3187565677135182,0.23860214899878562,0.28438970969482313,0.11398539778449145,2.104256861641217,0.5847812392218986,0.6725218922274535,0.238700197290623,0.37570459984640575,0.48167481368707454,0.10852834258564421,0.9528721338197812,0.0,0.20450951154489178,0.44305217266082764,0.362204996381206,0.23216998205024098,0.11389601892395189,0.00648359232296695,1.159520071465522,0.0051238004935695945,0.007556377253790516
30.0,9.350826008719855,859.6214427907049,40.15616,40.15616,0.0,0.32359565276442487,0.24264721228520347,0.2937165565580181,0.11398539778449145,2.182604722334922,0.5933506917414768,0.6811432146896417,0.24706146657156122,0.382411900881494,0.48167481368707454,0.10852834258564421,0.9528721338197812,0.0,0.20450951154489178,0.44305217266082764,0.362204996381206,0.23216998205024098,0.11389601892395189,0.0,0.0,,
31.0,8.918178371020408,641.8746505048464,40.15616,40.15616,0.0,0.3349752702265413,0.23777790231369764,0.3043515472337916,0.11398539778449145,2.31502799278164,0.5979927396373625,0.6913427681386275,0.2612031242501255,0.37688549954447925,0.48167481368707454,0.10852834258564421,0.9528721338197812,0.0,0.20450951154489178,0.44305217266082764,0.362204996381206,0.23216998205024098,0.11389601892395189,0.0,0.0,,
32.0,8.567879796706709,680.313211523354,40.15616,40.15616,0.0,0.34607082219331814,0.236014573673576,0.31389756647028605,0.11398539778449145,2.3639043025968918,0.6067396293338932,0.6995515538927221,0.2657186504187645,0.37527957606276596,0.48167481368707454,0.10852834258564421,0.9528721338197812,0.0,0.20450951154489178,0.44305217266082764,0.362204996381206,0.23216998205024098,0.11389601892395189,0.0,0.0,,
33.0,9.323311312436799,994.7867268281286,43.80672,43.80672,0.9971592150692714,0.3172900125246238,0.2448510521472576,0.28156480329800476,0.11398539778449145,2.121072043315075,0.5974591669100379,0.673692448152471,0.2412050446921992,0.3837386133732633,0.5379174154715364,0.12913753831280927,1.1338195973209046,0.0,0.20724665270638998,0.47600942850112915,0.3637099346989048,0.23315069811218755,0.11389601892395189,0.005854198010588553,1.0974793949280865,0.004798744529521568,0.0066940434288494
34.0,9.266044359279338,890.6474950344657,43.80672,43.80672,0.0,0.33019196490923874,0.22944916751136288,0.3035802989641982,0.11398539778449145,2.2055716804262784,0.5130641308874792,0.6831131316253527,0.24986761844872582,0.36490391299863845,0.5379174154715364,0.12913753831280927,1.1338195973209046,0.0,0.20724665270638998,0.47600942850112915,0.3637099346989048,0.23315069811218755,0.11389601892395189,0.0,0.0,,
35.0,8.72704753359976,720.1289581615624,43.80672,43.80672,0.0,0.33641652870833366,0.23362163958675158,0.31485410906195466,0.11398539778449145,2.314678991857166,0.5681389866683778,0.6905461326462191,0.26159024164269845,0.3721572931101856,0.5379174154715364,0.12913753831280927,1.1338195973209046,0.0,0.20724665270638998,0.47600942850112915,0.3637099346989048,0.23315069811218755,0.11389601892395189,0.0,0.0,,
36.0,8.622810045440598,715.6919492681993,43.80672,43.80672,0.0,0.35043080480082045,0.23936807432857335,0.309544706788797,0.11398539778449145,2.386807816161564,0.5973441394633067,0.7032786983367191,0.26895453222655125,0.3795877412197903,0.5379174154715364,0.12913753831280927,1.1338195973209046,0.0,0.20724665270638998,0.47600942850112915,0.3637099346989048,0.23315069811218755,0.11389601892395189,0.0,0.0,,
37.0,9.305791394068768,898.0349957300847,47.45728,47.45728,0.9971592150692714,0.31831895239883673,0.23769198961065158,0.2860523804089394,0.11398539778449145,2.147321813335127,0.5846727131664273,0.6743377938967937,0.24442655525656412,0.37476701630806514,0.4796620071221652,0.10315806603405794,0.9057214379278379,0.0,0.20463723399428285,0.4731607735157013,0.36469666869448714,0.2339931411778867,0.11389601892395189,0.0067347266405717214,1.3155725416727364,0.005138019814752886,0.008016646064061677
38.0,9.281251382060102,831.3109278589494,47.45728,47.45728,0.0,0.3312316537439751,0.24642959465489656,0.28728426923752676,0.11398539778449145,2.2418829536568494,0.6024007154975652,0.6874047120271073,0.2542121680822783,0.38718141675790757,0.4796620071221652,0.10315806603405794,0.9057214379278379,0.0,0.20463723399428285,0.4731607735157013,0.36469666869448714,0.2339931411778867,0.11389601892395189,0.0,0.0,,
39.0,8.886681010780688,702.4817236923792,47.45728,47.45728,0.0,0.3385275751652801,0.23821302971234823,0.3059211645608327,0.11398539778449145,2.3468940271542045,0.602079828341997,0.6930738926628293,0.2654978968294569,0.37774727821785287,0.4796620071221652,0.10315806603405794,0.9057214379278379,0.0,0.20463723399428285,0.4731607735157013,0.36469666869448714,0.2339931411778867,0.11389601892395189,0.0,0.0,,
40.0,8.534126307019468,733.5015832936082,47.45728,47.45728,0.0,0.3473484337654609,0.2321641223025933,0.3142350854740438,0.11398539778449145,2.4468837978504254,0.5846663312676991,0.7041098574523861,0.2758236876342654,0.3700643920706358,0.4796620071221652,0.10315806603405794,0.9057214379278379,0.0,0.20463723399428285,0.4731607735157013,0.36469666869448714,0.2339931411778867,0.11389601892395189,0.0,0.0,,
41.0,9.381022233222925,847.7955952751379,51.10784,51.10784,0.9971592150692714,0.32028072009905484,0.24181868806813547,0.28685739487006123,0.11398539778449145,2.177839643328779,0.573874336557626,0.6769444749823866,0.24737840082825358,0.3805877832528897,0.48148643386697443,0.10265780301866426,0.9013291596013434,0.0,0.20502011879670437,0.4747902452945709,0.3648995437975576,0.2341288989727376,0.11389601892395189,0.005593746717565858,1.1412730807205662,0.004429902114743782,0.006534541508382581
42.0,9.318283331012626,822.7709926313873,51.10784,51.10784,0.0,0.3340720246767668,0.23755919859765534,0.30313350707799336,0.11398539778449145,2.280055595608577,0.5924378859905258,0.6885953756523194,0.25834864375345556,0.37639008121225465,0.48148643386697443,0.10265780301866426,0.9013291596013434,0.0,0.20502011879670437,0.4747902452945709,0.3648995437975576,0.2341288989727376,0.11389601892395189,0.0,0.0,,
43.0,8.82266845064228,755.0016086154662,51.10784,51.10784,0.0,0.33515839058737196,0.236293363544921,0.30804366880413864,0.11398539778449145,2.3492722678913744,0.5987469414483534,0.6961292968105164,0.26517525584197754,0.37511782811472544,0.48148643386697443,0.10265780301866426,0.9013291596013434,0.0,0.20502011879670437,0.4747902452945709,0.3648995437975576,0.2341288989727376,0.11389601892395189,0.0,0.0,,
44.0,8.513169795481039,709.563442189196,51.10784,51.10784,0.0,0.3432732390962389,0.2348446644728212,0.31287986281586494,0.11398539778449145,2.4879541448886937,0.5983254842081249,0.7048404457922385,0.27986838600131725,0.3735679036300828,0.48148643386697443,0.10265780301866426,0.9013291596013434,0.0,0.20502011879670437,0.4747902452945709,0.3648995437975576,0.2341288989727376,0.11389601892395189,0.0,0.0,,
45.0,9.3218349262279,1287.2536926463786,54.7584,54.7584,0.9971592150692714,0.32260406753776544,0.2357657100422049,0.2914565265270258,0.11398539778449145,2.150769594323141,0.5791592642567369,0.6754270044572082,0.24403315611097298,0.37256757511353084,0.5774865270341042,0.1448282874946796,1.2715834044329601,0.0,0.23458471114569152,0.47650718688964844,0.36211554935362594,0.23192296366268175,0.11389601892395189,0.0056544246315889425,1.2014199958648533,0.004176677713678936,0.006865477811041076
46.0,9.421024913947164,877.6618607878024,54.7584,54.7584,0.0,0.33000907908620314,0.24189452631850344,0.30175940025300546,0.11398539778449145,2.259267896036389,0.6037268057195441,0.6890968590504383,0.2558456713982197,0.381879956781309,0.5774865270341042,0.1448282874946796,1.2715834044329601,0.0,0.23458471114569152,0.47650718688964844,0.36211554935362594,0.23192296366268175,0.11389601892395189,0.0,0.0,,
47.0,8.880729775288131,989.7433410704632,54.7584,54.7584,0.0,0.33799288199989613,0.24054193291028453,0.30962813530642025,0.11398539778449145,2.3875534172113895,0.6033974294883667,0.6993007576309768,0.2688845775662999,0.3813672223206223,0.5774865270341042,0.1448282874946796,1.2715834044329601,0.0,0.23458471114569152,0.47650718688964844,0.36211554935362594,0.23192296366268175,0.11389601892395189,0.0,0.0,,
48.0,8.569448264047479,769.160571480294,54.7584,54.7584,0.0,0.35308560049472987,0.23648796765605956,0.31518837720441917,0.11398539778449145,2.5128835190725134,0.6038712362936075,0.7075003297164221,0.281424043660025,0.3764065623392181,0.5774865270341042,0.1448282874946796,1.2715834044329601,0.0,0.23458471114569152,0.47650718688964844,0.36211554935362594,0.23192296366268175,0.11389601892395189,0.0,0.0,,
49.0,9.35990046608244,874.9855182360209,58.40896,58.40896,0.9971592150692714,0.32530524895936397,0.23359140190388794,0.29327315508040125,0.11398539778449145,2.174546603831504,0.5776497436197773,0.6794367444695162,0.2468611055795707,0.3696866312907392,0.6098838402667631,0.16164595843722654,1.4192415148869881,0.0,0.2713815789473684,0.4751780033111572,0.3603194261693386,0.23050828841261342,0.11389601892395189,0.005437338674427261,1.2051237297710031,0.003939658940773556,0.006680737915675984
50.0,9.20894904703906,909.803571066513,58.40896,58.40896,0.0,0.33102183798647183,0.2342457821957892,0.30379153299962747,0.11398539778449145,2.275419748576865,0.5951536884878399,0.6887523895646043,0.25725881717423205,0.37180575259660126,0.6098838402667631,0.16164595843722654,1.4192415148869881,0.0,0.2713815789473684,0.4751780033111572,0.3603194261693386,0.23050828841261342,0.11389601892395189,0.0,0.0,,
51.0,8.95369988655823,1073.8760819333538,58.40896,58.40896,0.0,0.3388746259151743,0.2366505728203625,0.30847151759267954,0.11398539778449145,2.3539226056523725,0.564533962760297,0.6967154888350029,0.2661574412727522,0.37583021069656447,0.6098838402667631,0.16164595843722654,1.4192415148869881,0.0,0.2713815789473684,0.4751780033111572,0.3603194261693386,0.23050828841261342,0.11389601892395189,0.0,0.0,,
52.0,8.354563494705708,1081.0986115212745,58.40896,58.40896,0.0,0.3470381628170656,0.23633769238695873,0.3111771126525427,0.11398539778449145,2.372414789271119,0.599490850856237,0.7042626556843219,0.2669303808912164,0.37565240559185986,0.6098838402667631,0.16164595843722654,1.4192415148869881,0.0,0.2713815789473684,0.4751780033111572,0.3603194261693386,0.23050828841261342,0.11389601892395189,0.0,0.0,,
53.0,9.39324951257542,1037.1491852921047,62.05952,62.05952,0.9971592150692714,0.3234141715962542,0.24026064043040996,0.28998220817313125,0.11398539778449145,2.230028784480522,0.5918735815840516,0.6800556681776402,0.2531165837572519,0.3783363661384595,0.6228698623360283,0.16016721328162656,1.4062582239030659,0.0,0.2646402380699331,0.4735296666622162,0.3591458930589574,0.22964933643961907,0.11389601892395189,0.004802334650854285,1.1066439801361412,0.0036023475681696564,0.005805124886214178
54.0,9.336297109944388,947.1833078997486,62.05952,62.05952,0.0,0.3227921538712233,0.2449085379148323,0.28903583829901836,0.11398539778449145,2.182686017506627,0.6020318914302376,0.6820461308927629,0.24589638451725196,0.3845024272022921,0.6228698623360283,0.16016721328162656,1.4062582239030659,0.0,0.2646402380699331,0.4735296666622162,0.3591458930589574,0.22964933643961907,0.11389601892395189,0.0,0.0,,
55.0,8.895676301177422,797.4062872717974,62.05952,62.05952,0.0,0.34270882228198674,0.23320359807090368,0.31563883625208494,0.11398539778449145,2.3905404191198087,0.5769104071651762,0.6997400190174702,0.26811091387731545,0.37171370912181945,0.6228698623360283,0.16016721328162656,1.4062582239030659,0.0,0.2646402380699331,0.4735296666622162,0.3591458930589574,0.22964933643961907,0.11389601892395189,0.0,0.0,,
56.0,8.400620586426928,881.4847485857548,62.05952,62.05952,0.0,0.35432193722956845,0.23684924494433013,0.3172381964065161,0.11398539778449145,2.4590513180724662,0.607582121708572,0.7072994151999686,0.2760726986260486,0.37669349758166437,0.6228698623360283,0.16016721328162656,1.4062582239030659,0.0,0.2646402380699331,0.4735296666622162,0.3591458930589574,0.22964933643961907,0.11389601892395189,0.0,0.0,,
57.0,9.312059491795164,1134.3315356092578,65.71008,65.71008,0.9971592150692714,0.3249950480032244,0.24283901316372855,0.2879317275315805,0.11398539778449145,2.2225001964239106,0.5929365218124631,0.679347365957504,0.25224522435518393,0.3822552794993884,0.5415167864729359,0.12515051661446752,1.0988137934656894,0.0,0.2153027963630125,0.4763651490211487,0.36229284458746214,0.23212188263677022,0.11389601892395189,0.005032162865366523,1.1994359648087993,0.0037494825275622558,0.00611393585021269
58.0,9.141299539904733,953.5696601273751,65.71008,65.71008,0.0,0.3337815686944467,0.23831768770883882,0.30173317448072934,0.11398539778449145,2.3482417041724517,0.6018735583597739,0.6928164806563791,0.2655100904531936,0.3775209930480607,0.5415167864729359,0.12515051661446752,1.0988137934656894,0.0,0.2153027963630125,0.4763651490211487,0.36229284458746214,0.23212188263677022,0.11389601892395189,0.0,0.0,,
59.0,8.769175099384743,836.3101794736115,65.71008,65.71008,0.0,0.34462799001284417,0.23125321969278703,0.3173247704582646,0.11398539778449145,2.4175924620159592,0.5840181514699563,0.7027651473802753,0.27240943725224154,0.36902251839637756,0.5415167864729359,0.12515051661446752,1.0988137934656894,0.0,0.2153027963630125,0.4763651490211487,0.36229284458746214,0.23212188263677022,0.11389601892395189,0.0,0.0,,
60.0,8.549790556910876,765.8707519414962,65.71008,65.71008,0.0,0.35884865471329336,0.2272315281296492,0.33063793932261315,0.11398539778449145,2.4902934195648414,0.5724616378080568,0.7079056479100917,0.2785632311137478,0.36483747679046147,0.5415167864729359,0.12515051661446752,1.0988137934656894,0.0,0.2153027963630125,0.4763651490211487,0.36229284458746214,0.23212188263677022,0.11389601892395189,0.0,0.0,,
