round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_f1_best,fed_auprc,fed_f1,fed_brier,fed_f1_best_threshold,fed_auroc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6766233158361802,4.380401515291532,183.048,183.048,1.0,2.7820602738255396,0.11468496254799516,0.35200884554431994,0.3197212676457438,0.3176890193798751,0.19356393188138846,0.5452040597780494,0.7279034359371884,0.304070091177099,0.6340432039473146,0.1966755426978753,1.7267990975979162,0.26217228464419473,0.26285216381063026,0.5389295220375061,0.3051483498434387,0.20498602902923296,0.11389601892395189,0.002076745071616826,1.8290583276830148,0.0009519202988815603,0.003301113949256104,0.004626542759975545
51.0,0.6882263785582122,4.830990352385119,186.70896,186.70896,1.0,2.7951710829087615,0.11468496254799516,0.3546663880428068,0.32162754771193297,0.3172774013477167,0.19933486062502634,0.5504116906973882,0.7296494589749939,0.3151818654401035,0.6347585728944192,0.19750375654445695,1.7340707639336346,0.2612863671831457,0.2640673460345591,0.5483666062355042,0.3160575346007362,0.2105730230275206,0.11389601892395189,0.0019844754043457603,1.7903865232674434,0.0009123068464531321,0.0031507174479941083,0.004029907953379581
52.0,0.6743537579395261,3.5611693915377245,190.36992,190.36992,1.0,2.812835168119746,0.11468496254799516,0.35611388299075447,0.32375945950379814,0.31838764892249566,0.20112653931218522,0.5719869929938135,0.7305914200442707,0.31816141840762807,0.631981266278835,0.1967382516829583,1.7273496786074674,0.2547957571654254,0.2600556539337212,0.5198889970779419,0.31925944726526223,0.21287994683228223,0.11389601892395189,0.001886365538909197,1.7410784277963103,0.0008625306900107192,0.0029971481806700907,0.004368320991525301
53.0,0.6717001437529218,3.916431916543689,194.03088,194.03088,1.0,2.840706591251338,0.11468496254799516,0.35835435468042187,0.32704887811623373,0.31941719119433143,0.1917304182533548,0.5440843884093408,0.7310461842580361,0.30243947655450143,0.6302491407515887,0.19447052974608903,1.7074392202938766,0.2556550424128181,0.25879458794587945,0.5084453225135803,0.3036418787731677,0.20397458275505378,0.11389601892395189,0.0018184628312712856,1.716898939161183,0.0008407382087683969,0.0028735470886018847,0.005550076002177867
54.0,0.6968805153686117,6.7853021728870475,197.69184,197.69184,1.0,2.8607860109361694,0.11468496254799516,0.36020144680512467,0.3295784563835618,0.308101596284417,0.20486117223735348,0.5706180660290332,0.732043564361717,0.3230804810021814,0.6282340752853658,0.19215138318638098,1.6870772569731345,0.2538661131292164,0.2581699346405229,0.5345327854156494,0.32446858592303773,0.21729767228870275,0.11389601892395189,0.0018223265961430444,1.7569063885293872,0.0008541855694370624,0.0028713742093173177,0.0032037223994663094
55.0,0.6904260696900616,4.992642253210004,201.3528,201.3528,1.0,2.8709491396527564,0.11468496254799516,0.36070095136895075,0.33084463268080705,0.3131314207464397,0.2043866272515151,0.5729023113817702,0.733823088888616,0.3233480426406832,0.6299087745214405,0.19383736559071765,1.7018800781802779,0.25717590158763537,0.2602091359383599,0.5079300403594971,0.3238856094674316,0.21671910583199266,0.11389601892395189,0.0018226646544409345,1.794865280015074,0.000817406245395951,0.002909212602068892,0.004232133025147931
56.0,0.678289837454698,5.217446057515559,205.01376,205.01376,1.0,2.8517136193981303,0.11468496254799516,0.35736064261625367,0.32833630835980304,0.31781367313573855,0.19991373265166182,0.5496948213069877,0.7322092532360696,0.3164617769411234,0.6306580395377003,0.1952536033514955,1.7143145581046682,0.2613309750165819,0.2635270541082165,0.5224654078483582,0.3175582398667778,0.2121908381706135,0.11389601892395189,0.0017129957167214265,1.724934534940985,0.000790062915362832,0.0027061431628171034,0.004681622116490376
57.0,0.6916133720832152,5.236082478479416,208.67472,208.67472,1.0,2.861221945892884,0.11468496254799516,0.3592445472068723,0.329397522889294,0.3181521423593814,0.20242094960601242,0.5656200184496126,0.733361240389444,0.31935671503668567,0.6319444838357791,0.1935366057720682,1.699239425578976,0.26053806774861127,0.2613195342820181,0.5158047676086426,0.32069303504626195,0.21495805158907796,0.11389601892395189,0.0016766875207377574,1.7253458986706391,0.0007736109331281756,0.002647602673165264,0.003965440315037698
58.0,0.6847414090549229,4.465010101987177,212.33568,212.33568,1.0,2.823872461964454,0.11468496254799516,0.35671577958338635,0.3255860589586296,0.3187554976336258,0.1958140814786049,0.5529170110282404,0.7301721017466392,0.30875711871254696,0.6326375900554932,0.1939942051048839,1.7032571194118153,0.2622876557191393,0.26325193567599764,0.5097635984420776,0.310344288014742,0.20783964383171538,0.11389601892395189,0.0016373088792482641,1.7210205209739797,0.0007414297836157373,0.0025978605879827645,0.00383884397065381
59.0,0.6932169194207762,5.316312332944315,215.99664,215.99664,1.0,2.8553336073630144,0.11468496254799516,0.35918900262805487,0.329012232817448,0.3114556286599601,0.20451542085413674,0.5661216689497764,0.7325233284030954,0.319873053432526,0.6339574409941093,0.19394101067138403,1.7027900755765484,0.261200164406083,0.26583823366248754,0.5163599848747253,0.32235872424744416,0.2174995458688936,0.11389601892395189,0.0015638648379335078,1.675536097256554,0.000692914582325727,0.002495258850254084,0.004568572714747
60.0,0.6825780822633124,6.559713717871299,219.6576,219.6576,1.0,2.886877549792474,0.11468496254799516,0.36055871968663183,0.3328622064062809,0.3258554734150005,0.18809508266316619,0.5536040255787342,0.7334362889459483,0.29473904916233323,0.6299186634894132,0.1912602279937483,1.6792529695129408,0.25939625343037825,0.2618595825426945,0.5123520493507385,0.2980334183192147,0.20195188580416615,0.11389601892395189,0.0016030475461581341,1.7512347193896858,0.0007212304207458017,0.00254380959132802,0.004367317319920293
