round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auroc,fed_auprc_lift,fed_auprc,fed_f1_best_threshold,fed_f1_best,fed_f1,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
50.0,0.16065416675929084,0.05994936550163835,58.40896,58.40896,0.0,0.11010387157695939,0.22946876612077233,0.714367682038228,2.4844006570042385,0.26879348231937467,0.5286249237312699,0.3375600276815656,0.301634126777575,0.3710121501972362,0.3916302636353684,0.08702812269223231,0.7641015332620256,0.18204432383536862,0.20452488687782802,0.49302393198013306,0.3997207213566476,0.26222509188495224,0.11389601892395189,0.0,0.0,,
51.0,0.15447955471843838,0.06130156651598808,58.40896,58.40896,0.0,0.11010387157695939,0.23081138364948134,0.7275357254389258,2.6802433033303283,0.2874840761417669,0.5407034832387364,0.35085356210752966,0.3047407707539969,0.3741265014756728,0.3916302636353684,0.08702812269223231,0.7641015332620256,0.18204432383536862,0.20452488687782802,0.49302393198013306,0.3997207213566476,0.26222509188495224,0.11389601892395189,0.0,0.0,,
52.0,0.15147637184596519,0.08126780380948313,58.40896,58.40896,0.0,0.11010387157695939,0.22451791382888725,0.7426390879812256,2.899905606183892,0.3093612433817,0.5432096255962526,0.3608361191713061,0.32402511419745333,0.3672153871540457,0.3916302636353684,0.08702812269223231,0.7641015332620256,0.18204432383536862,0.20452488687782802,0.49302393198013306,0.3997207213566476,0.26222509188495224,0.11389601892395189,0.0,0.0,,
53.0,0.16043588015239432,0.0639764635522112,62.05952,62.05952,0.9971592150692714,0.11010387157695939,0.23538610640237265,0.699611232423537,2.3186161862302153,0.25418840956557776,0.5298661159819914,0.3190205628818333,0.2871964677285427,0.3781208989602948,0.3773886312709548,0.08550239250240108,0.7507057165842718,0.17519896144945532,0.2045947901591896,0.4915579855442047,0.4003358208615369,0.26283166707534644,0.11389601892395189,0.005178438644991403,1.2906823485391214,0.003569492374170804,0.0066350947732094784
54.0,0.16107338554729625,0.06640335642999481,62.05952,62.05952,0.0,0.11010387157695939,0.22960677546659214,0.7181665380447834,2.516945615554385,0.27314336053635685,0.5428420969777261,0.3404555692020574,0.30505063597363063,0.3717126382740556,0.3773886312709548,0.08550239250240108,0.7507057165842718,0.17519896144945532,0.2045947901591896,0.4915579855442047,0.4003358208615369,0.26283166707534644,0.11389601892395189,0.0,0.0,,
55.0,0.1550080712589345,0.06399705395155447,62.05952,62.05952,0.0,0.11010387157695939,0.22919015818783486,0.728380445141551,2.7207247513161557,0.2930280206222444,0.5433142768481185,0.3513581743029673,0.31209831661995435,0.37212758516229694,0.3773886312709548,0.08550239250240108,0.7507057165842718,0.17519896144945532,0.2045947901591896,0.4915579855442047,0.4003358208615369,0.26283166707534644,0.11389601892395189,0.0,0.0,,
56.0,0.1514041027169039,0.09206061238162941,62.05952,62.05952,0.0,0.11010387157695939,0.22774164294947838,0.7401524138327363,2.9039213686592684,0.3104151102295875,0.5399760289765543,0.3715704627543273,0.32241605372966736,0.3714300947528254,0.3773886312709548,0.08550239250240108,0.7507057165842718,0.17519896144945532,0.2045947901591896,0.4915579855442047,0.4003358208615369,0.26283166707534644,0.11389601892395189,0.0,0.0,,
57.0,0.16093413303357873,0.06894189608493521,65.71008,65.71008,0.9971592150692714,0.11010387157695939,0.23876279507450693,0.6991375135759627,2.3201417340738777,0.25443982051088393,0.536092369609709,0.32255444953166207,0.2773232063335107,0.38216711640508066,0.387398538310138,0.08630830627394476,0.757781589640746,0.1627097576134245,0.2045002711006687,0.48791998624801636,0.39730086579759116,0.2602389360249665,0.11389601892395189,0.0049937293915761575,1.300665623624809,0.00360307489734762,0.006272897544674028
58.0,0.1591554146017169,0.06367596828582509,65.71008,65.71008,0.0,0.11010387157695939,0.22743891222320206,0.7187000934865356,2.5315738841549322,0.27394705994241003,0.5268266066838482,0.3406418179925476,0.30966598260715067,0.3684181928700308,0.387398538310138,0.08630830627394476,0.757781589640746,0.1627097576134245,0.2045002711006687,0.48791998624801636,0.39730086579759116,0.2602389360249665,0.11389601892395189,0.0,0.0,,
59.0,0.1541789201249992,0.06245301575971596,65.71008,65.71008,0.0,0.11010387157695939,0.2290119496204153,0.7327415153124274,2.7539724480527057,0.29507232699071845,0.5431337943383273,0.35582956210015937,0.3124720493605113,0.37170159605771136,0.387398538310138,0.08630830627394476,0.757781589640746,0.1627097576134245,0.2045002711006687,0.48791998624801636,0.39730086579759116,0.2602389360249665,0.11389601892395189,0.0,0.0,,
60.0,0.14986430755525734,0.08433584279688647,65.71008,65.71008,0.0,0.11010387157695939,0.22359571824363275,0.7469545428400874,2.9549666624835695,0.3144986822927985,0.5378108337235444,0.3727326490279021,0.31870811362464485,0.36578285018785933,0.387398538310138,0.08630830627394476,0.757781589640746,0.1627097576134245,0.2045002711006687,0.48791998624801636,0.39730086579759116,0.2602389360249665,0.11389601892395189,0.0,0.0,,
