round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1_best,fed_auprc,fed_prevalence,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
50.0,0.6156461501566988,1.0355934996087703,96.51968,96.51968,0.5412350858791136,0.737678930596757,2.8249115076004903,0.3179581557304702,0.5827181662314711,0.19475629555673307,0.35833332234209747,0.3018028742936173,0.10953729933899904,0.3218972819799881,0.664998710669328,0.21702099097582156,1.905430874811577,0.28375343149488397,0.28446880059783286,0.4996955096721649,0.3199350838617636,0.20504789564194692,0.11389601892395189,0.003978188147029453,0.8863837856333703,,0.003978188147029453,
51.0,0.5901056175748727,1.1019511929882375,96.54016,96.54016,0.005594161094357764,0.7483361179462754,2.988761075170283,0.32408327088213434,0.6073342562059506,0.1988046307269221,0.3694918623505427,0.31812210841335425,0.10953729933899904,0.3204755193238425,0.6650741830721048,0.2170684987650688,1.9058479902621088,0.28259268352565675,0.2851245000645078,0.508030116558075,0.31614324252988163,0.20399996706595228,0.11389601892395189,0.003446730899534437,0.006296044215559959,0.0024154977949843084,,0.005002864323690069
52.0,0.6540800655585385,1.9111467316473234,100.19584,100.19584,0.9985577553428608,0.7046138993569389,2.4763260585501907,0.32822828382320485,0.5740858310211518,0.20265819453219802,0.32875725250596655,0.2686506741980267,0.10953729933899904,0.29728966702064913,0.6647584890640814,0.21693871939325188,1.9047085354063285,0.28202557031837555,0.28363543528210367,0.5029368996620178,0.3207946791143392,0.20577200971445034,0.11389601892395189,0.003630432727596884,1.364410461857915,0.0029158493840792817,0.004124338249048172,0.0039465934186292545
53.0,0.64248050491435,1.2856086079415536,100.21632,100.21632,0.005594161094357764,0.72511549174912,2.714429489604198,0.3360112799781524,0.5936156359340248,0.20669172992619123,0.3483782276695392,0.2914492276111874,0.10953729933899904,0.30900310156429367,0.6649714281612408,0.21703107107418368,1.9055193774515933,0.2815126050420168,0.2835365853658537,0.5047084093093872,0.32283412061327565,0.20706607101460692,0.11389601892395189,0.0034214877076465724,0.006507451646029949,0.003231574135798653,,0.0037308584432121116
54.0,0.6364078658985024,1.207221426333931,101.90592,101.90592,0.4615182902845155,0.7121684765216767,2.5363186707020047,0.3239437997081942,0.5880490086196464,0.20100453855285252,0.3395817199880361,0.2743826674316893,0.10953729933899904,0.30469045030401426,0.6662309789842363,0.2177676310589641,1.911986328550843,0.28213399503722086,0.28492085531796724,0.5223672986030579,0.3206317208686146,0.206090620379618,0.11389601892395189,0.002639168259792871,0.4307075454853475,0.0026124049596554493,0.0048371796883759635,0.0057145161571960324
55.0,0.6337303785507151,1.420427803639426,101.9264,101.9264,0.005594161094357764,0.7310796483221468,2.758223343225936,0.3287152447679711,0.579506565326034,0.20180828516983346,0.35428997664284945,0.2951453687628302,0.10953729933899904,0.31333871913401495,0.6662309789842363,0.2177676310589641,1.911986328550843,0.28213399503722086,0.28492085531796724,0.5223672986030579,0.3206317208686146,0.206090620379618,0.11389601892395189,0.0027019697560381967,0.005391912302002311,0.0026432081987846612,,0.0027986908061572915
56.0,0.6462117846954618,1.9839200235173458,105.58736,105.58736,1.0,0.7064116269276858,2.509098593345044,0.3353031473823591,0.5746489968733627,0.20811902136344754,0.3298312998519855,0.2721397284540967,0.10953729933899904,0.3004485587299106,0.6679402017620535,0.21949335847002183,1.927138108458181,0.2802398025155754,0.28548123980424145,0.5633953809738159,0.331402969673033,0.2134838880156857,0.11389601892395189,0.0038256241762509914,1.5219558433927887,0.002677792426657196,0.004679755738338327,0.003920956311400728
57.0,0.6478715978586722,1.4395329908553922,106.25296,106.25296,0.18181023556662734,0.7267226438599454,2.7190780793925713,0.3455875556788627,0.5770322734749764,0.2112962839930998,0.3505333899554791,0.29230963285750405,0.10953729933899904,0.30926905945927313,0.6677757035486185,0.2193301141777662,1.925704833671249,0.27985865724381626,0.28599573140699397,0.5631424784660339,0.3358525918332896,0.21551949416514893,0.11389601892395189,0.004919596197555888,0.27539356518536806,,0.004919596197555888,
58.0,0.6147673143385444,1.0350760772459844,108.23952,108.23952,0.5426336261527032,0.7406408098051681,2.89073727468926,0.33008547168324204,0.5954416161724934,0.20066984898915854,0.36336369600265117,0.309070107008476,0.10953729933899904,0.3240685091804511,0.6666562548048713,0.21841689395509906,1.9176868166124008,0.28078113836627766,0.28425452856479333,0.5504310727119446,0.3315423849121323,0.2131336330600545,0.11389601892395189,0.004468801496220916,1.0632644249126315,0.002251886857840102,0.004480521309161529,
59.0,0.5891526342124064,1.1725125768150166,108.90512,108.90512,0.18181023556662734,0.7547665865653256,3.0984381928742986,0.32210421046281207,0.6140025501435832,0.19635417618150375,0.3772585123620777,0.32865496424158025,0.10953729933899904,0.33202287318044144,0.666359774007465,0.2184834142381007,1.9182708605818923,0.27818093855829706,0.2853215213074691,0.5459408760070801,0.32674517410325127,0.21048071543930594,0.11389601892395189,0.005968030143346847,0.3583676805719733,,0.005968030143346847,
60.0,0.57668399692953,1.4173945012161737,110.90704,110.90704,0.5468292469734715,0.767139251436845,3.3031876566488836,0.3220361199885264,0.6100479867967149,0.194893691713118,0.3954892601559355,0.3490941127635375,0.10953729933899904,0.33436333762467624,0.6655380610062983,0.21809411285855218,1.9148528185535012,0.27956204379562044,0.2840083911570115,0.559014618396759,0.3243479271751162,0.20987909632618204,0.11389601892395189,0.004426047284234199,1.1096467168536037,0.001965060928017243,0.004446508059335782,0.0020555005207809974
