round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_auroc,fed_f1,fed_f1_best_threshold,fed_auprc,fed_brier,fed_f1_best,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
42.0,0.6404181772233255,0.7529824259497311,153.76032,153.76032,1.0,0.11183134046570169,2.2558013025442643,0.6908173246236187,0.298818770523714,0.5673366342328342,0.25363674414051396,0.2091150836746832,0.32258864042282903,0.33331480783212847,0.6591387316289203,0.21127322940368182,1.8549658837922023,0.2740390165069837,0.27777091313480784,0.5151463150978088,0.3305112363644889,0.2129428523876167,0.11389601892395189,0.003217319099618852,0.516899941398151,0.0031613469788439956,0.0032945705425231325,0.0014664557888990084
43.0,0.6407070191592327,0.8575515001594228,157.42128,157.42128,1.0,0.11183134046570169,2.2632865556814763,0.6912442807892459,0.3005164150408283,0.552018563570355,0.25441655450768536,0.2012099751492701,0.32221716246125426,0.3225075356591941,0.6583799164798848,0.20962888577021063,1.8405286484172845,0.2737548130666998,0.2753168528046179,0.5022205710411072,0.31976764338477537,0.20517246933697855,0.11389601892395189,0.0031084280331921776,0.5048322932034353,0.0030236049049708136,0.0032106934895684692,0.0015450180041672442
44.0,0.637434039304144,0.8514297658744099,161.08224,161.08224,1.0,0.11183134046570169,2.265220584528768,0.6915859170642412,0.2987971152684899,0.5633073522693485,0.2549404533612635,0.1993482229517081,0.325893552438325,0.3196355508193795,0.657394822166488,0.21047270567333792,1.8479373349640085,0.2766798418972332,0.2777777777777778,0.49907565116882324,0.31715962725221686,0.20385042721659202,0.11389601892395189,0.003109831092460632,0.5105554193542048,0.003053520137879856,0.003186589282311385,0.00149928277955396
45.0,0.6412178862971047,0.9061293427124584,164.7432,164.7432,1.0,0.11183134046570169,2.264209289652187,0.6924423783340579,0.29831904909523815,0.5614633035273427,0.2546490125489752,0.2065274697612268,0.3265205300448845,0.33104609209666686,0.6574490985452726,0.21204605905775858,1.8617512803440588,0.274358665542575,0.275533309498272,0.49768775701522827,0.3285434174793549,0.21095174973796907,0.11389601892395189,0.0031983287598909317,0.5303556956114335,0.003129378550970674,0.003289658495109696,0.001478126571488261
46.0,0.6403203150138148,0.8471632103327517,168.40416,168.40416,1.0,0.11183134046570169,2.272293945410611,0.6934004262453991,0.30188574941960905,0.5552144435440088,0.2558700648710574,0.20133105194757017,0.3261923222716698,0.323088551593547,0.657446651402183,0.21145808191074777,1.8565888773683816,0.2746126936531734,0.2751119641714651,0.505324125289917,0.32070242619216277,0.2058855686072182,0.11389601892395189,0.003118456721699603,0.523617515247679,0.0029992032538990908,0.0032598519880477866,0.0013592452454139591
47.0,0.6402064378082868,0.919527299233331,172.06512,172.06512,1.0,0.11183134046570169,2.2820227333043532,0.6919058986352481,0.3022675983542542,0.5541616140258169,0.25712018835914474,0.19535166956383387,0.3262692679568611,0.31018504262758245,0.6591181379786115,0.21112561144675335,1.853669807262723,0.27735921338270975,0.2784943406159515,0.5073139667510986,0.307924398324712,0.20036107294960806,0.11389601892395189,0.0030982972041178405,0.52642470945284,0.0028721242662107117,0.0033390965136418983,0.001762235416714143
48.0,0.6413727854946083,1.0208305118562606,175.72608,175.72608,1.0,0.11183134046570169,2.2801324053236636,0.6917806695270069,0.30533135928432287,0.5357073139420389,0.25710961500008206,0.18915062964143847,0.32795052240103323,0.3016980769500708,0.6580604325374354,0.2090451215583714,1.8354032347517815,0.275,0.27595084844938556,0.4774983525276184,0.2995635133947806,0.19410080825459303,0.11389601892395189,0.0032363176523525603,0.5573525214822439,0.002878798957976871,0.0036100094553816815,0.0017839028939118408
49.0,0.6438547987663886,0.887303795902968,179.38704,179.38704,1.0,0.11183134046570169,2.292983504587965,0.6938580291162117,0.3003527838993678,0.5401546411164682,0.25886436975859933,0.20102353852176602,0.32797883668144906,0.32058437888945995,0.6587248758093706,0.2106369781807304,1.8493796374162317,0.2763126633404609,0.27888846975983905,0.5110780596733093,0.3186337101882636,0.20598237717970633,0.11389601892395189,0.0031021897231123027,0.539791561288439,0.0027512796221948444,0.0034745724061856385,0.001527452347073466
50.0,0.6343119281710982,0.9277423695887415,183.048,183.048,1.0,0.11183134046570169,2.3128375190913446,0.6953172691847831,0.2966623561027645,0.5611249158804786,0.2607289038888057,0.2101704917817884,0.3294158266269774,0.3344326655329436,0.6593705702004033,0.21168625174206773,1.858592194371694,0.2748075046090446,0.27906976744186046,0.5190708041191101,0.33261959739185026,0.2152253028115796,0.11389601892395189,0.00312859624104693,0.5511002207604179,0.0027610206371910754,0.0035217311082723583,0.0015043944818982236
51.0,0.6384444372964265,0.9307894276717488,186.70896,186.70896,1.0,0.11183134046570169,2.322870712876216,0.6964774697965873,0.2970567550917476,0.5874834082237648,0.26192356708169573,0.2133653954165233,0.32948777764322534,0.33852101881607954,0.6599764828294133,0.2133167663222977,1.8729080115146854,0.27378537106246664,0.2802184164805162,0.5351599454879761,0.3364211663741028,0.21842062195757586,0.11389601892395189,0.0030887932898697964,0.5505766557453171,0.0027225680297891528,0.0034819750519543865,0.0016186345311383701
