round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_auroc,fed_auprc_lift,fed_auprc,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,9.315693132437978,1211.854926922371,124.47264,124.47264,1.0,0.3259718664153335,0.2379713639788656,0.6837648679333455,2.201335357553814,0.25369755436563995,0.11438463959710417,0.5602364825102981,0.3750316653662146,0.28917026698878934,0.6538974405593962,0.21275487701140017,1.8679746581261643,0.272377938517179,0.2796833773087071,0.5666089653968811,0.3756060780528639,0.2400312404874102,0.11389601892395189,0.003105190713462856,1.273084182104867,0.002047693654717489,0.004084739200023117,0.0032402103938231224
35.0,9.329372172455352,1421.2328544925665,128.1336,128.1336,1.0,0.3300812130081625,0.23920789278275215,0.6820574527435884,2.1693732058528292,0.25048992165938355,0.11438463959710417,0.5593570885922424,0.37687132946154894,0.29032110599726996,0.6525224096814704,0.20623159211470932,1.810700620294812,0.2716411181244364,0.278245569938419,0.563590943813324,0.37761385191146285,0.24162843685605023,0.11389601892395189,0.0032893818256953386,1.3878008627334566,0.0018938787103896448,0.0045806136128093,0.002824551337039061
36.0,9.270876974739167,1400.923664687822,131.79456,131.79456,1.0,0.32954819324647444,0.23497701467000842,0.685538733971478,2.2234141873208872,0.25703010916206354,0.11438463959710417,0.548818080255285,0.371165471730609,0.2878584093300405,0.6567831744380318,0.21359318472785946,1.8753349480149533,0.2757986669731096,0.2771455666192508,0.5206248164176941,0.37213035423350427,0.23742761151461952,0.11389601892395189,0.0034271340143201554,1.4910788114475508,0.0019446143991449331,0.004799504207296214,0.0034017871731172817
37.0,9.32150968004511,1964.8717295437625,135.45552,135.45552,1.0,0.3281482004491759,0.23554830582582087,0.687169507626003,2.2019684363470198,0.25457304512706175,0.11438463959710417,0.5607094680546287,0.37222578770753384,0.29282693433167994,0.6522758882514493,0.21207671887714935,1.8620204716615467,0.2741619629074991,0.2775829511734556,0.5876559019088745,0.37300806448506296,0.2379877292559022,0.11389601892395189,0.0032840037236938797,1.4710459362713664,0.0019888863805485853,0.0044750639163256434,0.0029435396094892683
38.0,9.308017838115713,1583.4607941749418,139.11648,139.11648,1.0,0.33148191111607506,0.2397972450798741,0.6898032652117806,2.2401221690229733,0.25892677503359346,0.11438463959710417,0.5809856789270437,0.37780402206871777,0.29160816898626407,0.6508089326395126,0.21446345523924376,1.8829758692658127,0.27280838724068707,0.27655310621242485,0.6015627384185791,0.37850210562290615,0.2422955588606502,0.11389601892395189,0.0030834111241082015,1.4220026343436984,0.0017788166083469341,0.004280073892114025,0.002899749545217907
39.0,9.3432016840542,1816.8804422421606,142.77744,142.77744,1.0,0.3321310418505266,0.23641235061658167,0.6897714023022367,2.2160163119496015,0.2562591497353206,0.11438463959710417,0.5640852020302396,0.37408715141693827,0.29788475789914176,0.650253493905409,0.20865333730619007,1.8319633932552764,0.27180198935924127,0.27914330889751326,0.6089684963226318,0.3749479810009845,0.23955910373566,0.11389601892395189,0.002892770056648124,1.3717642893907396,0.0017122621248435847,0.003973327604796413,0.0035046798540991526
40.0,9.211100708735326,1886.4057497729038,146.4384,146.4384,1.0,0.33319205533194673,0.23396804367801152,0.6885296329486736,2.2067278284180816,0.2551352742065179,0.11438463959710417,0.5655653426753752,0.37058739318838646,0.29833118029235334,0.6510651547957302,0.2064193921066216,1.8123494926055963,0.2741749365335795,0.2790152403282532,0.566165566444397,0.371391396548261,0.23678350552941188,0.11389601892395189,0.002771295652286198,1.3511955979856793,0.001774124568301078,0.0036839549840017695,0.0027302477463729087
41.0,9.158379653599255,2689.1780939830087,150.09936,150.09936,1.0,0.33518685698108786,0.23884358500161662,0.6897529124799657,2.247883371615416,0.2599187038482106,0.11438463959710417,0.5724923917640857,0.3770048260050898,0.29367092632431907,0.6510710028402421,0.20845095401983982,1.8301864805215189,0.2738795835219556,0.2774667164364813,0.5552096962928772,0.3779137846723861,0.24172465483463057,0.11389601892395189,0.002626092577310587,1.3148395389848702,0.0015989214553425262,0.00356383475152327,0.0032670801763996483
42.0,9.429208824093577,1592.8989080153428,153.76032,153.76032,1.0,0.33482588555420356,0.23624360945691086,0.6915649886679859,2.258447511898543,0.2602771817352899,0.11438463959710417,0.5652222385881531,0.3737174477166713,0.2937948225801241,0.6512158109638937,0.21555875494407045,1.8925925329137143,0.27265455376528397,0.2783440291934063,0.5521036982536316,0.37480129568912435,0.23937297098932844,0.11389601892395189,0.0025723629549900913,1.3230528556086938,0.0015652831314299726,0.003485687230151792,0.0043112848360676624
43.0,9.256611321051164,1711.9444251480527,157.42128,157.42128,1.0,0.33741552845062417,0.23219162633350518,0.691520051812646,2.2724834575491184,0.26244417229411837,0.11438463959710417,0.5549324083673454,0.36836782659529743,0.29884839147754383,0.6481599441679912,0.20708890118766426,1.818227740918118,0.27201704545454547,0.27590527502819195,0.5337830781936646,0.36953859326463745,0.23556783579595714,0.11389601892395189,0.0024579329553347656,1.2999746421246527,0.0015413994463427095,0.00328831577442892,0.0030741133303838234
44.0,9.466695740031502,1408.578595427944,161.08224,161.08224,1.0,0.33417500891324364,0.23323848585683596,0.6902819438118775,2.2591300138610384,0.26122026848250884,0.11438463959710417,0.5567842140807872,0.3695248372287619,0.2974834083265378,0.6467230695918802,0.20812458469898437,1.8273209780751747,0.2690800092229652,0.2727950310559006,0.5404830574989319,0.3706950575834767,0.23677089196914572,0.11389601892395189,0.0025811281811758792,1.4004495002991462,0.0015034331974242466,0.0035515803129859036,0.003981118617417148
45.0,9.158657927318625,1376.6363830808418,164.7432,164.7432,1.0,0.34019757997356825,0.2333295020341259,0.6962346289704376,2.303949689367869,0.26589632979998457,0.11438463959710417,0.5640847955141798,0.3701577582541674,0.30087283652823854,0.6515181398058119,0.21415197791584428,1.8802411176358418,0.2684013127051102,0.27606461086637296,0.6092924475669861,0.3716137665100094,0.23732989270023142,0.11389601892395189,0.0026043918775699847,1.4525343741452161,0.0014844765398652595,0.003608868188029896,0.003997950716858759
46.0,9.393864451252437,1394.7589074725686,168.40416,168.40416,1.0,0.33555856905732884,0.23424640977073613,0.6942781949045918,2.2778878317890903,0.26208656159418886,0.11438463959710417,0.5589477020049942,0.371132182249454,0.2983298867764903,0.6516816340631073,0.21392624795355264,1.878259222531656,0.26835152211372776,0.2766504715633038,0.6087046265602112,0.37248681222188335,0.2379502278300857,0.11389601892395189,0.0024078456395265394,1.3780917186277293,0.0014232417811880368,0.003288621543678049,0.0031357228598330312
47.0,9.359932803980936,1875.8220414650514,172.06512,172.06512,1.0,0.3357760339961776,0.23135401083695092,0.6941151244355879,2.2627582966520716,0.26074726418463234,0.11438463959710417,0.5580728031232892,0.36729943173878,0.30012344676824027,0.6478944605163879,0.20762004844305212,1.8228911809611146,0.2692080028412454,0.2724061232500327,0.5592085123062134,0.36852003244366377,0.2350684513962595,0.11389601892395189,0.0025734238076138513,1.511320910654831,0.0014125043607326312,0.0036059746056057006,0.004029274659157954
48.0,9.526054856830957,1353.354367988051,175.72608,175.72608,1.0,0.3395060742843403,0.2403603286954952,0.6957388559738861,2.3077078955771264,0.2658601444736045,0.11438463959710417,0.5846039420484485,0.3793317135208839,0.2987639048380806,0.646064223375422,0.20541374874235832,1.8035200060812715,0.26567458146405515,0.2726490473263675,0.564958393573761,0.38032194550554926,0.24417711468248524,0.11389601892395189,0.002212484567919225,1.3354695457155685,0.0013241084945327997,0.0029991091361816326,0.003230722887171113
