round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_brier,fed_ece,fed_f1,fed_prevalence,fed_auroc,fed_f1_best_threshold,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,0.6047972382319282,1.4536673272090288,90.3168,90.3168,0.5412350858791136,0.34088749548750497,0.21231168312828086,0.33881008158151515,0.3087417836941796,0.11422997041978729,0.7164035962512347,0.5946659716663851,0.2903833953519685,2.5872328992005142,0.516066197153192,0.13826930464689863,1.2139959407994825,0.2045002711006687,0.2047077249067207,0.526132345199585,0.42683038957118147,0.2828573738787208,0.11389601892395189,0.0038219419251382335,0.9236407936550677,,0.0038219419251382335
43.0,0.5864702541603434,1.4223164630475056,92.29824,92.29824,0.5412350858791136,0.350639534486482,0.2007055492407245,0.32297401457844754,0.3198379921427514,0.11422997041978729,0.7286506320950218,0.5749849269036583,0.3119199846790716,2.795136159836399,0.5116324256549145,0.13510989059863548,1.1862564809121912,0.2045002711006687,0.20464566571207782,0.5232530832290649,0.42956437860703256,0.2852467638535496,0.11389601892395189,0.003957829831343734,0.9840365255950019,,0.003957829831343734
44.0,0.5693574208911929,1.82422118147887,94.27968,94.27968,0.5412350858791136,0.35780236074093247,0.20834196016194778,0.3353540500108712,0.32343478803069253,0.11422997041978729,0.7395811667909872,0.6111257868503653,0.3233901162200507,2.898573115618898,0.504905292048582,0.12847863208536964,1.1280344414070744,0.2045002711006687,0.2046228599972753,0.5226025581359863,0.4324978419228345,0.28789704909829483,0.11389601892395189,0.00435537021405233,1.1111554636154324,,0.00435537021405233
45.0,0.6449822156301763,2.1101999017881203,95.9488,95.9488,0.4559241291901578,0.31085576007304505,0.22497429793772253,0.3541436248135781,0.2897342182221922,0.11422997041978729,0.6885289213279842,0.5704468314969838,0.2557121425245998,2.239933301782604,0.5017595209803992,0.12709477300799485,1.1158842443198629,0.2045002711006687,0.20458346517199294,0.5155342221260071,0.4324730508964299,0.2879192201225829,0.11389601892395189,0.006260539666157762,0.5346904806792736,0.006260539666157762,
46.0,0.6331941183974623,1.759108310366771,97.93024,97.93024,0.5412350858791136,0.33077090290507755,0.2134643148062347,0.33988832856906936,0.30256170986109454,0.11422997041978729,0.706994927319958,0.5524979518504087,0.2767334794254832,2.4426595330418164,0.49897445880363867,0.12751220099641125,1.1195492362340675,0.2045002711006687,0.20463810127728962,0.5224206447601318,0.4336026270182326,0.2888962204740405,0.11389601892395189,0.00331278542522933,0.8662445499794558,,0.00331278542522933
47.0,0.6098589441711562,1.4383200472001048,99.91168,99.91168,0.5412350858791136,0.34980656052895687,0.20217097486703053,0.3250118090820785,0.314377555455331,0.11422997041978729,0.7217734586779746,0.5650707973325911,0.29745650647133237,2.65349273031025,0.4817858637855401,0.11118819454040418,0.9762254694314143,0.2045002711006687,0.2046402030088816,0.5226573944091797,0.43348383551617325,0.28921129619131736,0.11389601892395189,0.003638414227424407,0.9686782869976014,,0.003638414227424407
48.0,0.585328887409204,1.9359969597454587,101.89312,101.89312,0.5412350858791136,0.35108298467861326,0.20447875482205555,0.328898071136707,0.3182670107373909,0.11422997041978729,0.7332118313101251,0.5616817739883316,0.31528405222038086,2.8178028315400323,0.4978236364305364,0.12240471515670626,1.074705826534952,0.2045002711006687,0.20454853732423023,0.5200687646865845,0.43332958505824304,0.2887739804377672,0.11389601892395189,0.004374408140843882,1.2033534502843395,,0.004374408140843882
49.0,0.5681120452616304,1.7519798689828616,103.87456,103.87456,0.5412350858791136,0.3645903978127112,0.21144250641952456,0.3407107985929479,0.3258061578995402,0.11422997041978729,0.7463613400429274,0.5797432589387647,0.3229011951014142,2.8910799823134394,0.4927420371344301,0.11889943183515878,1.0439296558253512,0.2045002711006687,0.20453723788864786,0.5145942568778992,0.43289920699225026,0.2884962192525117,0.11389601892395189,0.004582671259845891,1.3003466902300715,,0.004582671259845891
50.0,0.6445044974916623,4.293678999096073,107.52512,107.52512,0.9971592150692714,0.31474678764102026,0.2119824104415488,0.33489632174272804,0.29441208486839315,0.11422997041978729,0.6904978701360367,0.5535331271099726,0.2590634828442065,2.27777182110012,0.484424712300054,0.11125709190923025,0.9768303840673865,0.2045002711006687,0.20454648167397296,0.5133765339851379,0.4326188336129552,0.2885014119596491,0.11389601892395189,0.004186624874061493,1.6017037548590451,0.005474542280922961,0.0037799969776534186
51.0,0.6354055351621652,2.698992502313081,109.50656,109.50656,0.5412350858791136,0.3334932002437357,0.21117438088810547,0.3375421295719021,0.3010363062446991,0.11422997041978729,0.7084580341389758,0.5646524576297814,0.2800426865286615,2.476697412664311,0.4870776538488742,0.1143572308551892,1.0040494122234884,0.2045002711006687,0.2046112115732369,0.5151640176773071,0.4324392590496847,0.2882350644708693,0.11389601892395189,0.0033969642644931875,0.9998480438953266,,0.0033969642644931875
