round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auprc_lift,fed_prevalence,fed_f1,fed_brier,fed_f1_best,fed_auroc,fed_ece,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
45.0,0.09510976369914852,7.460092081443683,293.66208,293.66208,0.9991046702896288,0.9890239195184474,1.0995431667348647,0.9069767441860465,0.7083531922866756,0.21413159990547598,0.9701826402236798,0.9471545078050334,0.3851714533428813,0.39539578875830006,0.3751465141356838,0.9592494608457095,0.9919005513128663,0.0,0.9832657200811359,0.4864996373653412,0.48052092691014825,0.262734984614356,0.9670822942643391,0.00011678068517545683,0.07068161163024911,3.2047268264167045e-05,0.0001307968079417172
46.0,0.09564417151845116,12.777934580214326,293.66208,293.66208,0.0,0.9945653764602932,1.1079259614502501,0.9069767441860465,0.8177732253060761,0.17562622163217642,0.9743593189457966,0.9726766941246073,0.2621655827474802,0.15234492343179015,0.3751465141356838,0.9592494608457095,0.9919005513128663,0.0,0.9832657200811359,0.4864996373653412,0.48052092691014825,0.262734984614356,0.9670822942643391,0.0,0.0,,
47.0,0.06912321145922024,6.526065921359174,293.66208,293.66208,0.0,0.987965507317133,1.100772545029008,0.9069767441860465,0.909807490286292,0.12592478360398837,0.965061444023403,0.9021446775588221,0.16194208395060933,0.2673030906670921,0.3751465141356838,0.9592494608457095,0.9919005513128663,0.0,0.9832657200811359,0.4864996373653412,0.48052092691014825,0.262734984614356,0.9670822942643391,0.0,0.0,,
48.0,0.06547136866399651,1.7222578186530966,293.66208,293.66208,0.0,0.991878489326945,1.1049896603479163,0.9069767441860465,0.8921385256771052,0.11283452528519446,0.9672311174629706,0.9430991216492967,0.18482671803686504,0.16343246878579604,0.3751465141356838,0.9592494608457095,0.9919005513128663,0.0,0.9832657200811359,0.4864996373653412,0.48052092691014825,0.262734984614356,0.9670822942643391,0.0,0.0,,
49.0,0.08944188313389236,8.999949733704966,313.239552,313.239552,0.9991046702896288,0.9888182832136134,1.0993113251173807,0.9069767441860465,0.5455164416404726,0.24818799542321585,0.9673849282536043,0.9447661675692895,0.37897666786299183,0.4677196057036865,0.4022418616281432,0.9623370775273781,0.9950932647975209,0.0,0.9832657200811359,0.48654061555862427,0.48048331950073525,0.26269869425862435,0.9670822942643391,0.00010782326712105184,0.06528242728182931,2.9194122360892904e-05,0.00012082463907948403
50.0,0.08642807645201607,7.307970407239797,313.239552,313.239552,0.0,0.9942334935837132,1.10755858140194,0.9069767441860465,0.8822238372093023,0.12807488152086163,0.976887142431818,0.9700962544941518,0.19615172152948931,0.20198832547595333,0.4022418616281432,0.9623370775273781,0.9950932647975209,0.0,0.9832657200811359,0.48654061555862427,0.48048331950073525,0.26269869425862435,0.9670822942643391,0.0,0.0,,
51.0,0.06201197214123484,4.766395890207776,313.239552,313.239552,0.0,0.994364653795317,1.1077148594338522,0.9069767441860465,0.9080800078602225,0.110979454846158,0.976852937386259,0.970425977335821,0.15442658823719893,0.23291784791319176,0.4022418616281432,0.9623370775273781,0.9950932647975209,0.0,0.9832657200811359,0.48654061555862427,0.48048331950073525,0.26269869425862435,0.9670822942643391,0.0,0.0,,
52.0,0.06329240617853199,3.744425199869852,313.239552,313.239552,0.0,0.9923312473814443,1.1054893903410135,0.9069767441860465,0.9334677165615369,0.0713336619770923,0.9692498359699642,0.9473539798844036,0.0945438928902149,0.20969901833423346,0.4022418616281432,0.9623370775273781,0.9950932647975209,0.0,0.9832657200811359,0.48654061555862427,0.48048331950073525,0.26269869425862435,0.9670822942643391,0.0,0.0,,
53.0,0.09483528443288824,5.994528196869824,332.817024,332.817024,0.9991046702896288,0.9887453479780026,1.0992301419554882,0.9069767441860465,0.7041455726074248,0.18888113545686855,0.96772249317168,0.9441210576616756,0.3284857312260671,0.45813501678233914,0.40452748214481066,0.9620934007294341,0.9948412936887651,0.0,0.9832657200811359,0.48661932349205017,0.4804054820329471,0.26262388754440935,0.9670822942643391,0.00011694553412872425,0.07083037079075893,3.253704587041568e-05,0.00013089757422239526
54.0,0.09045476290657675,8.426306537561166,332.817024,332.817024,0.0,0.9922454723306153,1.1054143155963407,0.9069767441860465,0.9143167530742795,0.10586153823515232,0.9744571618716624,0.9489739225413005,0.16278924181364304,0.11274129935475281,0.40452748214481066,0.9620934007294341,0.9948412936887651,0.0,0.9832657200811359,0.48661932349205017,0.4804054820329471,0.26262388754440935,0.9670822942643391,0.0,0.0,,
55.0,0.06155799033630259,4.188516370177133,332.817024,332.817024,0.0,0.9941261457264245,1.1074574863105828,0.9069767441860465,0.8494657870071088,0.1738382382628691,0.9791656935475783,0.9679143494288444,0.22918456174476548,0.08798540496635575,0.40452748214481066,0.9620934007294341,0.9948412936887651,0.0,0.9832657200811359,0.48661932349205017,0.4804054820329471,0.26262388754440935,0.9670822942643391,0.0,0.0,,
56.0,0.056430310920365157,1.5694972824261588,332.817024,332.817024,0.0,0.990698410606866,1.1034410279081261,0.9069767441860465,0.9002899514899515,0.11357105190851084,0.9771517909489377,0.932900104673918,0.15981628251976746,0.20721283775082852,0.40452748214481066,0.9620934007294341,0.9948412936887651,0.0,0.9832657200811359,0.48661932349205017,0.4804054820329471,0.26262388754440935,0.9670822942643391,0.0,0.0,,
57.0,0.08310051194605843,6.262953324139055,352.394496,352.394496,0.9991046702896288,0.9892942102054617,1.0998374935902662,0.9069767441860465,0.7126764874769891,0.1768623683377752,0.9725702082247202,0.9494740363172985,0.32703327280144356,0.46796064113461694,0.42164033319267974,0.9645528055679742,0.9973844121525468,0.0,0.9832657200811359,0.48668771982192993,0.48033707330649034,0.26255806552475236,0.9670822942643391,0.00010143242146718353,0.061455776805544815,2.8321571933834702e-05,0.00011351225147199422
58.0,0.08056798966443653,6.4742703808955415,352.394496,352.394496,0.0,0.9935836742650122,1.1068537871643895,0.9069767441860465,0.9560337356717203,0.05795812311938017,0.9716482583410267,0.9621083602603193,0.10407647403866742,0.3665547846361648,0.42164033319267974,0.9645528055679742,0.9973844121525468,0.0,0.9832657200811359,0.48668771982192993,0.48033707330649034,0.26255806552475236,0.9670822942643391,0.0,0.0,,
59.0,0.0612922792581327,3.3910676097409977,352.394496,352.394496,0.0,0.991468120786595,1.104528809756643,0.9069767441860465,0.928825065513483,0.08619483888810063,0.9693660242223852,0.9406419696900741,0.12167977436857165,0.13877418025635008,0.42164033319267974,0.9645528055679742,0.9973844121525468,0.0,0.9832657200811359,0.48668771982192993,0.48033707330649034,0.26255806552475236,0.9670822942643391,0.0,0.0,,
60.0,0.053951330378408206,3.2194569850484385,352.394496,352.394496,0.0,0.9896141863365218,1.1022005363068004,0.9069767441860465,0.9379165827432873,0.08531840859124505,0.9697660417512566,0.9266812451645199,0.11894730426111189,0.22317193386166595,0.42164033319267974,0.9645528055679742,0.9973844121525468,0.0,0.9832657200811359,0.48668771982192993,0.48033707330649034,0.26255806552475236,0.9670822942643391,0.0,0.0,,
