round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1,fed_f1_best,fed_auprc_lift,fed_ece,fed_brier,fed_auroc,fed_auprc,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.5742152399803768,1.116748459137225,88.33536,88.33536,0.5412350858791136,0.11183134046570166,0.10207476761599829,0.31999344777333366,2.403710966184991,0.0789576920356878,0.10824695768966919,0.6931628347232497,0.26389482797732167,0.2606724217927928,0.3416550337432168,0.08093706196545841,0.7106223969030903,0.11667924528301887,0.2045002711006687,0.4055362641811371,0.3929221020985504,0.26003345259297445,0.11389601892395189,0.0036383108597287665,0.7885664557106793,,0.0036383108597287665
42.0,0.5478140716589252,0.9568497158755264,90.3168,90.3168,0.5412350858791136,0.11183134046570166,0.10343460136098687,0.333593805575737,2.6671976153743038,0.08214273398608447,0.10683142361987373,0.705593563797338,0.28675861298504135,0.26725967383707283,0.34196449067372436,0.08096998538410374,0.7109114624819961,0.11376146788990826,0.2045002711006687,0.4111114740371704,0.39092172816005033,0.2585882170102373,0.11389601892395189,0.004032540857814358,0.8894250633893535,,0.004032540857814358
43.0,0.5259840482989986,1.3489746332985657,92.29824,92.29824,0.5412350858791136,0.11183134046570166,0.11550938498289282,0.346137382965797,2.849541881090055,0.07805903969851863,0.10431899810295825,0.7188184514656283,0.3033751899269765,0.2754712148178591,0.34292346957804576,0.08109423809035876,0.7120023935560487,0.11154976900461991,0.2045002711006687,0.42792510986328125,0.3874540093098813,0.25520757151528983,0.11389601892395189,0.004775244495366805,1.0809110684785992,,0.004775244495366805
44.0,0.5130409017685056,1.477388098358437,94.27968,94.27968,0.5412350858791136,0.11183134046570166,0.14406067591419083,0.3555673414470836,2.993818228811692,0.0701784494710861,0.10195437569681509,0.7290117306090351,0.31742321932724576,0.26271297962805096,0.3440700878848145,0.08127093555035719,0.7135537863234852,0.1087202718006795,0.2045002711006687,0.4355117380619049,0.38596448251720983,0.25371559539166116,0.11389601892395189,0.005115912774007653,1.198215713724494,,0.005115912774007653
45.0,0.5787723566211177,1.4927488332840153,95.9488,95.9488,0.4559241291901578,0.11183134046570166,0.09714173784227333,0.30658047247377573,2.2622510649028134,0.08044442740380948,0.10985236992288108,0.6811176826335522,0.25170691128220773,0.2308682464367942,0.3441811630821835,0.08130418684689752,0.7138457306500251,0.10659109607825212,0.2045002711006687,0.4328727722167969,0.3841892420027622,0.2520505811140265,0.11389601892395189,0.005908659736222233,0.5282257944345474,0.005908659736222233,
46.0,0.5747102225844962,1.4660481834130292,97.93024,97.93024,0.5412350858791136,0.11183134046570166,0.08830770879496923,0.324071490221884,2.4610207900771526,0.08022892746666727,0.10840843790582064,0.6977790029681145,0.26861165818966326,0.2381122945595117,0.34478131551284413,0.0814049089817733,0.7147300647630815,0.09618104667609619,0.2045002711006687,0.4357732832431793,0.37946229565634965,0.24778487073271813,0.11389601892395189,0.0037759644248329554,0.9090734223136678,,0.0037759644248329554
47.0,0.5474483694000176,1.1022897375319027,99.91168,99.91168,0.5412350858791136,0.11183134046570166,0.128744234303322,0.34358941219318473,2.7437055630084557,0.0712258107253893,0.10527526189777746,0.7123172098313425,0.2942623812549326,0.27219788304959697,0.34310250005659804,0.08117759590399981,0.7127342700029042,0.10132071752414745,0.2045002711006687,0.4207026958465576,0.38148476687619537,0.24990697447160978,0.11389601892395189,0.0036561800376164444,0.8987382656196132,,0.0036561800376164444
48.0,0.5298088405299926,1.4841857049449887,101.89312,101.89312,0.5412350858791136,0.11183134046570166,0.10667225139700248,0.35228493585608944,2.9099844332292175,0.07204325026101718,0.10352445953789242,0.7220414334346122,0.3098444870365921,0.2681600570472401,0.34317944074522866,0.08120550538587404,0.7129793135271459,0.10324199150906986,0.2045002711006687,0.4320099949836731,0.3823350473321182,0.2504809600163184,0.11389601892395189,0.004191502438119461,1.056797353317961,,0.004191502438119461
49.0,0.508035452802622,1.4109568264727268,103.87456,103.87456,0.5412350858791136,0.11183134046570166,0.15450656266461074,0.3669906182980803,3.0556686644299687,0.07697672507960245,0.10265849956219053,0.7362803802565326,0.32641870274720963,0.2835689397166553,0.3441383318033878,0.08135191814331605,0.7142648084796935,0.10178363706863125,0.20450951154489178,0.4374345541000366,0.38280636561289483,0.25086564300464587,0.11389601892395189,0.004047862351702812,1.0501977298408747,,0.004047862351702812
50.0,0.5790773081512492,1.6091124068003784,107.52512,107.52512,0.9971592150692714,0.11183134046570166,0.07846354579422579,0.3075194365795392,2.270009055836721,0.0915254244985864,0.11233839379397953,0.6782656238163963,0.2528448304873849,0.25678467005209915,0.34631474557065844,0.0816152622556934,0.7165769534946408,0.09307088405961998,0.20450951154489178,0.4374005198478699,0.377633606318385,0.24659361586256104,0.11389601892395189,0.004053040271463271,1.4630226350855082,0.005188321159498037,0.0036387656236282102
51.0,0.5748507842791601,1.2986168717875135,109.50656,109.50656,0.5412350858791136,0.11183134046570166,0.09673115882752278,0.32457945843020436,2.459830196510691,0.08560559963784019,0.10888495912243429,0.6963819264553343,0.2716993902289777,0.26917498791889244,0.3470980948978497,0.08169087661681818,0.7172408429074504,0.08692412765429032,0.2045002711006687,0.4356773793697357,0.3747110027114712,0.24408893068643997,0.11389601892395189,0.003354721179772244,0.8983168818522245,,0.003354721179772244
