round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_f1,fed_auprc_lift,fed_brier,fed_prevalence,fed_auroc,fed_auprc,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
37.0,0.698620953486427,67.11838719637696,78.74048,78.74048,0.5412350858791136,0.35730663928120326,0.48120052400609403,0.20928610627217362,1.7683500655248374,0.22343359747959146,0.109663204280768,0.634152875291885,0.1900577708193058,0.26106438499818263,0.56485018288818,0.15928941285512463,1.3985511904633103,0.21259590792838876,0.21626847120563455,0.47271835803985596,0.4520648712487948,0.3495408717853267,0.11389601892395189,0.0001518712174797716,1.2073757285252213,,0.0001518712174797716
38.0,0.696276144816901,59.40780255564223,80.72192,80.72192,0.5412350858791136,0.3588511973535035,0.4844158057094108,0.22264693260160168,1.8486107167529664,0.22367954780214824,0.109663204280768,0.6429430131961612,0.1998211168824218,0.26610775549750026,0.553454628134897,0.1532593851618071,1.3456079203623266,0.20629849383842994,0.21064155901029122,0.3929866850376129,0.4671449491794112,0.36362095237600406,0.11389601892395189,0.00012094443826958822,0.9929549256339669,,0.00012094443826958822
39.0,0.6878339298865932,57.59503299588107,82.70336,82.70336,0.5412350858791136,0.37202163325622084,0.4942555160409142,0.24410406654980993,1.8986822392027203,0.23310134178202244,0.109663204280768,0.6439599447636694,0.20440495131131056,0.2718129359840941,0.5748104568457234,0.16694244978018752,1.465744381211907,0.21396879919851153,0.2199546485260771,0.7493562698364258,0.4939833465943025,0.3798028413733334,0.11389601892395189,0.0001245574431983606,1.0524690435267985,,0.0001245574431983606
40.0,0.6946074344087171,52.27522742287691,86.35392,86.35392,0.9971592150692714,0.357016430004873,0.4840709074191939,0.2161733677925635,1.747950586993036,0.22331028449574494,0.109663204280768,0.6191070883972148,0.18392640272839073,0.2505774112189314,0.5197060150375562,0.13351711990901283,1.1722720527937145,0.20319354272679419,0.207924353769464,0.4611665904521942,0.6018799503457237,0.5134355282791859,0.11389601892395189,0.00015958183254597249,1.6651750097516924,0.00027245163676898286,0.00013759379198265674
41.0,0.6991964928641539,92.04535060615748,88.33536,88.33536,0.5412350858791136,0.36242831149096005,0.4825069161492546,0.17773241193214886,1.6796237713565925,0.227082010837687,0.109663204280768,0.6112667179172444,0.1793847212322885,0.2521313878878509,0.5019013548839881,0.12533200835625496,1.1004072797306363,0.1991321118611379,0.20576170943432223,0.4282139837741852,0.5920600348984077,0.49708205907455116,0.11389601892395189,0.00015749226888363456,1.4152589342556894,,0.00015749226888363456
42.0,0.7002745929125022,68.41908463807857,90.3168,90.3168,0.5412350858791136,0.3592587244113849,0.4901192381429267,0.21443171882190287,1.8000473506049492,0.22419099745270424,0.109663204280768,0.6325913883299381,0.19219185725586535,0.26505309282211414,0.48289234894563776,0.11485808976721243,1.0084469224855253,0.1979918971287652,0.20553547650751378,0.4270288944244385,0.6124696503608851,0.5264783842570658,0.11389601892395189,0.00012536478250426686,1.1569790488574654,,0.00012536478250426686
43.0,0.7001752294192097,74.08426317793652,92.29824,92.29824,0.5412350858791136,0.36718333482573456,0.49011155123938777,0.22816150036235563,1.8677228190346449,0.2297500950084075,0.109663204280768,0.6382163182586889,0.19910445335846427,0.27204992343905293,0.48442463700334354,0.11438936937578023,1.0043315864460352,0.19701597744360902,0.2051587483392129,0.2818243205547333,0.6059273422523297,0.5162456042794048,0.11389601892395189,0.000109656367326336,1.0341644403524697,,0.000109656367326336
44.0,0.6963638414763624,116.83501500563345,94.27968,94.27968,0.5412350858791136,0.35708629916796414,0.4835457426611642,0.19608144922568105,1.792178443437857,0.22269256032807838,0.109663204280768,0.6337723343589053,0.18996098613473414,0.26449271390881646,0.4664516761524626,0.10628081897311112,0.9331390155442972,0.19495373297315938,0.20499498678333788,0.2891983687877655,0.6351879360319733,0.5540766727671351,0.11389601892395189,0.00011487637790436736,1.1107770749367774,,0.00011487637790436736
45.0,0.6921790926887337,68.31373093319132,95.9488,95.9488,0.4559241291901578,0.3635922368982883,0.4829386977587326,0.18396279272857302,1.6462328481316957,0.22835022182524778,0.109663204280768,0.5988471337443565,0.17469704461395058,0.24756506138908427,0.4626442979884383,0.10729543103446391,0.9420472466742216,0.1942356567349808,0.20470801267541872,0.11684872210025787,0.6801309416234074,0.612476857922477,0.11389601892395189,0.00025150209757626463,0.48084220523014665,0.00025150209757626463,
46.0,0.7061318987116442,86.71614283727448,97.93024,97.93024,0.5412350858791136,0.35530338833682523,0.48536053126924694,0.192229920798786,1.705232002250019,0.22214972098519634,0.109663204280768,0.6183309683108764,0.18114707689120776,0.25331162444089966,0.46537387903904737,0.10591084557128286,0.9298906719645688,0.19010910815939278,0.2049284290632361,0.04975084960460663,0.617738017961756,0.5377540779217869,0.11389601892395189,0.00012092606219173793,1.196682252222672,,0.00012092606219173793
47.0,0.6996838033654187,76.48685721456499,99.91168,99.91168,0.5412350858791136,0.34694764718699467,0.4820775255021488,0.20318605170160944,1.7720910928316067,0.21580198970512113,0.109663204280768,0.632811652217209,0.18866208523024794,0.2639754617628488,0.4368221821498707,0.09729850323986357,0.8542748390953818,0.1870138654041258,0.2049191466231825,0.09909992665052414,0.6525678334862588,0.5835978819271812,0.11389601892395189,0.00010821132687934537,1.098893825430423,,0.00010821132687934537
48.0,0.7063076210495669,117.63954398427711,101.89312,101.89312,0.5412350858791136,0.36383251119305354,0.486227425410382,0.207807428139433,1.750341179687005,0.2276772509317038,0.109663204280768,0.6293965979666335,0.18873668031857085,0.25914929995612257,0.44670014425343785,0.10013619231734724,0.8791895736426745,0.1873379802984043,0.20478001086366107,0.12490561604499817,0.6390229370088807,0.5633149057322745,0.11389601892395189,0.00010320087911063928,1.0727993668988347,,0.00010320087911063928
49.0,0.6971608120714802,84.33546163579896,103.87456,103.87456,0.5412350858791136,0.3696725502174006,0.492773558031961,0.22915411552420376,1.7861118941635385,0.23145478928139032,0.109663204280768,0.631848213771756,0.19269496203988493,0.2615692950394198,0.46685509082816296,0.10627082810888712,0.9330512963744932,0.1912991299129913,0.20554239009527492,0.47246530652046204,0.6184989737164233,0.5385132949158501,0.11389601892395189,9.208263534420199e-05,0.9812678617890924,,9.208263534420199e-05
50.0,0.6967383826431598,96.5267782840138,107.52512,107.52512,0.9971592150692714,0.35558909662384486,0.48211264832236694,0.18941012257173626,1.564183954619586,0.2230067045216157,0.109663204280768,0.6084341447571042,0.16623999691100344,0.2495623772687583,0.4625072454259632,0.10257136675357513,0.9005702545412214,0.1794066317626527,0.20452799493876814,0.006259963847696781,0.5571244228280676,0.4707799329372027,0.11389601892395189,0.00011911684741477192,1.5536616300232708,0.00020762762014648142,0.00010179491126369084
51.0,0.709999580040074,102.7765712863054,109.50656,109.50656,0.5412350858791136,0.36383513571764253,0.48088149062147073,0.15398308158657464,1.5091331541343047,0.2288250940324771,0.109663204280768,0.5939659581229462,0.1625412859677109,0.23906352414019952,0.4781656857931522,0.10489946831200692,0.9210108421967589,0.1742759369000918,0.20450951154489178,0.008869979530572891,0.5124917519798647,0.4150407877290126,0.11389601892395189,0.00011024095665531462,1.2278419090434909,,0.00011024095665531462
