round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_brier,fed_auprc,fed_auprc_lift,fed_prevalence,fed_ece,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,9.19524698951897,852.138038310714,90.3168,90.3168,0.5412350858791136,0.6754570256284868,0.5932497540947174,0.2457639860208337,0.23707819955269044,2.175669495760529,0.11164254247954684,0.3866527662722099,0.2772413635075537,0.3146760374455786,0.6554804284021399,0.20056823468531798,1.7609766924271246,0.007867132867132868,0.27398568019093084,0.4832965135574341,0.36074363155773936,0.22972885406268972,0.11389601892395189,0.003860544380870887,0.6510320258093998,,0.003860544380870887
43.0,8.88715583325882,845.9622980255459,92.29824,92.29824,0.5412350858791136,0.681257225197229,0.5921368247593176,0.2358461085021633,0.2516861027311711,2.3137040431258766,0.11164254247954684,0.3750879324086436,0.29188316540274944,0.3216669640523939,0.657866669002538,0.2033943742139636,1.7857900226501295,0.031502767134951044,0.27467906153165117,0.46924707293510437,0.3602956769927662,0.22940874558846347,0.11389601892395189,0.00387080803571398,0.6662564736325294,,0.00387080803571398
44.0,8.680722501210065,911.7414797530234,94.27968,94.27968,0.5412350858791136,0.6819734243788016,0.5977562508600323,0.23596825515619438,0.25577260452206135,2.37517139540701,0.11164254247954684,0.3754982856007924,0.2960309595023076,0.32535517106905315,0.6542269766126911,0.19524116725769722,1.7142053699704753,0.00874508089199825,0.27391742195367574,0.469720721244812,0.3605806802841142,0.2296340996567514,0.11389601892395189,0.005329441313961599,0.9360386455664411,,0.005329441313961599
45.0,9.388215715709537,916.1986689114976,95.9488,95.9488,0.4559241291901578,0.6655913499813283,0.5425253309286037,0.23392004330489916,0.23447226079981273,2.1415595589803513,0.11164254247954684,0.3715615526976414,0.2851355209667934,0.3025879407993221,0.6519217427232883,0.194586633744612,1.7084586062181597,0.011279826464208243,0.27115108851518704,0.4764666259288788,0.35898194628366853,0.2285197539919957,0.11389601892395189,0.005558705463897141,0.4244997364003211,0.005558705463897141,
46.0,9.4973555080928,798.3656952483979,97.93024,97.93024,0.5412350858791136,0.6684701378777378,0.5878877038528815,0.24381226469353895,0.23725547139941883,2.171984772340405,0.11164254247954684,0.3842870771341011,0.27617958055502567,0.30532005759466313,0.6443748287313573,0.19928797753627756,1.749736113861378,0.10816859380828049,0.27125294271514516,0.4831988513469696,0.36188412488715815,0.23068998829747345,0.11389601892395189,0.004421539302962031,0.7919646258233115,,0.004421539302962031
47.0,9.154019953828424,909.4321654280981,99.91168,99.91168,0.5412350858791136,0.6715001217926837,0.5654213026794265,0.23678941695004452,0.2394223714865187,2.209447558705797,0.11164254247954684,0.3760670833219289,0.2875051227925137,0.3081757969041718,0.6441544352598633,0.20311439398004266,1.7833318135172194,0.04896265560165975,0.27106909865530554,0.4798511862754822,0.359992242872196,0.22933775932372255,0.11389601892395189,0.004008358840018286,0.7295236063073389,,0.004008358840018286
48.0,8.875286181581654,1070.2434810131376,101.89312,101.89312,0.5412350858791136,0.6748514143644367,0.5707747895643349,0.2310826138482697,0.2444783361913873,2.258546382268175,0.11164254247954684,0.3688984944450547,0.29761894041025483,0.3179236379375481,0.6396264926757134,0.20216406013717647,1.7749879411690495,0.03563852354688163,0.2712799297981697,0.4708752930164337,0.36035731458821135,0.22964263847750266,0.11389601892395189,0.003976980204330982,0.7361849271692336,,0.003976980204330982
49.0,8.716002303495483,692.5892955522365,103.87456,103.87456,0.5412350858791136,0.6781793692733736,0.5626209372878448,0.2326466938528664,0.24993057904830865,2.309524989438167,0.11164254247954684,0.37112290518811997,0.2971867891331362,0.3177629967160573,0.649741714713916,0.20438296329128153,1.7944697735901336,0.03391267486222976,0.27159848385831914,0.4737646281719208,0.359451720970939,0.2288976910690281,0.11389601892395189,0.004628943000123159,0.8740561428130604,,0.004628943000123159
50.0,9.447024663420615,913.1098215345635,107.52512,107.52512,0.9971592150692714,0.6646754208714422,0.5733389014264484,0.23928318454014524,0.23434863352238905,2.133675599479321,0.11164254247954684,0.37848163486802394,0.27988656953183927,0.3009531933909827,0.6488002799431298,0.1954690693870645,1.7162063365672047,0.0,0.2727791082221462,0.4690573811531067,0.3591656163061107,0.22866794315355793,0.11389601892395189,0.004019774514484904,1.1010476774536073,0.005449106431589913,0.0034217572892700082
51.0,9.480206508099373,799.9937036389327,109.50656,109.50656,0.5412350858791136,0.6699098483145737,0.5892570491141684,0.241544887091953,0.2366971490905896,2.1659957388447695,0.11164254247954684,0.3816528756281652,0.2837548757634914,0.30241280036404045,0.6469104203569376,0.1966603027665254,1.726665291943479,0.0008833922261484099,0.2711202938475666,0.46902427077293396,0.35990001482100553,0.22930790429322653,0.11389601892395189,0.002870514934643155,0.5626818438759074,,0.002870514934643155
