round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auroc,fed_f1_best_threshold,fed_f1,fed_prevalence,fed_auprc_lift,fed_ece,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.5780433312260584,0.7265538151431974,51.10784,51.10784,0.9971592150692714,0.3150071189177594,0.6766035493046045,0.24637271291757756,0.09417159538695738,0.11468496254799518,2.322890646696748,0.08307319987360569,0.110033004865061,0.26428921857125326,0.6248648361300121,0.19823309911455833,1.7404743465785062,0.20454648167397296,0.251626209741393,0.5302409529685974,0.4137385560438578,0.2717131562428995,0.11389601892395189,0.006060091452818348,1.3405184247530997,0.004255230828529912,0.0077714335202732614
42.0,0.5758655906965862,0.5925524898274591,51.10784,51.10784,0.0,0.3281476925427194,0.6930340831521506,0.2670250519563307,0.115854461247883,0.11468496254799518,2.551213399636957,0.08786763804591592,0.10897342246736193,0.2870557816067209,0.6248648361300121,0.19823309911455833,1.7404743465785062,0.20454648167397296,0.251626209741393,0.5302409529685974,0.4137385560438578,0.2717131562428995,0.11389601892395189,0.0,0.0,,
43.0,0.5512288017628135,0.6175074090183704,51.10784,51.10784,0.0,0.3396289363411937,0.7034471390659358,0.24436494984567933,0.14142373872000868,0.11468496254799518,2.6813963509759464,0.0798024795993132,0.10692242586920875,0.2996495084388822,0.6248648361300121,0.19823309911455833,1.7404743465785062,0.20454648167397296,0.251626209741393,0.5302409529685974,0.4137385560438578,0.2717131562428995,0.11389601892395189,0.0,0.0,,
44.0,0.532186456515399,0.722906313931556,51.10784,51.10784,0.0,0.3567410328224169,0.7134216722494612,0.2471269440765744,0.160410965646791,0.11468496254799518,2.866498558692742,0.064333290339944,0.10357516626963503,0.3187862440063652,0.6248648361300121,0.19823309911455833,1.7404743465785062,0.20454648167397296,0.251626209741393,0.5302409529685974,0.4137385560438578,0.2717131562428995,0.11389601892395189,0.0,0.0,,
45.0,0.5717693470451717,0.7256762645551869,54.7584,54.7584,0.9971592150692714,0.3154573308540885,0.6775863437903162,0.2370618333562982,0.09127897493294711,0.11468496254799518,2.324762122674878,0.07024933861701875,0.1081778947854116,0.26311246480372874,0.6455578404481781,0.20523234275687288,1.801927272751351,0.2046112115732369,0.2639683238011439,0.5298621654510498,0.4121348210115235,0.27017216043348286,0.11389601892395189,0.0063663029387138765,1.478213836089708,0.00390136366629384,0.008746779244954447
46.0,0.5725376861601987,0.7062048500727686,54.7584,54.7584,0.0,0.32883632326766,0.6922620460432688,0.24284522995693214,0.10884150500081448,0.11468496254799518,2.5307012265423543,0.07482531110013889,0.10807204775047977,0.2849228622504413,0.6455578404481781,0.20523234275687288,1.801927272751351,0.2046112115732369,0.2639683238011439,0.5298621654510498,0.4121348210115235,0.27017216043348286,0.11389601892395189,0.0,0.0,,
47.0,0.5494133530837555,0.648208101717758,54.7584,54.7584,0.0,0.33767723773042113,0.7075413374702038,0.25813305619012533,0.13548527398822874,0.11468496254799518,2.74234803303017,0.07026924012643769,0.10605957876874646,0.30630369243841,0.6455578404481781,0.20523234275687288,1.801927272751351,0.2046112115732369,0.2639683238011439,0.5298621654510498,0.4121348210115235,0.27017216043348286,0.11389601892395189,0.0,0.0,,
48.0,0.5256338599287548,0.7371763820063735,54.7584,54.7584,0.0,0.349213942321744,0.7164300172356491,0.2386247118880001,0.1355493907041764,0.11468496254799518,2.8510996028074986,0.06511151468518431,0.10239256968066768,0.31782035499665523,0.6455578404481781,0.20523234275687288,1.801927272751351,0.2046112115732369,0.2639683238011439,0.5298621654510498,0.4121348210115235,0.27017216043348286,0.11389601892395189,0.0,0.0,,
49.0,0.5751346985806957,0.8171593983602456,58.40896,58.40896,0.9971592150692714,0.31841197622926,0.6790165191854624,0.24932156798184799,0.09739614223243262,0.11468496254799518,2.3542312536613803,0.08033441385739531,0.10967534831126446,0.2681642564737848,0.6392870676544457,0.19949714693048776,1.7515726082023249,0.2046019619366213,0.2614459688607985,0.5288383364677429,0.41131508706458236,0.2695508295968501,0.11389601892395189,0.005823730562820486,1.4247269541956484,0.0035737628119126095,0.008021419282458088
50.0,0.5720391339712432,0.7391982573501338,58.40896,58.40896,0.0,0.3293972053862596,0.693189729024142,0.2463355515938449,0.11951932634633855,0.11468496254799518,2.5498254107506173,0.07571030309756305,0.10881045087109376,0.287446046603544,0.6392870676544457,0.19949714693048776,1.7515726082023249,0.2046019619366213,0.2614459688607985,0.5288383364677429,0.41131508706458236,0.2695508295968501,0.11389601892395189,0.0,0.0,,
51.0,0.5494657319958163,0.6539409035122983,58.40896,58.40896,0.0,0.347808451216371,0.7078526518035608,0.23852381311193344,0.1504708959181875,0.11468496254799518,2.762366814109913,0.07251654570352334,0.10543283381565723,0.31034676917910764,0.6392870676544457,0.19949714693048776,1.7515726082023249,0.2046019619366213,0.2614459688607985,0.5288383364677429,0.41131508706458236,0.2695508295968501,0.11389601892395189,0.0,0.0,,
52.0,0.5293060184217248,0.7873589019019189,58.40896,58.40896,0.0,0.35956109552079535,0.7181954728427937,0.27063989955557893,0.16223171958691146,0.11468496254799518,2.9389510587665195,0.06927167724953788,0.10390749607697032,0.32663278786255484,0.6392870676544457,0.19949714693048776,1.7515726082023249,0.2046019619366213,0.2614459688607985,0.5288383364677429,0.41131508706458236,0.2695508295968501,0.11389601892395189,0.0,0.0,,
53.0,0.5738288296709688,0.7833539015161051,62.05952,62.05952,0.9971592150692714,0.3201969637740803,0.679668227461597,0.24508169877838287,0.10359691959220481,0.11468496254799518,2.3950347095597424,0.06626303551179624,0.10724826553449508,0.27258177102130127,0.5547010522313705,0.14884028632530388,1.3068085059644112,0.20454648167397296,0.2093249826026444,0.5292953252792358,0.41601128140713317,0.273865754377448,0.11389601892395189,0.00562054217305261,1.4388218011008576,0.003563756213126716,0.007660049202569023
54.0,0.575471093489399,0.8649717353207533,62.05952,62.05952,0.0,0.3382453641499254,0.6980253700180963,0.24792328029880356,0.14295681365969246,0.11468496254799518,2.62053427300683,0.0748408199372659,0.10818687184628786,0.2949864507597891,0.5547010522313705,0.14884028632530388,1.3068085059644112,0.20454648167397296,0.2093249826026444,0.5292953252792358,0.41601128140713317,0.273865754377448,0.11389601892395189,0.0,0.0,,
55.0,0.5482706113318006,0.8222246346517394,62.05952,62.05952,0.0,0.3472909753776688,0.7097238286427601,0.2540571561500935,0.1706856626709398,0.11468496254799518,2.822899851483814,0.07141882474270123,0.10487323975338582,0.31631276762617866,0.5547010522313705,0.14884028632530388,1.3068085059644112,0.20454648167397296,0.2093249826026444,0.5292953252792358,0.41601128140713317,0.273865754377448,0.11389601892395189,0.0,0.0,,
56.0,0.5314559339930953,0.8146161769828902,62.05952,62.05952,0.0,0.36111356350764895,0.7182354731233254,0.2380238086268443,0.17918145256043438,0.11468496254799518,2.97101683873519,0.06639733097974772,0.10249306314402573,0.3296617602377721,0.5547010522313705,0.14884028632530388,1.3068085059644112,0.20454648167397296,0.2093249826026444,0.5292953252792358,0.41601128140713317,0.273865754377448,0.11389601892395189,0.0,0.0,,
57.0,0.5785808829851286,0.982621123012293,65.71008,65.71008,0.9971592150692714,0.3206901319812166,0.6809795253079481,0.25359766371559894,0.09718351772323346,0.11468496254799518,2.4341002174182775,0.0780982367098547,0.10935696309155715,0.27664631962269653,0.49427310789531687,0.1110508763823144,0.9750198244985439,0.20451875282422052,0.2060818824422411,0.526220977306366,0.4164050922635469,0.2743282937346649,0.11389601892395189,0.0052199784159670925,1.3998428805498406,0.003227348044600998,0.007225192212073403
58.0,0.5771556517903275,0.8556638883454971,65.71008,65.71008,0.0,0.33079958985159885,0.6961448336842253,0.24064521615055148,0.12837643333116266,0.11468496254799518,2.651899392655555,0.07640649607076667,0.10816499521656933,0.2969073812200018,0.49427310789531687,0.1110508763823144,0.9750198244985439,0.20451875282422052,0.2060818824422411,0.526220977306366,0.4164050922635469,0.2743282937346649,0.11389601892395189,0.0,0.0,,
59.0,0.5453877222598502,0.7341916119375509,65.71008,65.71008,0.0,0.34931231594169293,0.7102653583868485,0.2560987047831857,0.17132907538764167,0.11468496254799518,2.906557888449766,0.07264062962374324,0.10502788251811894,0.3229153717027409,0.49427310789531687,0.1110508763823144,0.9750198244985439,0.20451875282422052,0.2060818824422411,0.526220977306366,0.4164050922635469,0.2743282937346649,0.11389601892395189,0.0,0.0,,
60.0,0.5305386105753269,1.015205439581287,65.71008,65.71008,0.0,0.3601974665717303,0.7192431420815163,0.2508227927569829,0.20174023226522814,0.11468496254799518,3.0266314329595114,0.0691737233870713,0.10284988740213745,0.3341720838510351,0.49427310789531687,0.1110508763823144,0.9750198244985439,0.20451875282422052,0.2060818824422411,0.526220977306366,0.4164050922635469,0.2743282937346649,0.11389601892395189,0.0,0.0,,
