round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_f1_best_threshold,fed_auprc_lift,fed_f1,fed_brier,fed_auroc,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
43.0,0.6358254743729532,0.7325539570432535,157.42128,157.42128,1.0,0.3308708777877016,0.26367809708155054,0.5849105858684981,2.368013178324144,0.3038729579728267,0.20922073182033724,0.7030866552072571,0.11374795417348607,0.33726607575834094,0.6635832580073409,0.22746607654104495,1.9971380798913043,0.2780056119145262,0.2854100106496273,0.5789634585380554,0.3324300051477944,0.2150481366592533,0.11389601892395189,0.0034099668099485054,0.5646971817004669,0.0031000371159933225,0.00372078019964464,0.002002500980895986
44.0,0.6369731359348395,0.8569287064577669,161.08224,161.08224,1.0,0.35290491981397837,0.26646131001314405,0.5958827334215431,2.397262970490689,0.2963811243982631,0.22310060330268094,0.7057437080644898,0.11374795417348607,0.33964979328904243,0.6635967361185119,0.22777785652945876,1.9998754889013768,0.2720624085811799,0.2847497431381183,0.5854189991950989,0.35460906425271893,0.22916118148376025,0.11389601892395189,0.003621610950442611,0.6073552714169637,0.003242085585721842,0.004008388298522882,0.0017039173612601287
45.0,0.631037412425705,0.7276272085526869,164.7432,164.7432,1.0,0.32170871970137405,0.27010265647157244,0.5699082261182852,2.4243102741098306,0.310253446299698,0.20162165653595596,0.7061967930874135,0.11374795417348607,0.3390472869391085,0.6624575847355295,0.22739340189539894,1.9965000009985336,0.2786680304580066,0.2843400763898713,0.547134280204773,0.32340546995678876,0.20771839226238384,0.11389601892395189,0.003457868304425454,0.5864884368311323,0.0031333733112739698,0.0037964176436779324,0.0014985826212169746
46.0,0.6361966584020469,0.8926143457888976,168.40416,168.40416,1.0,0.342804844259379,0.2701219784731306,0.5966362158188543,2.424246673145696,0.29897092059627617,0.21640161324561155,0.7080717008946777,0.11374795417348607,0.34223135823023987,0.6631618976156494,0.22851913763640389,2.006383891161162,0.27094722194612864,0.28669922436081585,0.5758991241455078,0.34445639619000684,0.22243831975261022,0.11389601892395189,0.003594625642436275,0.6173086077078551,0.0031828215756355862,0.0040191201734795885,0.0017225869044594842
47.0,0.6346820111086355,0.8658945913880272,172.06512,172.06512,1.0,0.3165174933024015,0.2712728612868984,0.5638691176324202,2.434491606885814,0.31302908732547674,0.19876982200348128,0.7087185930529513,0.11374795417348607,0.3395917110534101,0.6629396719242009,0.22832480044605485,2.0046776226525247,0.28003256192580533,0.28546511627906973,0.5463759899139404,0.3180845803780155,0.2050678278183654,0.11389601892395189,0.003523064319938331,0.6132329928586842,0.003141401046309076,0.003926164688011131,0.001446630295340203
48.0,0.6371161285598015,0.9718769922344521,175.72608,175.72608,1.0,0.3198167767596607,0.27059027311558476,0.5741370370222041,2.429182024097867,0.30903237556831686,0.20280988649097859,0.7089774383585011,0.11374795417348607,0.3416285270108338,0.6622200487129558,0.22633587340454933,1.9872149662726428,0.27953667953667954,0.2846421125781793,0.5521472096443176,0.3213056264388656,0.20968822437539347,0.11389601892395189,0.0035464933925573945,0.6245316238473606,0.0030817008837844633,0.004035661163648921,0.0013948647749598016
49.0,0.6409362705435623,1.076554751613968,179.38704,179.38704,1.0,0.3074139947538094,0.27334932896337455,0.5670895379251937,2.4489543477331748,0.3141040688133443,0.1943590127232914,0.7102111246991671,0.11374795417348607,0.34554807565027934,0.6626328629280109,0.2254448806229845,1.9793921047715772,0.27945529899348726,0.28375558867362144,0.5530192255973816,0.30938841274735723,0.20157734495306232,0.11389601892395189,0.0036209163670232886,0.6453023400172242,0.003099541843315899,0.004165540780472137,0.00177754645878857
50.0,0.6389217410957111,1.004047166678904,183.048,183.048,1.0,0.30484072108984356,0.2756500985518636,0.5462106072631034,2.46284537496563,0.3168585636353426,0.19228428355338203,0.7120905322675943,0.11374795417348607,0.34504127954349106,0.6616251294036717,0.22522301318136717,1.9774441223599577,0.2807600950118765,0.28648136449778905,0.555209755897522,0.3064632056631301,0.19928655403273193,0.11389601892395189,0.003559267376149969,0.6422363471028802,0.003047695686417406,0.004095649676173386,0.0019257915259469165
51.0,0.6356855019338334,1.088495928060915,186.70896,186.70896,1.0,0.3228750317903283,0.2761902240613733,0.5743529962871261,2.4732392065383855,0.30955240813170654,0.20344628125112535,0.7118550621332381,0.11374795417348607,0.34342637602085485,0.6621806685333893,0.22414221667101886,1.9679547958623391,0.27655657823497565,0.28700782000274383,0.5483248233795166,0.3246576333317899,0.21062478503527926,0.11389601892395189,0.003760453871019448,0.6875045938159019,0.003257431326664079,0.0042990254510989956,0.001664639979682706
52.0,0.6385223941632904,1.053664442126776,190.36992,190.36992,1.0,0.3388430379813246,0.27707240925704657,0.5821383906227958,2.4809012631203515,0.30276883738132665,0.21392744429433286,0.7111509825894337,0.11374795417348607,0.34628684980782076,0.6622916684340477,0.22642559011664085,1.9880026734545015,0.2749667791066135,0.28667520819987186,0.5932528972625732,0.34054826421624634,0.22101377540775152,0.11389601892395189,0.0035634447167036333,0.659390781050206,0.002998751943612922,0.004170338724161294,0.0013928164814432484
53.0,0.6384859628856995,1.0739034474321876,194.03088,194.03088,1.0,0.333023823195034,0.2791887103131427,0.604930269127977,2.49730070115539,0.3035485882140465,0.21125886752611345,0.7138073416684521,0.11374795417348607,0.3474960185820099,0.6594888864314273,0.22293748394375262,1.9573773170474682,0.2713138908647495,0.28441479684657367,0.5871734023094177,0.33495424090998477,0.2193127791525776,0.11389601892395189,0.0035496087837620875,0.6647909566272574,0.0029155154493872614,0.004229524477876102,0.0016271130417473537
