round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_prevalence,fed_ece,fed_f1_best,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
41.0,0.6414958179493138,1.2000557236118243,88.33536,88.33536,0.5412350858791136,0.2925896518279434,0.5718449703019335,0.2623593120301769,0.7061859689184476,0.11035568146049732,0.3392040946479532,0.32607340851967004,2.40989103874043,0.21103741946667745,0.5057060976631466,0.14488819606343833,1.2721093979604314,0.20299254180756937,0.20485984710593375,0.4944053292274475,0.40932834529541917,0.2681313318313023,0.11389601892395189,0.0037281745579684535,0.9130068068625405,,0.0037281745579684535
42.0,0.6133451040772921,1.0264107479697184,90.3168,90.3168,0.5412350858791136,0.3106521298227466,0.5495247984461564,0.27911926056489267,0.7203243515862385,0.11035568146049732,0.33461358872429003,0.3389930321570371,2.574215586296327,0.20516629467724826,0.5099516022863897,0.14985059839741582,1.3156789834548188,0.203698592326801,0.2045691020131192,0.4902343153953552,0.4093946968775954,0.26801202937322,0.11389601892395189,0.003664927628563448,0.9199703634949401,,0.003664927628563448
43.0,0.5981664671112923,1.02217562474349,92.29824,92.29824,0.5412350858791136,0.3121777401303058,0.5740715773198678,0.29528080226619197,0.7289602062975087,0.11035568146049732,0.3217795820901482,0.3482651188773243,2.737029464125064,0.19762083088626514,0.5192568576102561,0.15616642486481677,1.3711315491113762,0.20357506714828194,0.20464606818492995,0.49634701013565063,0.4074981096355561,0.26627506567903436,0.11389601892395189,0.003963576710678609,1.0227247225120664,,0.003963576710678609
44.0,0.5789543481596795,1.4393691709629546,94.27968,94.27968,0.5412350858791136,0.31591509377038207,0.5942075094994336,0.31296259451430414,0.7409295603190317,0.11035568146049732,0.33317375746747635,0.35767627538038554,2.9089583771812473,0.20408334449423382,0.5124844957798452,0.1516997642272482,1.3319145450425076,0.20316634941269326,0.20482310731640854,0.49260133504867554,0.40770949387989536,0.2665892395717041,0.11389601892395189,0.004374835211350653,1.1656576122622937,,0.004374835211350653
45.0,0.6416782080382446,1.6653099178930675,95.9488,95.9488,0.4559241291901578,0.2898055649516768,0.5472106964043338,0.25019318865819823,0.6943858097645285,0.11035568146049732,0.3391368092554553,0.31362784765896906,2.2847818599948275,0.21087641390124404,0.5195354930872851,0.1573826953759643,1.3818103289549424,0.20322100167566562,0.20474372955288986,0.49210676550865173,0.40722573077536484,0.26606122443105956,0.11389601892395189,0.005961326840274577,0.4903658435214311,0.005961326840274577,
46.0,0.6373955966031676,1.2285561809119137,97.93024,97.93024,0.5412350858791136,0.30331780223693117,0.5298129272453432,0.26116783246382963,0.7074556865427872,0.11035568146049732,0.31695306589677436,0.32163387906668006,2.3985698938623154,0.1953167788510222,0.5269467098575291,0.16314675361667885,1.432418403716214,0.20244565217391305,0.20469844758895456,0.49203717708587646,0.40268420245082365,0.26221476057074483,0.11389601892395189,0.0034377492648558832,0.9428873390424997,,0.0034377492648558832
47.0,0.6100418735918621,1.0375790652985932,99.91168,99.91168,0.5412350858791136,0.30839806032081807,0.5646779497445736,0.2832367173261264,0.7209750444424927,0.11035568146049732,0.3285065749258818,0.33888277472578704,2.612821928385652,0.2034877821264596,0.5434233744783005,0.17465460454601378,1.5334566229450939,0.20317239321764208,0.2209175907806045,0.5308088064193726,0.4011020994167203,0.2606702487367613,0.11389601892395189,0.003888636053242236,1.089996380964294,,0.003888636053242236
48.0,0.5905163404559711,1.2879408867002906,101.89312,101.89312,0.5412350858791136,0.3184964771454998,0.5674405237320349,0.2990407696269937,0.7354725841307791,0.11035568146049732,0.3273471016760594,0.3532050189311047,2.767402634992953,0.20089086578842605,0.5361573674141639,0.16896042255471772,1.483462057330838,0.2025718826759139,0.21398659966499164,0.5315314531326294,0.40292742170273094,0.26231372531098396,0.11389601892395189,0.004497992527798938,1.2968100998550653,,0.004497992527798938
49.0,0.572066303331378,1.6792653056422222,103.87456,103.87456,0.5412350858791136,0.32400595031853097,0.5831523905319728,0.314468807166904,0.744148161638525,0.11035568146049732,0.3242036735395694,0.3631713634660628,2.923271348919982,0.19929451874002652,0.533300898856991,0.16497285914096843,1.4484514972478575,0.20342152005235112,0.2053821313240043,0.5377773642539978,0.4068079359281572,0.26549663630137654,0.11389601892395189,0.004500421412144687,1.337812308454886,,0.004500421412144687
50.0,0.6405909949958175,1.5304967699625907,107.52512,107.52512,0.9971592150692714,0.2964307235289584,0.5552669306933824,0.2500161100399237,0.6938945254882567,0.11035568146049732,0.3268277466944413,0.3127349037917263,2.2828363300049483,0.2054209524642408,0.5220338002917395,0.15748963895529366,1.382749286965413,0.203125,0.20487229505965615,0.4891491234302521,0.40783983707949967,0.26654465155149404,0.11389601892395189,0.0037390144185435598,1.4672388437902555,0.0056585844545536884,0.0031843961634069485
51.0,0.6385246807373988,1.6039156216198482,109.50656,109.50656,0.5412350858791136,0.2942315169631344,0.5650144127468136,0.2706427779553707,0.7115648184334301,0.11035568146049732,0.34458376369610555,0.3306567317806679,2.4795902244913575,0.21508287175655355,0.5388377169655888,0.16704136870791647,1.4666128832777694,0.20411055988660523,0.2048869604932633,0.49230000376701355,0.40593752179479875,0.2647549608954572,0.11389601892395189,0.0032712657250610878,1.0108696591341868,,0.0032712657250610878
