round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_auroc,fed_prevalence,fed_f1_best,fed_auprc_lift,fed_f1,fed_brier,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
39.0,0.645540933523745,3.565177696822064,82.70336,82.70336,0.5412350858791136,0.24780179203031727,0.3423620036351593,0.6836370899578177,0.11404833836858005,0.3133161147930339,2.1885029580801625,0.28965058710629826,0.21381737576059495,0.5104882023770885,0.5733928331285849,0.14773848663842643,1.297134772876224,0.20851063829787234,0.22134330504818064,0.4476907253265381,0.3427803933277716,0.2221504293376103,0.11389601892395189,0.0004995296876798973,1.0780567813199013,,0.0004995296876798973
40.0,0.6601532879234322,4.0132226097159,86.35392,86.35392,0.9971592150692714,0.2184707710808513,0.35722795942862035,0.6563831932802957,0.11404833836858005,0.2912949109554108,1.9236020033364978,0.2715873526891917,0.2261237388788559,0.5167124966030036,0.543115373284195,0.13039124795461499,1.144827090415486,0.18523766585083087,0.20978247511367823,0.4053758978843689,0.33309359299980346,0.2185559579699332,0.11389601892395189,0.0006228431961019541,1.6711787841049954,0.0011321039754617632,0.0005172359764177092
41.0,0.6692260169314721,4.817676803732633,88.33536,88.33536,0.5412350858791136,0.22616347050880803,0.3640818190821873,0.6622830148302364,0.11404833836858005,0.2945444705717276,1.991559657236167,0.2712210324921679,0.2294604600508898,0.5211246733807875,0.4893442228774598,0.10957158405859935,0.9620317294124218,0.16847771907088027,0.20450951154489178,0.08181195706129074,0.36835390052453154,0.2451175446307023,0.11389601892395189,0.0005281553705865912,1.2040368418674916,,0.0005281553705865912
42.0,0.661078543332443,3.8191312199921903,90.3168,90.3168,0.5412350858791136,0.23367240178645546,0.356739821391272,0.6713635073726013,0.11404833836858005,0.30170346611943333,2.059519797619803,0.27807854732034054,0.2239414772939032,0.5235673348979287,0.5247994861150105,0.12374578412795281,1.0864803291375582,0.1782635094110504,0.20653448187981038,0.3668169379234314,0.3477512831554117,0.22788443754729937,0.11389601892395189,0.00048006170026974106,1.1219248150009662,,0.00048006170026974106
43.0,0.6641243724110699,5.211928578125249,92.29824,92.29824,0.5412350858791136,0.23840486675419562,0.3338517747938534,0.675592953432214,0.11404833836858005,0.3048564266896418,2.1001724934947905,0.2860499025447042,0.20869476392982955,0.5221033343728275,0.5514050014785763,0.13618539794118878,1.1956993688437825,0.18892794376098418,0.21265851839100247,0.3841465711593628,0.3270613118553175,0.21276686764682107,0.11389601892395189,0.0004340223241526171,1.041070180828683,,0.0004340223241526171
44.0,0.6510774413053886,4.502561727044073,94.27968,94.27968,0.5412350858791136,0.2433062579961966,0.3546248496597312,0.6828392387127147,0.11404833836858005,0.30995347011762947,2.1465038915068844,0.2859589352427204,0.22189301991255836,0.5344373543070553,0.5647098423693485,0.14355509513672604,1.2604048542958946,0.20396523628462793,0.21705627144984785,0.41586726903915405,0.3324600800915347,0.2159696564842234,0.11389601892395189,0.000448063837465911,1.104385674232617,,0.000448063837465911
45.0,0.66550280876731,4.164453915756349,95.9488,95.9488,0.4559241291901578,0.21700720713079688,0.35716232219861,0.6547123129221474,0.11404833836858005,0.2864479323309304,1.9055592428681138,0.26765856046054665,0.22495554826005068,0.5225345877084546,0.5541148296921433,0.1408927489536551,1.2370296195139963,0.19251210582260542,0.21370587124787618,0.4239558279514313,0.3459679639005635,0.22586349928605762,0.11389601892395189,0.0010015180269493458,0.5137970126233995,0.0010015180269493458,
46.0,0.6676947116061683,4.231155780177367,97.93024,97.93024,0.5412350858791136,0.22297365690009557,0.3485860763917689,0.6607787582005249,0.11404833836858005,0.2916760761668008,1.9646042759978883,0.2717103682805011,0.21904956838612957,0.5204102947880314,0.5240661338035596,0.1240136228261491,1.088831936337939,0.17240944086835794,0.2077646345162269,0.3331798315048218,0.3351087733147741,0.22133219746157648,0.11389601892395189,0.00042309397314659606,1.0712111846078187,,0.00042309397314659606
47.0,0.6589006551702916,4.885500320626404,99.91168,99.91168,0.5412350858791136,0.23086186874985734,0.3605561927195417,0.6665732075987941,0.11404833836858005,0.2978244227552429,2.0367870246002524,0.2782458402550881,0.2266385466569073,0.5381044705191107,0.5358700979143364,0.13491641282969694,1.1845577580703703,0.19346298747581714,0.20868071345561115,0.363410621881485,0.3623232365999238,0.2394304475977277,0.11389601892395189,0.000401257151462991,1.0391613772371784,,0.000401257151462991
48.0,0.6558618400367539,4.394119011288686,101.89312,101.89312,0.5412350858791136,0.23420265954329714,0.35566450144545997,0.6719957714388631,0.11404833836858005,0.30070123672475507,2.0701901433883614,0.2821804563585669,0.2231001268650246,0.5311020560194959,0.5426927453978776,0.13990417950084955,1.2283500408759962,0.1896551724137931,0.2100638569604087,0.34678322076797485,0.34306754827734876,0.2255670174447973,0.11389601892395189,0.0003887624765437524,1.0302436164347455,,0.0003887624765437524
49.0,0.6576509935340784,4.438069940014125,103.87456,103.87456,0.5412350858791136,0.2400151679782149,0.3353317479644259,0.6771363810011134,0.11404833836858005,0.3043760295227624,2.1194777840476315,0.28334338462879405,0.20947290190468126,0.5098895451554809,0.5660222012852747,0.15027661316725927,1.3194193667787337,0.2111368909512761,0.2157801865389463,0.4618227779865265,0.3446912191449362,0.22522945137784056,0.11389601892395189,0.0003643990672605308,0.9870134777156636,,0.0003643990672605308
50.0,0.6679258099124487,5.36365301509389,107.52512,107.52512,0.9971592150692714,0.21653259886222495,0.35774289224670086,0.6528565261691497,0.11404833836858005,0.2865908387898453,1.8943625596913374,0.265711277691273,0.22537314398655897,0.5208889886770633,0.5837247967478246,0.1541176646973021,1.353143561586697,0.21638095238095237,0.2237180756285884,0.41094547510147095,0.3312171233549914,0.21612582387998996,0.11389601892395189,0.0005172552705805163,1.7304248930886388,0.0009243337730828685,0.0004334872824139167
51.0,0.6665490591239014,6.055564621859925,109.50656,109.50656,0.5412350858791136,0.2229720332601893,0.3494812818623945,0.6611284664299837,0.11404833836858005,0.2919999715343238,1.9539745089242797,0.2706628251994261,0.2197285505026133,0.5042166768555404,0.6039469707355318,0.16829523592874132,1.4776217599063903,0.22860425043078691,0.23200788695366417,0.4578382968902588,0.3416845539328922,0.22264412938813244,0.11389601892395189,0.000439496875638267,1.2458245747257024,,0.000439496875638267
