round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_prevalence,fed_auprc,fed_brier,fed_f1_best,fed_auprc_lift,fed_f1_best_threshold,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
51.0,0.6779696729116138,4.6744449958639605,186.70896,186.70896,1.0,0.3254911916784713,0.11486656596173211,0.3310395597187016,0.19533427073232837,0.36499081383049176,2.8615235194818234,0.5572730751786934,0.3093927603187277,0.7380929379995835,0.6377768289834507,0.2034772776015849,1.7865179092646444,0.26310260301155597,0.26919954538074364,0.5647566914558411,0.309507095643934,0.20711741359127103,0.11389601892395189,0.0019812226184023813,1.7377634289750858,0.0009474435923758523,0.003064178448941621,0.0031960061442592833
52.0,0.6769706108321007,4.3147891231830275,190.36992,190.36992,1.0,0.3272820695569414,0.11486656596173211,0.33268456058336854,0.19024966565492754,0.3648062633758893,2.879337627283104,0.5626089716309537,0.30229089765782763,0.7388534223136192,0.6369278460236485,0.204523556999069,1.7957041776467086,0.2627224868388067,0.2698239601183985,0.5454814434051514,0.3029791124923927,0.20240697838981173,0.11389601892395189,0.0019045038601435231,1.7048710333037889,0.000902869194101562,0.0029515470982045045,0.0029988825153845454
53.0,0.6821845151186323,3.9392954806680978,194.03088,194.03088,1.0,0.32672074428463493,0.11486656596173211,0.33825777122846307,0.1978586112802057,0.37126822788044195,2.925289152808917,0.5636259414844612,0.31537272158406393,0.7417287324906695,0.6338752671841023,0.20246067860505068,1.7775922329667484,0.2643140920775882,0.2692362193566672,0.5393848419189453,0.3162108038173648,0.21036974041428733,0.11389601892395189,0.0018153212379177796,1.6595986903148514,0.0008590956814782953,0.0028096715958355,0.003270833731492086
54.0,0.6762008939144669,4.100647294182664,197.69184,197.69184,1.0,0.3264337594821576,0.11486656596173211,0.33932140315527676,0.19803026958815584,0.3681217702016739,2.935787532058664,0.5458025779642638,0.3163536046746192,0.7402839693105818,0.6337431214572584,0.20242445202638237,1.7772741658471902,0.2623224728487886,0.26897756281069457,0.521396279335022,0.3169259275719717,0.2104024251373207,0.11389601892395189,0.0018047066580253702,1.684313492183719,0.000846309820336246,0.0027967162884554603,0.0034073246123733237
55.0,0.6821748680640101,5.009483715838661,201.3528,201.3528,1.0,0.32020308353120774,0.11486656596173211,0.33838041488314885,0.2000256332773782,0.3679347139260101,2.9235024037727753,0.5655049056129875,0.3166717537660747,0.7380215417806701,0.6338000959681673,0.20242547254856047,1.7772831259687794,0.2589468885343059,0.2702803738317757,0.6042367815971375,0.31805453608162015,0.21277701955551223,0.11389601892395189,0.0018301595836597863,1.745245920283196,0.0008510790982997244,0.0028383839122801155,0.003913227078897837
56.0,0.6979981194000607,5.810318113037115,205.01376,205.01376,1.0,0.32066841284800207,0.11486656596173211,0.3412241139641133,0.2041594616013484,0.37306742893619416,2.946321784034315,0.570694076189957,0.3221896603689429,0.7412495877250327,0.6349458107144107,0.2036979166549025,1.7884551065029861,0.2579719739600574,0.2708039492242595,0.6041340827941895,0.32332514001694695,0.21729785625083556,0.11389601892395189,0.0018790496735366228,1.8301216822528659,0.000829943474495982,0.0029549417685772995,0.004340245357639682
57.0,0.6888966337321761,5.795669908221106,208.67472,208.67472,1.0,0.33044278489260603,0.11486656596173211,0.3404071323300173,0.19486749322478628,0.37230301910352,2.939154220808222,0.5512502491774276,0.31090247431670226,0.7415792614182274,0.6375103413757081,0.20479214749108016,1.7980623855502746,0.2629278951201748,0.27255345037371803,0.5731843709945679,0.3111666865863974,0.2067584692661394,0.11389601892395189,0.0019744990072553007,1.9625925689324504,0.0008582507539192477,0.0031178013338632586,0.003847324715115297
58.0,0.6790672947838502,3.8711593620198927,212.33568,212.33568,1.0,0.3240463998375409,0.11486656596173211,0.3450374823551587,0.19477436480478658,0.3781785097213027,2.9839744723071915,0.5809150978037478,0.30744399136894157,0.7432575371391019,0.6378579737384149,0.20247509410748146,1.777718800186279,0.2601042269832079,0.2726965912926088,0.5801925659179688,0.3084388185855612,0.20797409014029572,0.11389601892395189,0.0018205094709837911,1.8480828644096619,0.0007559026619643649,0.002909666970634091,0.003096759495385642
59.0,0.6928521447912733,4.984457117575161,215.99664,215.99664,1.0,0.322916248868801,0.11486656596173211,0.3491360180982949,0.19816561399479848,0.3754142088109133,3.0181501387200407,0.5901077667125553,0.31577887194804116,0.7428161934985013,0.6341341874724445,0.20117805769497402,1.7663309007253374,0.2570700046360686,0.2718570516911295,0.5699166059494019,0.3166152887198694,0.2114585248307417,0.11389601892395189,0.0016140326241761325,1.6718408089527657,0.0007598520864973326,0.002484947609177754,0.0026059041424884638
60.0,0.6755048529030514,3.9127171681896997,219.6576,219.6576,1.0,0.3221550710736653,0.11486656596173211,0.3490509481252752,0.19847028152811558,0.37487186018618346,3.0138002767521614,0.5884232167811072,0.3159066369822558,0.7425444111558526,0.6334976541811836,0.20478872170635842,1.7980323073723532,0.2553290623179965,0.2675751006503561,0.562265157699585,0.31735553947878054,0.212176315722937,0.11389601892395189,0.0015018801150093412,1.586308333386114,0.0007209144983383184,0.002296587252347179,0.0025663887233418944
