round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_f1,fed_ece,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.6408504846467222,0.2311324351266674,3.16197,21.90336,0.0,0.11512557436898088,2.1407318091417413,0.31405763548330057,0.5684391299053126,0.2420689142865789,0.6747554337331767,0.2813853993007434,0.35712716445001336,0.23019880897408487,0.6564251887776378,0.2116126403139888,1.8579458905871158,0.2045002711006687,0.2732656514382403,0.5314801931381226,0.41147014616455985,0.2695251335683123,0.11389601892395189,0.0,0.0,,
12.0,0.6260305160052612,0.40093998007806564,3.16197,21.90336,0.0,0.11512557436898088,2.216395703818127,0.3193901913051193,0.5511204712869026,0.25134120833999035,0.6830498709169865,0.29172615089197956,0.3422578036262922,0.21857815106392825,0.6564251887776378,0.2116126403139888,1.8579458905871158,0.2045002711006687,0.2732656514382403,0.5314801931381226,0.41147014616455985,0.2695251335683123,0.11389601892395189,0.0,0.0,,
13.0,0.6561017518181995,0.17297999623301913,3.688965,25.55392,0.9971592150692714,0.11512557436898088,1.995801059068237,0.2963986530506164,0.5021936828707284,0.22638005222520138,0.6564938402623889,0.2790479357609538,0.3527918298965419,0.22199797584034245,0.6557940893989812,0.20711073251736323,1.8184194186422844,0.20459271313624447,0.2724321133412042,0.5310832262039185,0.40947160074680733,0.2677703301111659,0.11389601892395189,0.015384824505113005,0.5940539090661332,0.011296028084596994,0.019961357958829442
14.0,0.6527926285992477,0.2156415487090904,3.688965,25.55392,0.0,0.11512557436898088,2.03933367090989,0.30293130956179365,0.5390162668226948,0.23206802140298272,0.6632796384427866,0.2782018767142351,0.3117895260445721,0.20143162979899235,0.6557940893989812,0.20711073251736323,1.8184194186422844,0.20459271313624447,0.2724321133412042,0.5310832262039185,0.40947160074680733,0.2677703301111659,0.11389601892395189,0.0,0.0,,
15.0,0.632971280678065,0.29329533851930994,3.688965,25.55392,0.0,0.11512557436898088,2.1363937672997957,0.3153705303084371,0.5631183715631102,0.24243214618165537,0.6738668481943013,0.28200530418179265,0.34916714143096866,0.22411225730449783,0.6557940893989812,0.20711073251736323,1.8184194186422844,0.20459271313624447,0.2724321133412042,0.5310832262039185,0.40947160074680733,0.2677703301111659,0.11389601892395189,0.0,0.0,,
16.0,0.6213393951306261,0.41154570027156573,3.688965,25.55392,0.0,0.11512557436898088,2.230694698915079,0.32027324100215826,0.5599822147197792,0.2527270655680146,0.6817927868191282,0.29283177769628455,0.33247994838310957,0.21330690158557744,0.6557940893989812,0.20711073251736323,1.8184194186422844,0.20459271313624447,0.2724321133412042,0.5310832262039185,0.40947160074680733,0.2677703301111659,0.11389601892395189,0.0,0.0,,
17.0,0.6534393822886506,0.20609986656327456,4.21596,29.20448,0.9971592150692714,0.11512557436898088,1.9719850569022281,0.2969919802531095,0.5089680614687239,0.22503290829027867,0.656392263145325,0.2762808183048868,0.3512458810142508,0.2213579668154633,0.6552805532842442,0.2057547063682998,1.8065135929437686,0.2055487221538882,0.27178217821782175,0.528801679611206,0.4073411965263382,0.26598059595271795,0.11389601892395189,0.014574819838269033,0.620749055291526,0.009862225694036152,0.019998801659691517
18.0,0.6451756682541787,0.2216162858660911,4.21596,29.20448,0.0,0.11512557436898088,2.0506407868698395,0.30536628998978477,0.5296004532777226,0.23339683366463743,0.6647912670357096,0.2811563838595484,0.33788768348808196,0.21472060558994177,0.6552805532842442,0.2057547063682998,1.8065135929437686,0.2055487221538882,0.27178217821782175,0.528801679611206,0.4073411965263382,0.26598059595271795,0.11389601892395189,0.0,0.0,,
19.0,0.6342540234505789,0.3364168890191657,4.21596,29.20448,0.0,0.11512557436898088,2.161026290419343,0.3122809913977445,0.5481702734729661,0.24526343333498868,0.6735138036647805,0.28429897423111206,0.3294051340334161,0.21003966311860203,0.6552805532842442,0.2057547063682998,1.8065135929437686,0.2055487221538882,0.27178217821782175,0.528801679611206,0.4073411965263382,0.26598059595271795,0.11389601892395189,0.0,0.0,,
20.0,0.6183901544697525,0.45256799069249987,4.21596,29.20448,0.0,0.11512557436898088,2.262301123329305,0.3225444431186691,0.5509754564708539,0.25623774449056125,0.6816498151988792,0.2955683143128645,0.3174165049015016,0.2033816791201641,0.6552805532842442,0.2057547063682998,1.8065135929437686,0.2055487221538882,0.27178217821782175,0.528801679611206,0.4073411965263382,0.26598059595271795,0.11389601892395189,0.0,0.0,,
