round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_brier,fed_prevalence,fed_auprc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
40.0,0.16036406724135904,0.1900315344861618,86.35392,86.35392,0.9971592150692714,0.31212651595585894,0.27713698125561564,0.24295782025891946,0.11404116055132484,0.2526881236308236,0.38338810825927105,0.5341805434037924,2.198262524446588,0.6846512771520421,0.5990273597625122,0.18229887535307393,1.6005728477199408,0.2045002711006687,0.2398257792296175,0.5287758708000183,0.41323579539649835,0.2712918288661562,0.11389601892395189,0.00462232330187652,1.3401400072034448,0.006552230547688523,0.003940692574407867
41.0,0.160618095194975,0.1251391316686799,88.33536,88.33536,0.5412350858791136,0.3251722759317959,0.2898511294951006,0.23852375245865046,0.11404116055132484,0.2771047007177447,0.3787291916689238,0.5365149387779709,2.4349620443444695,0.7053609670629862,0.5816189234487961,0.1640559268293995,1.4404008882780994,0.2045002711006687,0.22645657750091608,0.5279855728149414,0.4130661974280114,0.27123144692783085,0.11389601892395189,0.003745951346686676,0.8153550333809108,,0.003745951346686676
42.0,0.1531640505514881,0.10529186565647072,90.3168,90.3168,0.5412350858791136,0.332290716990886,0.30490902318581525,0.23342885299636534,0.11404116055132484,0.28640588179855264,0.3731656792305236,0.5307388392600789,2.522196655923793,0.7153223260831398,0.5851178235395488,0.17200739040465177,1.5102142465532593,0.2045002711006687,0.23306233062330625,0.527618944644928,0.41165674536425817,0.2700230365854354,0.11389601892395189,0.004470324223777645,0.9947472538333386,,0.004470324223777645
43.0,0.14952552471047068,0.10904632937433037,92.29824,92.29824,0.5412350858791136,0.3418134499853976,0.3063269438084764,0.2310135113068877,0.11404116055132484,0.3017055792144018,0.3703564559847757,0.5358152559629749,2.67716410733499,0.7245229017929141,0.5858607887310341,0.17700961678952287,1.5541334847507864,0.2045002711006687,0.23235340355290046,0.5295459628105164,0.41286625711047553,0.27097218580462434,0.11389601892395189,0.004726377844754967,1.083516646642238,,0.004726377844754967
44.0,0.14598349299150695,0.16470074778582122,94.27968,94.27968,0.5412350858791136,0.35384269541759517,0.31177047591773577,0.23200536214616885,0.11404116055132484,0.3241936678287906,0.37336603288713843,0.5457768526433046,2.878509027654352,0.7373681028700175,0.5801029622278069,0.1812071869438883,1.5909878910243553,0.2045002711006687,0.2302725968436155,0.5321314334869385,0.41386060624665233,0.27169040131833966,0.11389601892395189,0.004886493203975984,1.15242131636478,,0.004886493203975984
45.0,0.16009658835079676,0.14809425040314067,95.9488,95.9488,0.4559241291901578,0.31219156438781914,0.2852473894139032,0.23864481180648262,0.11404116055132484,0.25966826489482214,0.3781726317509162,0.5307348604409043,2.2621095377066553,0.6904234716350286,0.5889443898152866,0.18605028862104686,1.6335100241323817,0.2045002711006687,0.23326512715580242,0.5297000408172607,0.41360601249569834,0.27139815880870405,0.11389601892395189,0.006102118757271967,0.49615611881017685,0.006102118757271967,
46.0,0.16015819798919653,0.12788356458311897,97.93024,97.93024,0.5412350858791136,0.3276541154028162,0.2940891105695981,0.23620820960087258,0.11404116055132484,0.2738050975542542,0.37618139067877976,0.5277118298520346,2.3955058866848424,0.7084809069162749,0.58094712619814,0.18466767591958475,1.6213707701485767,0.2045002711006687,0.2294455066921606,0.5315238237380981,0.4148982567728133,0.2725259384937104,0.11389601892395189,0.003291807392338207,0.7977916935924441,,0.003291807392338207
47.0,0.1535985691684613,0.10652274468044505,99.91168,99.91168,0.5412350858791136,0.34000747711583496,0.30516874493073487,0.23030627252064284,0.11404116055132484,0.2933238953856797,0.3688869875092527,0.5278037604620013,2.584539327669004,0.7178452456178603,0.5516531668867757,0.15355342653409507,1.3481895854202097,0.2045002711006687,0.20800832033281333,0.524285614490509,0.4131408749951937,0.27130899081968973,0.11389601892395189,0.003499624679753416,0.8660260284668766,,0.003499624679753416
48.0,0.14847528288692674,0.10988370014748641,101.89312,101.89312,0.5412350858791136,0.3475782506629105,0.3076915735500435,0.23026466462480505,0.11404116055132484,0.3130041932216987,0.3697363981240089,0.5292460470969657,2.7707696855602393,0.7283368262936636,0.5396073371925743,0.14095763631340857,1.2375993265183893,0.2045002711006687,0.2060885522043947,0.5203606486320496,0.41483328370216643,0.27276727493054775,0.11389601892395189,0.004804847607906911,1.2183215658878908,,0.004804847607906911
49.0,0.14543075986256232,0.1652647697861611,103.87456,103.87456,0.5412350858791136,0.3586402786750785,0.3172046729761822,0.2332731998589587,0.11404116055132484,0.3223783367006153,0.3746559779453442,0.5361904043879412,2.858051488683214,0.7374450786701288,0.49006038244002403,0.11452141040830077,1.0054908985428759,0.20450951154489178,0.20484047358661026,0.5195088982582092,0.4146329838158387,0.2728979364443243,0.11389601892395189,0.004750828673545152,1.244306890759617,,0.004750828673545152
50.0,0.16272408538999808,0.7251749423546855,107.52512,107.52512,0.9971592150692714,0.31534189308609545,0.2900788109780408,0.23446237032684955,0.11404116055132484,0.2577000430536408,0.3725338505683128,0.5313311639231384,2.244624504149129,0.6892448158388114,0.4753685635932674,0.1114329657454583,0.9783745454690724,0.20450951154489178,0.20453723788864786,0.5043909549713135,0.4146677241081068,0.2729694650716946,0.11389601892395189,0.0037171413498462104,1.32021612895187,0.005062611065575746,0.0032793014885200687
51.0,0.15995267710370015,0.16521428686306677,109.50656,109.50656,0.5412350858791136,0.33417053367596733,0.29385567131737517,0.23525633187947628,0.11404116055132484,0.2790232515579565,0.37445896952233954,0.5268646896511938,2.445648178458723,0.7071984090163101,0.5085379567454533,0.12281335536686142,1.078293662299677,0.20450951154489178,0.20562300909468634,0.5189368724822998,0.41604345843268664,0.27396257013292624,0.11389601892395189,0.00333179728680871,0.9069025948410854,,0.00333179728680871
